nome,partido,uf,PDC 160/1995,PDC 443/1994,PDC 451/1995,PDC 451/1995,PDC 451/1995,PDC 452/1995,PDC 452/1995,PDC 95/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 182/1994,PEC 182/1994,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 4/1995,PEC 4/1995,PEC 4/1995,PEC 4/1995,PEC 48/1995,PEC 48/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PL 1088/1995,PL 1088/1995,PL 1236/1995,PL 1236/1995,PL 154/1995,PL 1670/1989,PL 1727/1991,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 194/1995,PL 199/1995,PL 199/1995,PL 233/1995,PL 2331/1991,PL 305/1991,PL 373/1995,PL 373/1995,PL 373/1995,PL 373/1995,PL 3804/1993,PL 3981/1993,PL 40/1995,PL 4109/1993,PL 426/1995,PL 426/1995,PL 4386/1994,PL 4555/1994,PL 4645/1994,PL 47/1995,PL 4792/1990,PL 4851/1994,PL 4851/1994,PL 4851/1994,PL 642/1995,PL 869/1995,PL 869/1995,PL 899/1995,PL 899/1995,PL 914/1995,PL 992/1995,PLP 9/1995,PRC 1/1995,PRC 21/1995,PRC 229/1994
João Maia,PP,AC,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Paulo Mourão,PPR,TO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1,0,0,-1,-1,1,-1,1,-1,0,0,-1,1,-1,0,1,-1,1,1,0,0,0,0,-1,1,0,1,1,0,0,0,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
João Rodolfo,PPR,MA,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Aécio de Borba,PPR,CE,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1
B. Sá,PP,PI,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
Paulo Silva,PSDB,PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alvaro Ribeiro,PSB,PE,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Cleto Falcão,PSD,AL,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
José Teles,PPR,SE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,0,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,-1,0,1,0,1,1,-1,-1,0,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,1,0,0
Waldir Pires,PSDB,BA,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,1
João Carlos Bacelar,PSC,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Raul Belém,PP,MG,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Wagner do Nascimento,PP,MG,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
João Mendes,PTB,RJ,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,0,-1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,-1,1,0,1,-1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,-1,-1,0,1,1,1,1,-1,1,1,1,1,1,0,0,0
Delfim Netto,PPR,SP,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,1,1,0,0,1,1,-1,1,1,-1,0,0,-1,1,-1,0,1,-1,1,1,0,0,0,0,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,-1,-1,0,-1,0,1,0,0,-1,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1
Cunha Bueno,PPR,SP,0,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,-1,0,1,-1,0,0,0,0,0,0,1,-1,1,1,1,-1,-1,-1,-1,1,0,0,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,1,-1,0,0,-1,-1,0,0,0,1,1,-1,0,0,0,0,0,1,0,1
José Cicote,PT,SP,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marcelino Romano Machado,PPR,SP,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Benedito Domingos,PP,DF,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,0,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,1,1,-1,1,0,1,0,1,1,1,1,1,0,1,1,0,-1,-1,0,-1,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,1
Jofran Frejat,PP,DF,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,0,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
Maria Valadão,PPR,GO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,1,1,-1,1,1,0,1,1,-1,0,0,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mauro Borges,PP,GO,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Roberto Balestra,PPR,GO,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,0,0,-1,1,0,-1,0,0,1,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,-1,0,0,-1,-1,0,1,1,1,1,-1,0,0,0,0,0,0,0,1
Flávio Derzi,PP,MS,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,-1,1,0,1,1,0,1,1,-1,0,0,-1,1,1,0,1,-1,1,1,1,1,-1,0,-1,1,0,1,1,0,-1,-1,1,-1,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,1
Angela Amin,PPR,SC,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1
Vasco Furlan,PPR,SC,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carlos Azambuja,PPR,RS,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1
Fernando Carrion,PPR,RS,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
Victor Faccioni,PPR,RS,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
Camilo Machado,PTB,MG,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Annibal Teixeira,PP,MG,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Lezio Sathler,PSDB,ES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Roberto Paulino,PMDB,PB,0,1,0,0,0,0,0,0,1,1,-1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,0
Ceci Cunha,PSDB,AL,0,0,0,0,0,0,0,0,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,-1,0,0,0,0,0,0,1,-1,1,1,1,1,1,0
Talvane Albuquerque,PPB,AL,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Almino Affonso,PSDB,SP,0,1,0,0,0,0,0,1,1,1,-1,1,0,0,1,1,1,0,-1,-1,1,1,1,1,1,1,0,-1,1,1,0,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,-1,-1,0,0,1,1,-1,0,0,-1,1,1,-1,-1,-1,0,0,-1,1,1,1,1,1,0,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,0,0,0,-1,1,1,1,1,1,0,0,1,-1,0,0,0,0,1,1,-1,1,-1,1,1,1,1,1,0
Beto Mansur,PPB,SP,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0
Benedito Domingos,PPB,DF,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,-1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,1,0
Paulo Cordeiro,PTB,PR,0,0,0,0,0,0,0,1,1,-1,-1,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,0,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,1,1,-1,1,0,0,1,1,1,0,-1,0,1,1,1,1,1,1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,0,1,1,0,1,0
Basílio Villani,PPB,PR,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0
Homero Oguidó,PMDB,PR,0,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,0,-1,1,1,0,1,-1,1,1,0,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,1,0,1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,-1,1,1,1,1,1,0,1,0,-1,0,1,1,1,1,1,-1,0,1,1,1,1,0,1,0
João Iensen,PPB,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Antônio Jorge,PPB,TO,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,1,0
Dolores Nunes,PPB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0
João Ribeiro,PPB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carlos Camurca,PPB,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
Alceste Almeida,PPB,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Eraldo Trindade,PPB,AP,0,0,0,0,0,0,0,0,1,-1,1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0
Anivaldo Vale,PPB,PA,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0
Sergio Naya,PPB,MG,0,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Aroldo Góes,PDT,AP,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
