nome,partido,uf,MPV 103/2003,MPV 104/2003,MPV 106/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 114/2003,MPV 116/2003,MPV 116/2003,MPV 117/2003,MPV 117/2003,MPV 118/2003,MPV 120/2003,MPV 120/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 122/2003,MPV 124/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 126/2003,MPV 126/2003,MPV 126/2003,MPV 129/2003,MPV 130/2003,MPV 130/2003,MPV 131/2003,MPV 132/2003,MPV 132/2003,MPV 133/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 79/2002,MPV 79/2002,MPV 80/2002,MPV 82/2002,MPV 82/2002,MPV 86/2002,MPV 94/2002,MSC 199/2003,MSC 48/2002,PEC 254/2000,PEC 254/2000,PEC 306/2000,PEC 306/2000,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 53/1999,PEC 53/1999,PEC 53/1999,PEC 544/2002,PEC 575/1998,PL 1083/2003,PL 1084/2003,PL 1084/2003,PL 1503/2003,PL 1555/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1936/2003,PL 2681/1996,PL 3464/2000,PL 3731/1997,PL 4285/2001,PL 4376/1993,PL 4572/1998,PL 4572/1998,PL 475/2003,PL 5073/2001,PL 58/2003,PL 7136/2002,PLP 224/2001,PLP 41/2003,PLP 52/1999,PLP 58/2003,PLP 58/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 73/2003
Inocêncio Oliveira,PFL,PE,-1,1,1,1,1,0,-1,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,-1,1,-1,-1,0,1,1,1,-1,1,-1,1,1,1,-1,1,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,-1,0,1,-1,-1,-1,-1,1,1,0,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,0,-1,0,0,0,-1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,-1,0,0,0,1,1,-1,1,1
Joaquim Francisco,PFL,PE,-1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Campos,PSB,PE,1,1,-1,-1,1,-1,1,1,0,1,0,0,-1,0,-1,-1,0,1,-1,0,-1,0,-1,0,-1,1,-1,-1,1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,1,-1,0,1,0,1,1,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,0,0,1,-1,1,0,1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,0,0,0,0,1,1,0,-1,1,-1,0,1,-1,0,1,1,1,1,1,1,0,1,-1,0,0,0,0,-1,1,1,1,0
Pastor Francisco Olímpio,PSB,PE,1,0,-1,-1,1,-1,1,1,0,1,1,-1,-1,0,-1,0,-1,1,0,0,-1,1,-1,0,-1,1,0,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,0,1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,0,1,1,1,0,-1,0,1,1,1,-1,-1,1,0,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,-1,1,-1,1,0,0,0,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,-1,0,0,-1,1,1,1,1
Luiz Piauhylino,PSDB,PE,-1,1,1,0,0,0,1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,0,0,0,1,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Magalhães,PSDB,PE,-1,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Múcio Monteiro,PSDB,PE,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renildo Calheiros,PCdoB,PE,1,0,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,1,0,0,-1,0,-1,1,-1,-1,1,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,1,-1,-1,1,1,-1,0,1,0,1,0,1,0,1,1,-1,1,-1,1,1,0,-1,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,1,0,0,1,-1,-1,0,1,0,1,-1,0,1,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1
Francisca Trindade,PT,PI,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0
Moraes Souza,PMDB,PI,-1,1,-1,0,0,0,1,-1,1,0,1,0,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,0,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,-1,1,1,0,0,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,0,0,1,-1,-1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,0,1,1,0,0,0,1,-1,1,-1,1,1,0,-1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,1,1,1,1
Marcelo Castro,PMDB,PI,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,0,-1,-1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,1,-1,0,0,0,1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,-1,-1,0,-1,1,-1,1,0,1,-1,-1,0,1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,1,-1,1,1,0,1,0,0,-1,1,-1,1,-1,1,1,-1,-1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,1,1,1,0
Mussa Demes,PFL,PI,-1,-1,1,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,1,1,1,0,0,1,1,0,1,1,0,-1,0,-1,-1,0,1,0,1,-1,1,0,1,1,1,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,-1,-1,1,1,-1,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,0,0,1,1,0,1,0
Paes Landim,PFL,PI,-1,-1,1,0,1,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,0,1,1,1,1,0,1,1,1,-1,1,-1,1,1,0,-1,0,1,1,1,0,-1,1,1,1,1,-1,0,1,-1,1,0,1,0,1,-1,0,0,1,-1,1,0,1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,1,1,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1
Ciro Nogueira,PFL,PI,-1,1,0,0,0,0,0,-1,0,1,1,0,1,0,0,-1,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,1,-1,0,1,1,1,0,0,0,1,0,1,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,1,1,0,1,1,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0
Júlio Cesar,PFL,PI,-1,-1,1,1,-1,0,0,-1,0,1,1,0,1,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1,1,1,-1,0,-1,-1,0,1,1,1,-1,1,0,1,1,0,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,-1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,0,0,0,0,-1,1,1,0,1,-1,0,0,0,0,1,0,0,1,1,1,0,0,-1,0,0,0,1,0,0,1,1
Átila Lira,PSDB,PI,-1,1,0,1,1,0,-1,-1,0,1,1,0,1,0,1,1,0,1,1,-1,0,0,1,0,-1,1,1,0,0,-1,1,-1,0,0,-1,1,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,1,1,0,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,-1,1,0,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,-1,0,0,0,-1,1,1,1,1,-1,0,1,1,0,1,0,1,1,1,1,0,0,-1,0,0,1,1,1,1,-1,0
B. Sá,PPS,PI,1,1,0,1,1,-1,1,1,1,1,1,0,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,-1,1,0,0,1,1,-1,1,1,1,0,1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,0,1,-1,1,1,-1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,0,0,-1,0,0,0,0,1,1
Promotor Afonso Gil,PCdoB,PI,1,1,-1,-1,1,-1,0,0,0,1,1,0,-1,0,0,-1,0,1,-1,1,-1,1,-1,0,-1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,-1,-1,1,1,-1,-1,1,-1,1,0,-1,1,1,1,1,-1,0,0,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,1
José Janene,PPB,PR,-1,1,-1,-1,1,0,1,0,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Zacharow,PDT,PR,1,1,-1,-1,1,-1,1,1,1,0,1,-1,0,0,0,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,-1,1,-1,1,0,-1,0,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,0,1,-1,1,-1,0,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,0,-1,0,1,0,1,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1
Colombo,PT,PR,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,0,0,0,0,0,-1,0,0,1,-1,0,0,0,-1,-1,1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,0,1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,0,0,1,-1,1,0,1,0,1,-1,-1,0,1,0,0,0,1,0,0,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,0,0,1,0,1,-1,-1,0,0,-1,1,-1,0,1,0,-1,0,1,0,1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,-1,-1,0,1,0,1,0
Dr. Rosinha,PT,PR,1,1,-1,-1,1,-1,0,0,1,1,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,-1,1,0,-1,1,-1,-1,0,0,0,1,-1,-1,0,-1,-1,1,-1,-1,0,1,-1,1,1,-1,1,1,0,1,0,0,-1,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,1,0,0,0,0,0,-1,-1,1,1,0,0,0,-1,0,0,0,0,1,1,1,1,0,0,-1,-1,0,0,0,0,0,0
Assis do Couto,PT,PR,1,1,-1,-1,1,-1,1,1,1,0,1,0,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1,-1,1,-1,-1,1,1,-1,0,0,-1,1,0,1,1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,0,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,-1,0,0,-1,0,-1,-1,0,0,1,-1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,-1,0,-1,1,1,-1,-1,0,1,0,0,-1,-1,1,0,0,1,1,0,1,1,0,-1,0,0,-1,-1,1,0,0,1
Selma Schons,PT,PR,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,0,0,-1,0,0,-1,1,-1,1,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,0,-1,1,1,0,1,0,1,1,1,0,-1,1,0,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,0,0,1,1,0,0,-1,1,0,1,0,1,1,1,1,-1,0,0,0,-1,-1,0,0,0,0
Paulo Bernardo,PT,PR,1,1,-1,0,1,-1,1,1,0,1,1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,1,0,1,1,-1,1,-1,1,1,0,-1,-1,1,1,1,0,0,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,1,-1,1,-1,1,1,0,-1,1,1,1,1,-1,-1,1,0,1,0,1,0,1,0,0,-1,-1,-1,-1,0,0,1,0,1
Dra. Clair,PT,PR,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,0,-1,0,-1,1,-1,1,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,1,1,-1,0,1,0,0,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,0,1,0,-1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,0,-1,-1,0,1,1,1,1
Takayama,PSB,PR,1,1,-1,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,1,1,0,0,1,0,0,0,0,1,0,0,-1,-1,1,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
José Carlos Martinez,PTB,PR,1,0,-1,-1,1,0,0,1,1,1,1,0,1,0,0,-1,-1,1,-1,0,0,1,-1,0,-1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,-1,1,1,0,0,1,1,-1,0,-1,1,1,0,-1,-1,1,1,1,0,-1,1,-1,1,1,-1,0,1,-1,1,-1,1,0,1,0,-1,-1,1,-1,1,0,1,0,-1,1,1,1,1,-1,0,-1,0,0,-1,-1,-1,-1,1,0,-1,1,1,1,-1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0
Max Rosenmann,PMDB,PR,-1,0,0,1,-1,0,0,-1,-1,1,1,0,0,0,0,-1,1,-1,1,1,-1,0,-1,0,-1,1,1,0,0,-1,-1,-1,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,0,0,0,-1,-1,-1,1,0,0,-1,0,1,0,0,0,0,1,1,1,1,-1,-1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,-1,1,1,0,0,1,0,0,0,1,1,-1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,0,0,1,1,0
José Borba,PMDB,PR,-1,1,0,-1,0,-1,1,-1,1,1,1,-1,-1,0,0,-1,-1,1,-1,1,0,1,-1,0,-1,1,-1,-1,1,-1,0,0,-1,-1,0,0,0,-1,0,0,1,-1,0,1,-1,0,0,0,0,1,0,1,1,0,1,-1,-1,-1,1,1,1,-1,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,0,1,0,1,0,1,-1,0,-1,1,0,1,0,1,-1,0,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,1,1,1,0,1,1,1,1,0,-1,0,1,0,0,-1,0,1,-1,-1,0,1,1,1,-1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,0,0
Moacir Micheletto,PMDB,PR,-1,1,-1,1,1,0,1,-1,0,0,1,0,-1,0,-1,-1,0,0,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,0,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,1,1,1,0,1,1,1,0,1,0,-1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,0,1,0,1,0,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,0,-1,-1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,-1,-1,0,-1,-1,-1,1,1,1,1
Osmar Serraglio,PMDB,PR,-1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,0,0,-1,-1,1,0,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,1,1,1,1,1,0,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,0,1,-1,1,-1,-1,0,1,-1,1,-1,1,1,-1,0,0,1,1,1,-1,-1,1,1,1,0,1,1,1,0,-1,-1,0,-1,-1,-1,1,1,1,1
Gustavo Fruet,PMDB,PR,-1,1,-1,1,1,-1,1,-1,1,0,1,-1,-1,0,0,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,1,-1,1,0,-1,0,1,-1,-1,1,1,0,1,1,-1,0,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,-1,-1,1,1,0,1,-1,-1,1,-1,0,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,0,-1,0,0,0,-1,0,1,1,1,1
Giacobo,PPS,PR,1,1,0,1,1,0,1,1,1,1,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0
Abelardo Lupion,PFL,PR,-1,-1,1,1,-1,0,0,0,0,1,1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-1,1,1,1,1,1,0,-1,0,-1,-1,0,1,1,1,-1,1,0,1,1,1,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,1,0,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,0,0,0,-1,0,1,0,1,1,0,0,0,0,-1,1,1,0,1,-1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,-1,1,1
