nome,partido,uf,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 475/2009,MPV 475/2009,MPV 475/2009,MPV 476/2009,MPV 476/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 482/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 487/2010,MPV 487/2010,MPV 487/2010,MPV 493/2010,MPV 493/2010,MPV 495/2010,MPV 501/2010,PDC 2600/2010,PEC 300/2008,PEC 300/2008,PEC 446/2009,PEC 47/2003,PEC 507/2010,PEC 507/2010,PL 1481/2007,PL 1481/2007,PL 1481/2007,PL 2502/2007,PL 2502/2007,PL 2944/2004,PL 5186/2005,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5940/2009,PL 5941/2009,PL 5941/2009,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 277/2005,PLP 352/2002,PLP 352/2002,PLP 374/2008,PLP 374/2008,PLP 543/2009,PLP 543/2009,PLP 543/2009,PLV 16/2010,REQ 5670/2009,REQ 6467/2010,REQ 6468/2010,REQ 6752/2010,REQ 6918/2010,REQ 7166/2010,REQ 7447/2010,REQ 7513/2010,REQ 7535/2010,REQ 7546/2010,REQ 7575/2010
Osvaldo Reis,PMDB,TO,-1,-1,0,0,-1,1,1,0,1,0,1,1,1,-1,0,-1,-1,-1,0,0,0,0,0,0,1,-1,-1,0,1,1,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,-1,0,1,0,1,-1,1,0
Enio Bacci,PDT,RS,0,0,0,0,-1,-1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,1,0,-1,-1,1,0,0,1,0,1,-1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,-1,-1,0,0
José Chaves,PTB,PE,0,-1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,-1,0,1,0,0,0,1,1,1,0,0,-1,1,-1,-1,-1,0,1,0,0,0,1,-1,0,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0
Giovanni Queiroz,PDT,PA,-1,-1,-1,0,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,1,0,1,0,1,-1,1,-1,-1,0,0,-1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,0,1,1
Jurandil Juarez,PMDB,AP,-1,-1,-1,1,1,0,0,0,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
Roberto Rocha,PSDB,MA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Themístocles Sampaio,PMDB,PI,-1,-1,-1,0,1,0,0,0,1,0,1,0,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,1,0,0,0,1,1,1,1,0,0,1,-1,-1,-1,1,0,1,-1,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,0,0,0,1,0,0,0,0,0
Pedro Eugênio,PT,PE,-1,-1,-1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,1,1,-1,0,1,1,0,1,1,1,0,0,0,-1,1,1,-1,0,1,1,-1,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,-1,0,0,0,0,0,1,1,1,1,1
Ricardo Berzoini,PT,SP,-1,-1,-1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,0,1,1,1,1,1,0,-1,-1,-1,0,-1,-1,1,1,-1,0,1,1,1,1,-1,-1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,1,0,1,1,1,0
Magela,PT,DF,-1,-1,-1,0,1,0,-1,0,0,1,1,1,0,0,-1,-1,0,-1,1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,0,0,1,0,-1,-1,1,-1,-1,-1,0,1,0,0,0,0,1,1,0,0,-1,1,0,1,1,1,0,0,0,1,1,1,1,-1,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1
Miro Teixeira,PDT,RJ,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,1,1,1,1,0,1,-1,1,1,0,-1,0,0,1,1,1,0,1,1,1,-1,0,1,1,-1,-1,-1,0
José Aníbal,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,-1,0,0,0,1,1,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
José Genoíno,PT,SP,-1,-1,-1,1,1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,0,1,1,1,1,1,1
Edinho Bez,PMDB,SC,-1,-1,-1,1,-1,1,1,0,1,0,1,1,1,-1,-1,0,0,0,0,-1,-1,1,-1,1,0,-1,0,1,1,0,1,0,0,1,-1,-1,0,0,0,-1,-1,0,1,-1,0,0,1,0,0,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,1,1,0,0,0,0,1,1,1,0
Arnaldo Madeira,PSDB,SP,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,1,1,1,0,1,1,1,-1,1,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,0,0,-1,0,1,-1,-1,0
João Magalhães,PMDB,MG,-1,-1,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,0,0,0,-1,-1,1,1,-1,0,1,1,0,0,-1,0,1,1,0,-1,0,0,1,-1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,0,1,1,-1,-1,0,1,0,0,1,1
Marçal Filho,PMDB,MS,-1,-1,-1,1,-1,1,1,1,-1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,1
Raimundo Gomes de Matos,PSDB,CE,0,0,0,0,0,1,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,0,0,0,1,1,1,0,1,-1,-1,1,0,-1,1,-1,1,1,1,0,0,1,0,1,1,1,-1,1,1,1,1,1,0,0,0,-1,-1,0,0,1,1,1,1,1,0
Marcos Lima,PMDB,MG,-1,0,0,1,1,-1,0,0,1,0,1,1,1,-1,0,-1,-1,0,1,-1,0,1,0,1,0,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,0,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,0,1
Silvio Torres,PSDB,SP,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,-1,1,0,0,0,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,-1,0,0,0,1,0,1,1,0
Mauro Benevides,PMDB,CE,-1,-1,-1,0,-1,-1,1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,1,1,1,1,1,0,1,-1,0,-1,1,1,-1,-1,1,1,-1,1,0,1,1,0,-1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,-1,0,1,0,1,1,0,0
João Dado,PDT,SP,-1,-1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,1,0,1,1,1,1,0,0,0,0,1,1,0,-1,1,1,0,0,0,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,0,-1,1,0,0,-1,-1,0,1,1,1,1,1
Wolney Queiroz,PDT,PE,-1,-1,-1,1,-1,-1,1,0,-1,0,1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,0,1,1,1,0,1,1,0,0,0,-1,1,0,0,-1,1,1,-1,1,-1,1,-1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,-1,-1,1,1,0,1,1,1
Osmar Terra,PMDB,RS,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,-1,-1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,1,1,1
Washington Luiz,PT,MA,-1,-1,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,1,0,-1,-1,1,1,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Armando Monteiro,PTB,PE,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,-1,1,-1,-1,-1,1,1,0,0,0,0,1,1,-1,0,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
Benedito de Lira,PP,AL,0,0,0,0,0,-1,1,1,1,0,0,1,1,-1,0,0,-1,-1,1,0,-1,1,-1,0,0,0,0,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,0,0,0,1,1,1,1
Sandes Júnior,PP,GO,-1,-1,-1,0,1,0,0,1,1,0,0,1,0,-1,0,0,-1,-1,0,-1,-1,0,-1,1,1,-1,0,1,0,0,1,1,1,1,0,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,0,0,0,-1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,-1,0,0,1,1,1,0,0
Márcio Reinaldo Moreira,PP,MG,-1,-1,-1,1,-1,0,1,1,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,1,-1,0,1,0,0,1,0,1,1,0,0,-1,0,1,-1,-1,1,0,-1,0,-1,1,-1,0,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,-1,0,1,0,1,1,1,1
Nelson Meurer,PP,PR,-1,-1,-1,1,1,-1,0,1,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,1,0,1,1,1,1,1,-1,-1,-1,1,1,-1,0,1,1,-1,0,-1,1,1,0,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,-1,0,0,1,1,1,1
Simão Sessim,PP,RJ,-1,-1,-1,1,-1,-1,1,1,1,0,0,1,1,0,0,-1,-1,-1,1,-1,-1,1,-1,1,0,0,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,-1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,-1,-1,1,0,0,0,0,1
João Pizzolatti,PP,SC,-1,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,1,-1,0,1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
Zonta,PP,SC,-1,-1,-1,1,-1,1,1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
Celso Russomanno,PP,SP,0,0,-1,0,1,-1,-1,0,0,0,0,1,1,-1,0,0,-1,-1,1,0,-1,0,0,0,1,-1,-1,0,1,1,1,1,0,0,-1,0,0,1,1,0,-1,0,1,-1,0,0,1,-1,1,0,0,0,1,1,-1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
Vadão Gomes,PP,SP,0,0,-1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Mário Negromonte,PP,BA,0,0,0,1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,-1,0,-1,1,-1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
José Linhares,PP,CE,-1,-1,-1,1,1,-1,1,0,1,0,0,1,1,0,0,-1,1,-1,0,-1,-1,0,-1,1,0,-1,0,0,0,0,1,0,0,1,-1,0,0,0,0,-1,-1,1,0,-1,1,-1,1,-1,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,0,0,0,-1,0
Roberto Balestra,PP,GO,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,-1,0,0,0,0,0,-1,-1,0,-1,0,1,0,-1,1,0,0,1,1,1,1,0,-1,-1,1,-1,-1,-1,1,0,0,0,0,1,-1,0,-1,-1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,1
Dilceu Sperafico,PP,PR,-1,-1,-1,1,1,0,1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,1,1,-1,0,1,1,1,1,1,0,1,-1,-1,-1,1,1,-1,-1,0,1,-1,0,-1,0,0,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,-1,-1,1,1,1,1,1,1
Luis Carlos Heinze,PP,RS,-1,-1,-1,1,-1,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,-1,-1,1,-1,1,0,-1,0,1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,0,-1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,-1,0,1,1,1,1,1
Pedro Henry,PP,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,1,0,0,0,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ricardo Barros,PP,PR,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,1,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
Jovair Arantes,PTB,GO,0,0,0,1,-1,0,0,0,-1,0,0,1,0,-1,0,0,0,-1,1,-1,-1,0,0,0,0,0,-1,0,1,1,1,1,1,0,0,-1,0,0,1,-1,-1,1,1,0,0,-1,0,-1,1,-1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,-1,-1,0,1,1,1,1,0
Bernardo Ariston,PMDB,RJ,-1,0,-1,1,-1,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,-1,1,-1,1,1,0,-1,1,0,1,1,1,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,-1,0,0,1,1,1,0,1
Edson Ezequiel,PMDB,RJ,-1,-1,-1,1,-1,1,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1
Tadeu Filippelli,PMDB,DF,-1,-1,-1,1,1,1,1,0,1,0,0,1,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,1,1,1,0,1,1,0,-1,-1,-1,1,-1,0,-1,1,1,0,0,0,1,-1,0,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,-1,0,1,1,1,1,0,1
Eduardo Cunha,PMDB,RJ,-1,-1,-1,1,1,1,-1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,0,0,0,1,1,1,1,0,0,-1,1,-1,-1,-1,-1,1,1,0,0,-1,1,1,1,0,0,0,1,1,-1,0,1,1,1,0,1,-1,0,1,0,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,0,-1,-1,1
Fernando Lopes,PMDB,RJ,-1,0,-1,0,-1,-1,1,0,1,0,1,1,0,0,0,-1,0,0,0,-1,-1,0,-1,1,0,-1,0,0,0,0,1,1,0,0,0,0,1,-1,-1,-1,-1,0,0,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0
Raul Jungmann,PPS,PE,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,-1,0,0,1,0,0,1,1,0,0,0,-1
Nelson Bornier,PMDB,RJ,0,0,-1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,0,-1,1,1,1,1,1,1,1,-1,-1,0,1,1,0,-1,1,1,-1,0,-1,1,1,0,0,0,-1,1,0,-1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1
Zequinha Marinho,PSC,PA,-1,-1,-1,-1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,1,0,0,0,0,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,-1,1,1,0,1,-1,-1,0
Arnon Bezerra,PTB,CE,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,0,1,0,1,0,1,1,1,-1,0,0,1,1,-1,0,1,1,0,0,0,1,-1,1,0,-1,0,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,-1,1,1,1,1,0,0
Rose de Freitas,PMDB,ES,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,-1,1,0,0,0,1,1,1,1,0,0,1,-1,0,1,-1,0,-1,-1,1,1,-1,0,0,1,-1,0,-1,-1,0,1,-1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
Nazareno Fonteles,PT,PI,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,0,0,-1,-1,1,-1,-1,1,-1,1,1,0,-1,1,0,1,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,0,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,-1,0,1,0,1,-1,-1,0
Elcione Barbalho,PMDB,PA,-1,-1,-1,0,1,1,1,0,-1,0,1,0,1,0,0,-1,0,-1,0,0,-1,1,-1,1,0,0,0,1,1,1,1,1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1
Maria Lúcia Cardoso,PMDB,MG,0,-1,-1,1,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,-1,0,0,-1,0,1,0,0,0,1,1
Paes Landim,PTB,PI,0,-1,0,1,0,-1,-1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,1,-1,-1,-1,0,0,0,-1,0,1,0,0,0,1,1,1,0,-1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,0,0,0,1,1,1
Ciro Nogueira,PP,PI,-1,-1,-1,1,1,-1,-1,1,1,0,0,1,1,0,0,0,-1,-1,0,-1,0,0,-1,0,1,0,-1,1,0,1,0,1,1,1,-1,-1,-1,1,1,0,-1,1,1,-1,0,0,1,-1,0,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,-1,0,0,0,1,1,1
Fernando Coruja,PPS,SC,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,-1,1,0,1,0,0,1,1,1,-1,0,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,-1,1,0,0,0,1,0,0,0,0,0
Gustavo Fruet,PSDB,PR,0,0,0,0,-1,1,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,1,1,0,0,0,0,-1,1,-1,1,1,0,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,-1,0,0,0,0,0,1,0,-1,0,-1
Fernando Gabeira,PV,RJ,0,-1,-1,0,-1,1,1,1,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,-1,0,0,1,-1,-1,1,0,-1,1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,0,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,0,1,1,-1
Alexandre Santos,PMDB,RJ,0,0,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,1,0,-1,1,1,1,1,1,1,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,1
Natan Donadon,PMDB,RO,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,-1,0,0,1,0,0,-1,0,1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,-1,0,1,0,0,0,0,0
Agnaldo Muniz,PP,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Maia,PT,RS,-1,0,0,0,0,0,0,0,1,0,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,1,-1,0,-1,1,0,-1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,0,0,0,1,0,0,0,0,1
Lupércio Ramos,PMDB,AM,0,0,0,0,1,-1,1,0,0,0,0,1,1,0,0,-1,-1,-1,1,0,-1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,0,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,0,0,-1,0,1,1,1,1,1,0
