nome,partido,uf,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 475/2009,MPV 475/2009,MPV 475/2009,MPV 476/2009,MPV 476/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 482/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 487/2010,MPV 487/2010,MPV 487/2010,MPV 493/2010,MPV 493/2010,MPV 495/2010,MPV 501/2010,PDC 2600/2010,PEC 300/2008,PEC 300/2008,PEC 446/2009,PEC 47/2003,PEC 507/2010,PEC 507/2010,PL 1481/2007,PL 1481/2007,PL 1481/2007,PL 2502/2007,PL 2502/2007,PL 2944/2004,PL 5186/2005,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5940/2009,PL 5941/2009,PL 5941/2009,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 277/2005,PLP 352/2002,PLP 352/2002,PLP 374/2008,PLP 374/2008,PLP 543/2009,PLP 543/2009,PLP 543/2009,PLV 16/2010,REQ 5670/2009,REQ 6467/2010,REQ 6468/2010,REQ 6752/2010,REQ 6918/2010,REQ 7166/2010,REQ 7447/2010,REQ 7513/2010,REQ 7535/2010,REQ 7546/2010,REQ 7575/2010
Moreira Mendes,PPS,RO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
Edio Lopes,PMDB,RR,-1,0,0,0,-1,0,0,0,0,0,1,1,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,1,-1,0,1,1,0,1,1,0,1,0,0,-1,1,-1,-1,-1,1,0,-1,0,-1,1,1,0,0,-1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,-1,1,0,0,1,0,0,0,1,0,1,-1,-1,1
Neudo Campos,PP,RR,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,-1,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,-1,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,-1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Urzeni Rocha,PSDB,RR,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,-1,1,1,0,0,1,0,1,1,1,0
Vieira da Cunha,PDT,RS,-1,-1,-1,1,-1,-1,1,1,0,1,1,1,1,0,0,-1,-1,-1,1,-1,-1,0,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,0,0,1,-1,0,-1,1,1,-1,1,-1,0,-1,1,-1,-1,0,1,-1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,-1,0,1,1,1,-1,-1,1
Pepe Vargas,PT,RS,-1,0,0,0,1,0,1,0,0,1,1,1,1,-1,0,0,0,0,0,-1,0,0,-1,1,1,-1,-1,1,1,0,1,1,1,0,0,0,0,0,-1,-1,0,1,1,-1,0,1,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,1,0,0,0,0
Ibsen Pinheiro,PMDB,RS,0,0,-1,0,1,1,1,0,1,0,1,1,1,-1,-1,0,-1,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0
Luiz Carlos Busato,PTB,RS,-1,-1,-1,1,1,0,0,1,0,0,1,1,1,0,-1,0,-1,-1,0,-1,-1,1,0,0,1,-1,0,1,0,0,1,0,0,1,-1,0,-1,1,0,-1,-1,1,1,-1,0,-1,1,-1,0,0,-1,0,1,-1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0
Manuela D`Ávila,PCdoB,RS,-1,0,0,0,-1,-1,1,0,1,0,1,1,1,-1,0,0,0,-1,1,-1,-1,0,-1,1,0,-1,-1,1,0,1,0,0,0,1,-1,-1,0,0,0,-1,-1,1,1,-1,1,0,0,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0
Paulo Roberto Pereira,PTB,RS,-1,-1,-1,1,-1,-1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,0,0,1,1,1,-1,-1,0,1,-1,-1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
Renato Molling,PP,RS,-1,-1,-1,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,0,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,1,0,0,1,0,-1,1
Professor Ruy Pauletti,PSDB,RS,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,1,1,0,0,-1,0,0,1,0,0
Sérgio Moraes,PTB,RS,-1,-1,-1,1,-1,1,1,1,-1,0,1,1,1,-1,0,-1,-1,-1,0,0,0,0,-1,1,1,0,0,0,0,0,1,0,0,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1
Vilson Covatti,PP,RS,-1,-1,-1,0,-1,1,1,0,1,0,0,1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,1,0,1,0,1,0,0,0,0,1,1,0,-1,0,1,-1,0,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
Angela Amin,PP,SC,0,-1,-1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,-1,1,0,1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,1,1,1,0,-1,1,1,1,-1,1,1
Celso Maldaner,PMDB,SC,-1,-1,-1,1,-1,1,1,0,1,0,1,1,0,-1,0,-1,-1,0,1,-1,0,1,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,0,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,0,0,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1
Décio Lima,PT,SC,0,-1,-1,1,1,1,1,0,1,1,1,0,1,0,0,-1,0,-1,1,0,0,0,-1,0,1,0,-1,1,1,1,1,1,1,1,-1,0,0,0,-1,-1,0,1,1,0,0,0,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,1,-1
Mauro Mariani,PMDB,SC,0,0,0,0,1,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,1,0,-1,-1,0,0,0,0,1,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,1,1
Nelson Goetten,PR,SC,0,0,0,0,1,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,-1,0,-1,1,0,-1,0,0,1,0,0,1,1,1,-1,0,-1,1,1,-1,-1,1,1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
Albano Franco,PSDB,SE,0,0,1,0,-1,1,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,1,0
Valadares Filho,PSB,SE,-1,-1,-1,1,0,0,0,1,1,1,0,1,1,-1,0,0,0,-1,1,-1,-1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,-1,1,1,1,-1,0,1,1,1,1,1,1
Eduardo Amorim,PSC,SE,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,0,0,-1,-1,-1,1,0,-1,1,-1,0,0,-1,0,1,1,1,0,0,0,1,-1,-1,-1,1,0,0,0,1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,-1,0,1,1,1,-1,-1,0
Iran Barbosa,PT,SE,-1,-1,-1,1,-1,1,1,0,-1,0,1,0,1,-1,0,0,0,0,0,-1,-1,1,0,0,1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,-1,1,1,-1,1,0,1,0,0,0,-1
Duarte Nogueira,PSDB,SP,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,-1,1,-1,1,1,0,0,1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,-1,0,1,0,0,0,1,1,1,1,1,0
Antonio Palocci,PT,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,-1,-1,0,1,-1,0,-1,1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,0
Arnaldo Jardim,PPS,SP,0,0,0,0,-1,1,1,0,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,-1,-1,-1,1,0,1,1,1,1,-1,1,-1,0,1,1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,0,1,1,0,-1,-1,1,1,0,0,0,0,1,-1,1,1
Cândido Vaccarezza,PT,SP,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,-1,0,1,1,-1,-1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,-1,0,0,-1,0,1,0,0,0,0,0
Carlos Zarattini,PT,SP,0,0,0,0,1,-1,-1,0,-1,0,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,0,1,-1,0,-1,1,1,1,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,-1,-1,-1,1,0,1,1,0,1,1
Edson Aparecido,PSDB,SP,0,0,0,0,-1,1,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,-1,1,1,-1,1,1,0,0,1,-1,0,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,-1,-1,0,0,0,0,1,1,1,1
Emanuel Fernandes,PSDB,SP,0,0,0,0,-1,1,-1,1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,0,-1,1,1,-1,1,-1
Fernando Chucre,PSDB,SP,0,0,0,0,-1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,1,1,0,1,1,1,-1,1,-1,0,1,1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,-1,1,0
Francisco Rossi,PMDB,SP,0,0,0,0,1,-1,1,1,1,0,1,1,1,0,0,-1,0,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,-1,0,-1,1,0,0,-1,1,-1,1,1,1,0,1,0,1,-1,1,1,0,0,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,-1,-1,1
Janete Rocha Pietá,PT,SP,-1,-1,-1,1,1,-1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,0,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,-1,0,0
Jilmar Tatto,PT,SP,-1,0,-1,1,1,-1,-1,0,1,0,1,1,1,-1,-1,0,-1,-1,1,0,0,0,-1,1,1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,1,1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1
Abelardo Camarinha,PSB,SP,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,1,1,1,1,0,-1,0,-1,1,1,0,0,1,1,1,0,0,0,-1,0,0,0,-1,1,0,1,1,1,0,0,0,0,1,1,0,-1,1,1,1,0,1,1,-1,0,0,0,0,0,1,0,0,0,1,1
José Paulo Tóffano,PV,SP,-1,0,-1,1,0,0,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,0,0,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Ricardo Tripoli,PSDB,SP,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,1,1,-1,1,1,0,-1,1,-1,0,0,0,-1,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,1
Roberto Santiago,PV,SP,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,-1,0,1,1,1,1,1,1
Paulo Teixeira,PT,SP,0,-1,-1,1,1,-1,-1,0,1,0,1,0,1,0,0,-1,-1,-1,1,-1,0,0,0,1,1,-1,-1,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,0,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,0,1,1,1,0,1,1
Márcio França,PSB,SP,-1,-1,0,0,-1,1,1,0,0,1,1,0,0,0,0,-1,-1,1,-1,-1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,-1,1,-1,0,1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,-1,1,1,1,1,1,0,1,1,1,-1,0,0,0,1,1,1,0
Dr. Ubiali,PSB,SP,-1,-1,0,1,-1,1,1,1,0,1,1,1,1,-1,0,-1,-1,-1,1,-1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,-1,0,-1,1,0,-1,-1,1,1,-1,1,0,1,-1,1,-1,-1,0,1,-1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,0,1
Beto Mansur,PP,SP,-1,0,0,0,1,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,-1,1,0,1,1,0,0,1,-1,-1,0,1,1,0,-1,1,0,-1,0,-1,1,-1,0,0,-1,1,0,1,-1,-1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
Paulo Maluf,PP,SP,0,0,0,0,-1,-1,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,0,1,-1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
Regis de Oliveira,PSC,SP,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,1,1,1,1,1,0,1,0,1,1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,0,1,-1,1,0,1,1,1,-1
Renato Amary,PSDB,SP,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,1
Dr. Talmir,PV,SP,-1,-1,0,0,0,-1,1,1,-1,1,1,1,1,-1,0,-1,-1,-1,1,0,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,0,0,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,-1,0,1,1,0,0,0,1,0,0,-1,-1
Vanderlei Macris,PSDB,SP,0,0,0,0,-1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-1,0,0,0,0,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,1,0,1,1,1
Laurez Moreira,PSB,TO,0,-1,-1,1,-1,-1,1,1,1,0,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,0,1,0,0,-1,-1,1,0,-1,-1,0,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,-1,1,0,0,1,1,1,-1,-1,1,1,-1,0,1,1,1,1,0,1
Lázaro Botelho,PP,TO,-1,-1,-1,1,1,-1,1,0,1,0,0,1,1,0,0,-1,-1,-1,1,-1,0,1,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,0,0,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
Moises Avelino,PMDB,TO,-1,-1,-1,1,1,-1,1,0,0,0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,1,0,0,1,-1,0,-1,1,0,-1,-1,1,1,-1,0,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
Vicentinho Alves,PR,TO,0,0,0,1,-1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,-1,0,-1,1,1,0,-1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0
Maurício Quintella Lessa,PR,AL,0,0,0,0,1,-1,1,1,0,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,-1,1,0,-1,-1,1,0,1,0,1,1,0,0,0,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,-1,1,1,1
Marcelo Guimarães Filho,PMDB,BA,0,-1,0,1,0,-1,0,0,1,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0
Sandro Mabel,PR,GO,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Milton Monti,PR,SP,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,-1,1,1,1,1,0,1,1,-1,-1,0,1,-1,0,-1,1,1,0,0,0,1,-1,0,0,-1,-1,0,1,1,1,0,0,0,1,1,-1,1,0,-1,0,1,1,0,1,1,1,0,0,0,-1,-1,0,0,1,-1,-1,1
Valdemar Costa Neto,PR,SP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gladson Cameli,PP,AC,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Ilderlei Cordeiro,PPS,AC,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,0,0,0,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
Francisco Praciano,PT,AM,0,-1,0,0,1,-1,1,1,1,0,1,1,0,-1,0,-1,-1,0,1,-1,0,0,-1,1,0,-1,-1,1,1,1,0,1,1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,1,0,0,-1,1,0,-1,-1,1,-1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,-1,1,1,0,0,1,1,1,1,-1,0
Rebecca Garcia,PP,AM,0,0,0,0,-1,1,1,0,1,0,0,1,1,0,0,-1,-1,-1,1,0,0,0,0,0,1,-1,-1,1,0,1,1,0,0,0,0,-1,0,0,1,-1,0,1,1,-1,0,0,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,-1,0,1,1,0,0,1,1
Fátima Pelaes,PMDB,AP,0,-1,-1,1,1,-1,1,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,0,0,-1,-1,0,1,-1,-1,-1,0,1,-1,0,0,1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,-1,1,1,-1,1,0,0,0,1,-1,0
Joseph Bandeira,PT,BA,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,-1,-1,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
Eugênio Rabelo,PP,CE,-1,-1,-1,1,1,1,-1,1,0,0,0,1,1,0,-1,-1,-1,-1,1,-1,-1,0,-1,1,1,-1,0,1,0,1,1,1,1,1,-1,0,0,1,1,-1,-1,0,1,0,0,-1,0,-1,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
Antônio Andrade,PMDB,MG,0,0,-1,1,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,1,1,0,0,0,1,-1,0,-1,1,0,1,-1,-1,-1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1
Luiz Fernando Faria,PP,MG,0,-1,-1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,0,1,0,0,1
Carlos Bezerra,PMDB,MT,-1,-1,-1,1,1,0,0,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,0,0,1,0,1,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,1,-1,-1,1,1,1,1,1,1
