nome,partido,uf,PDC 240/1999,PDC 341/1999,PEC 128/1995,PEC 128/1995,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 601/1998,PEC 601/1998,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PL 1428/1999,PL 1615/1999,PL 1617/1999,PL 1617/1999,PL 2549/2000,PL 2549/2000,PL 3156/2000,PL 3310/1997,PL 3310/1997,PL 3756/2000,PL 3756/2000,PL 3756/2000,PL 3837/2000,PL 4155/1998,PL 621/1999,PL 621/1999,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 114/2000,PLP 114/2000,PLP 114/2000,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 220/1998,PLP 220/1998,PLP 220/1998,PLP 23/1999,PLP 23/1999,PLP 23/1999,PLP 77/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 90/1999,PRC 72/2000
Ubiratan Aguiar,PSDB,CE,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,0,-1,1,1,1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,0,-1,1,0,-1,-1,1,1,-1,0,-1,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,-1
Iberê Ferreira,PPB,RN,-1,1,0,0,0,1,0,1,-1,0,1,1,1,-1,1,-1,0,1,-1,-1,1,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,-1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0,0,1,-1,0,0,0,1,-1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,-1,1,1,1,-1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,-1
Armando Abílio,PMDB,PB,0,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Antônio Geraldo,PFL,PE,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,0,0,0,0,-1,1,-1,0,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,-1,1,0,-1,1,-1,0,0,0,-1,1,-1,0,0,0,-1,1,1,1,0,1,1,-1,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
João Colaço,PMDB,PE,-1,1,0,1,-1,1,-1,0,-1,1,1,0,0,-1,1,-1,1,1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,0,0,0,-1,1,-1,0,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,-1,0,0,0,0,0,1,1,0,1,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,1,1,-1,1,0,1,-1,0,1,1,-1,-1,1,1,0,0,1,1,1,1,1,0,-1,1,1,-1,0,0,1,1,1,-1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,-1
José Múcio Monteiro,PFL,PE,0,0,0,0,0,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,-1,1,-1,0,-1,0,0,0,-1,1,-1,1,0,1,1,1,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,1,1,1,1,-1,-1,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,1,-1,0,0,0,-1,1,1,1,1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,1,0,0,1,1,-1,-1,-1,1,1,0,-1,1,1,1,1,1,0,0,0,1,-1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,-1
Marcelo Déda,PT,SE,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,-1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,-1,0,-1,0,0,0,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,1,1,1,1,0,-1,-1,0,0,1,0,-1,-1,1
Leur Lomanto,PFL,BA,-1,0,1,0,-1,0,0,1,0,1,0,1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,0,-1,0,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,0,1,-1,0,1,-1,1,0,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,0,1,0,0,0,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,0,1,1,0,-1,0,1,-1,-1,-1,1,1,1,0,1,1,0,1,1,0,-1,1,1,-1,1,1,1,1,1,0,1,0,1,-1,1,0,1,-1,0,0,1,1,1,1,1,0,0,0,1,-1
Manoel Castro,PFL,BA,0,1,1,0,0,0,0,0,-1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,0,0,1,-1,-1,1,-1,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,0,-1,-1,0,0,0,0,-1,0,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,1,1,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-1
Roland Lavigne,PFL,BA,0,0,1,0,-1,0,0,0,-1,1,0,1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,-1,0,-1,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,-1,-1,1,-1,0,1,-1,0,0,0,1,0,1,1,-1,-1,1,1,-1,1,1,-1,1,0,-1,-1,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,1,1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,-1,1,0,-1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,-1
Ademir Lucas,PSDB,MG,0,1,1,0,-1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,0,0,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,0,1,1,0,0,1,1,-1,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,1,1
João Fassarella,PT,MG,1,1,1,1,0,0,0,0,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1
Mário de Oliveira,PMDB,MG,-1,0,1,1,-1,1,-1,1,0,0,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,0,0,-1,1,1,-1,-1,1,-1,-1,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,0,1,-1,-1,1,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,-1
João Mendes,PMDB,RJ,-1,0,1,0,-1,1,-1,1,0,0,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,0,0,0,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,1,0,0,-1,0,1,-1,-1,1,1,1,0,1,1,1,1,0,-1,-1,1,1,-1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,-1,0,1,1,0,0,-1
José Carlos Coutinho,PFL,RJ,0,0,0,0,-1,0,0,0,0,0,0,1,1,-1,1,-1,1,1,-1,-1,0,0,0,0,0,-1,1,1,1,1,1,1,0,-1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,0,-1,1,1,1,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,-1,0,0,0,1,1,-1,1,0,0,0,0,0,-1,0,-1,1,-1,1,1,1,0,1,1,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,0,1,0,0,0,-1,0,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,0,-1,1,1,0,0,1,-1,1,0,1,-1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,-1
Arnaldo Faria de Sá,PPB,SP,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,1,-1,0,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,1,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1
Ary Kara,PPB,SP,0,0,1,0,-1,1,-1,1,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,1,0,1,-1,1,1,1,0,0,1,1,1,-1,1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,0,1,0,0,1,0,-1,1,0,1,-1,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,-1
De Velasco,PST,SP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Fernando Zuppo,PDT,SP,0,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,0,-1,-1,-1,1,1,-1,-1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,1,1,1,-1,1,1,0,1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
José Machado,PT,SP,0,1,1,1,1,1,1,0,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,0,-1,-1,0,1,1,-1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,-1,1
Affonso Camargo,PFL,PR,-1,0,0,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,1,1,0,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,0,1,0,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1
Flávio Arns,PSDB,PR,-1,0,1,1,-1,1,-1,1,-1,1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,-1,0,0,0,0,0,1,1,-1,1,1,-1,1,-1,0,0,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,0,0,1,-1,-1,-1,1,0,-1,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,0,0,1,1,-1,0,0,0,0,0,0,1
Max Rosenmann,PSDB,PR,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,0,1,1,0,-1,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,0,0,1,-1,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,1,1,0,-1,1,0,0,1,0,-1,0,-1,-1,0,0,1,0,-1,0,0,1,-1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,1,1,-1,1,1,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,-1,0,1,1,-1,1,1,0,0,1,0,-1,-1,1,-1,1,0,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1
Luiz Mainardi,PT,RS,0,1,0,1,0,0,0,0,-1,1,0,1,0,1,-1,0,-1,-1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,1,1,1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,0,-1,0,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,1,0,0,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,1
José Lourenço,PFL,BA,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,1,-1,0,1,-1,-1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,-1,0,-1,0,0,-1,-1,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Marcus Vicente,PSDB,ES,-1,1,1,1,-1,0,-1,1,0,1,0,1,1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,-1,1,0,-1,-1,-1,1,1,-1,1,-1,1,0,1,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,-1,0,0,0,1,1,1,1,0,-1,1,1,-1,1,1,0,1,-1,-1,0,0,-1,1,-1,0,0,0,-1,0,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,1,1,1,1,0,1,-1,0,1,1,0,0,0,1,-1,-1,0,1,1,1,-1,1,1,0,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,-1
Valdeci Oliveira,PT,RS,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,-1,0,0,1,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,1
Raimundo Colombo,PFL,SC,0,1,1,0,-1,1,-1,1,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,0,0,-1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,-1,-1,0,1,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1
José Carlos Vieira,PFL,SC,-1,0,1,0,0,0,0,0,-1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,1,-1,0,-1,-1,-1,-1,0,1,-1,1,-1,0,-1,1,0,1,0,0,-1,1,1,-1,0,1,0,-1,-1,0,0,0,0,1,1,1,1,0,0,0,1,-1,0,1,-1,1,0,0,0,-1,-1,1,0,1,1,1,-1,1,0,1,0,0,1,0,-1,1,1,1,0,-1,-1,1,0,-1,-1,1,-1,1,1,1,0,0,1,-1,0,1,0,0,0,0,0,0,0,-1,1,0,1,-1,0,1,1,0,0,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-1
Celso Jacob,PDT,RJ,0,0,1,1,0,0,0,0,0,0,0,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,1,-1,1,1,-1,-1,0,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0
Alcione Athayde,PPB,RJ,0,1,0,1,-1,1,1,1,0,0,0,0,1,-1,1,0,1,1,-1,-1,0,1,1,-1,-1,0,1,1,1,1,1,1,0,0,0,0,1,0,-1,-1,0,1,1,-1,1,0,0,-1,1,1,0,-1,1,-1,0,1,0,1,0,0,0,-1,0,0,0,0,1,1,1,1,-1,-1,0,1,-1,1,1,-1,0,-1,0,0,-1,-1,1,-1,1,0,1,0,1,1,1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,1,0,1,1,1,-1,1,1,1,1,1,0,-1,1,0,0,0,0,1,1,1,1,0,0,1,-1,0,1,1,1,1,0,1,0,-1,-1,1,1,-1,0,0,-1
