nome,partido,uf,PDC 240/1999,PDC 341/1999,PEC 128/1995,PEC 128/1995,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 601/1998,PEC 601/1998,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PL 1428/1999,PL 1615/1999,PL 1617/1999,PL 1617/1999,PL 2549/2000,PL 2549/2000,PL 3156/2000,PL 3310/1997,PL 3310/1997,PL 3756/2000,PL 3756/2000,PL 3756/2000,PL 3837/2000,PL 4155/1998,PL 621/1999,PL 621/1999,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 114/2000,PLP 114/2000,PLP 114/2000,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 220/1998,PLP 220/1998,PLP 220/1998,PLP 23/1999,PLP 23/1999,PLP 23/1999,PLP 77/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 90/1999,PRC 72/2000
Wilson Braga,PFL,PB,-1,1,1,1,0,0,-1,1,-1,1,1,1,0,-1,1,-1,0,1,-1,-1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,-1,0,-1,0,-1,1,0,1,1,1,-1,1,-1,1,1,1,0,-1,-1,1,1,-1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,-1,1,0,0,0,-1,-1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,1,-1,0,0,0,-1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,-1,1,1,1,1,1,-1,1,0,1,1,1,0,0,1,0,0,-1,1,1,0,1,0,1,0,0,0
Salatiel Carvalho,PMDB,PE,-1,1,1,0,-1,1,-1,0,-1,1,1,0,1,-1,1,-1,1,1,-1,-1,1,1,0,0,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,-1,-1,0,-1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,0,-1,1,-1,-1,0,-1,0,1,-1,1,0,1,-1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,-1,1,0,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,-1,1,0,0,0,0,-1
Augusto Farias,PPB,AL,0,0,1,0,-1,1,-1,1,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,0,-1,1,1,-1,1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,0,0,1,-1,0,0,0,-1,1,1,1,1,-1,1,0,-1,1,1,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,1,0,1,0,-1,1,-1,-1,1,1,1,0,0,0,0,0,0,-1,0,1,1,-1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1
José Teles,PSDB,SE,0,1,0,1,-1,1,-1,1,-1,1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,1,0,-1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,1,1,-1,-1,1,1,-1,-1,0,-1,1,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,-1,1
Coriolano Sales,PMDB,BA,-1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,0,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,1,1,-1,0,1,1,-1,-1,-1,1,1,1,0,1,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
Eujácio Simões,PL,BA,0,0,1,0,-1,1,-1,1,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,1,-1,1,0,0,1,1,0,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,1,-1,0,-1,0,1,-1,-1,0,0,1,1,-1,1,1,1,1,1,-1,-1,1,0,0,1,1,0,1,1,-1,1,1,1,-1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
Haroldo Lima,PCdoB,BA,0,1,0,0,0,0,0,1,-1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,-1,-1,1,1,0,1,1,-1,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1,1,-1,0,1,1,1,0,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,-1,1,-1,1,0,-1,1,0,-1,-1,0,-1,1,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,0,0,0,1,1,1,0,-1,-1,-1,1,0,-1,-1,-1,0
Jaques Wagner,PT,BA,0,1,1,0,1,1,1,1,0,0,0,1,1,1,-1,0,0,-1,0,1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,0,0,1,1,1,0,-1,0,-1,1,0,-1,-1,0,-1,-1,1,1,0,0,0,-1,-1,-1,1,-1,0,1,0,-1,0,1,-1,1,1,0,0,-1,0,1,0,0,0,0,-1,0,0,-1,0,-1,1,0,1,0,0,1,-1,-1,0,-1,0,1,-1,1,-1,-1,1,-1,-1,0,-1,1,0,-1,0,-1,0,0,1,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,1,-1,-1,-1,0,0,0,-1,-1,1
Jorge Khoury,PFL,BA,0,1,1,1,0,1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,0,0,0,1,-1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,-1
Luiz Moreira,PFL,BA,0,0,0,0,-1,1,-1,1,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,-1,1,1,-1,0,1,1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Ursicino Queiroz,PFL,BA,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,-1
Aécio Neves,PSDB,MG,0,0,0,0,-1,1,-1,1,-1,1,0,1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,0,1,-1,0,0,0,-1,0,0,0,0,-1,0,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,-1,-1,0,0,0,-1,0,0,-1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,0,1,0,0,-1,0,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,0,0,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,-1
Carlos Mosconi,PSDB,MG,-1,0,1,1,-1,1,-1,0,-1,1,1,0,1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,0,1,1,-1,0,0,-1,-1,0,0,0,0,0,1,1,0,1,-1,0,1,1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,-1,-1,0,1,-1,0,1,0,-1,0,0,0,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,0,-1,1,1,1,-1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,-1
Danilo de Castro,PSDB,MG,0,1,1,1,0,0,0,1,-1,1,0,0,1,-1,1,-1,1,1,-1,-1,1,0,0,0,-1,0,1,1,1,1,1,1,1,0,0,0,1,0,-1,-1,-1,1,1,1,1,-1,1,-1,1,0,1,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,0,-1,0,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,-1
Jaime Martins,PFL,MG,-1,1,1,0,-1,1,-1,1,0,1,1,0,0,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,0,1,1,1,0,0,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,1,-1,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,1,0,-1,-1,1,-1,1,1,1,1,1,0,0,0,1,1,0,1,1,-1,1,0,-1,1,1,1,-1,1,1,0,0,0,-1,-1,1,0,0,1,0,0,0,1,-1,1,1,0,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,-1
Nilmário Miranda,PT,MG,0,0,0,1,1,1,1,1,-1,1,0,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,0,1,0,0,0,1,1,-1,0,1,1,1,1,0,-1,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,-1,0,-1,0,1,-1,0,1,0,-1,0,1,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,1,0,0,0,1,1,1,0,0,-1,-1,1,0,-1,-1,0,1
Odelmo Leão,PPB,MG,-1,1,1,1,-1,1,-1,1,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Philemon Rodrigues,PL,MG,0,1,1,0,-1,1,1,1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,0,1,1,0,-1,-1,1,-1,0,0,0,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,1,1,0,0,0,0,1,-1,0,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1
Tilden Santiago,PT,MG,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,0
João Coser,PT,ES,0,1,1,1,1,1,0,1,-1,0,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,0,1,1,0,-1,-1,0,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,-1,1,1,0,0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,1,0,-1,-1,-1,0,1,1,-1,1,1,0,-1,-1,1,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,1,1,0,-1,-1,0,1,-1,-1,-1,1
Rita Camata,PMDB,ES,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,1,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,0,-1,-1,1,-1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,0,-1,1,1,1,1,0,0,-1,0,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,-1,1,0,1,0,-1,0,0,0,0,0,0,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
Aldir Cabral,PFL,RJ,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arolde de Oliveira,PFL,RJ,0,0,1,0,-1,0,0,0,-1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,0,-1,0,0,0,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,0,1,0,-1,1,0,1,1,1,-1,1,0,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,-1
Eurico Miranda,PPB,RJ,0,0,1,1,-1,1,-1,1,-1,1,1,0,1,-1,1,-1,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,-1,-1,-1,-1,0,0,0,1,1,-1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,0,1,-1,1,-1,0,0,0,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,1,0,1,-1,-1,1,1,1,1,0,0,1,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1
Jair Bolsonaro,PPB,RJ,0,1,0,1,-1,-1,1,-1,-1,1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,-1,1,-1,0,1,1,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,-1,-1,-1,1,-1,1,1,1,1,-1,0,0,-1,-1,1,-1,0,0,1,-1,1,-1,1,0,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,-1,0,1
Milton Temer,PT,RJ,0,1,0,1,-1,1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,0,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
Miro Teixeira,PDT,RJ,0,1,1,0,-1,1,1,1,-1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,0,-1,1,1,-1,1,1,0,1,-1,1,-1,0,0,0,0,-1,0,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
Rubem Medina,PFL,RJ,-1,0,1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,0,0,1,-1,-1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,0,1,-1,0,1,0,-1,-1,1,0,1,-1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
Antonio Kandir,PSDB,SP,0,1,1,1,0,0,0,0,-1,1,1,0,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,0,0,1,-1,1,1,1,1,0,1,0,-1,1,0,-1,-1,0,1,-1,-1,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,-1,0,1,1,-1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0
Cunha Bueno,PPB,SP,-1,0,1,1,-1,1,0,0,0,-1,-1,1,1,0,0,0,1,1,0,0,1,1,1,0,-1,-1,0,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,1,0,-1,1,0,0,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,-1,-1,1,1,1,-1,0,0,1,0,1,1,1,1,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,-1,0,1,-1,1,1,1,0,1,1,1,0,1,0,-1,1,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,1,-1,1,-1,0
De Velasco,PSL,SP,0,1,1,1,-1,1,1,1,-1,1,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,1,1,0,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,-1,-1,1,-1,-1,1,1,1,0,-1,-1,0,0,0,0,0,0,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,1
