nome,partido,uf,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 397/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 399/2007,MPV 400/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 404/2007,MPV 404/2007,MPV 404/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 406/2007,MPV 408/2007,MPV 409/2007,MPV 409/2007,MPV 410/2007,MPV 411/2007,MPV 413/2008,MPV 413/2008,MPV 413/2008,MPV 414/2008,MPV 415/2008,MPV 415/2008,MPV 417/2008,MPV 418/2008,MPV 420/2008,MPV 421/2008,MPV 422/2008,MPV 422/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 425/2008,MPV 425/2008,MPV 425/2008,MPV 427/2008,MPV 429/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 434/2008,MPV 434/2008,MPV 435/2008,MPV 435/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 440/2008,MPV 440/2008,MPV 440/2008,MPV 441/2008,MPV 443/2008,MPV 443/2008,MPV 444/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,PDC 387/2007,PDC 387/2007,PDC 563/2008,PDC 563/2008,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 333/2004,PEC 333/2004,PEC 495/2006,PEC 495/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PL 1990/2007,PL 2468/2007,PL 3452/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 940/2007,PLP 132/2007,PLP 132/2007,PLP 144/2007,PLP 177/2004,PLP 182/2004,PLP 183/2001,PLP 184/2004,PLP 2/2007,PLP 2/2007,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 375/2006,PRC 69/2007,REC 90/2007
Vadão Gomes,PP,SP,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1,-1,0,1,-1,1,0,-1,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,1,0,0,0,0,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0
Mário Negromonte,PP,BA,0,0,0,0,0,0,1,-1,0,1,0,-1,-1,1,1,1,-1,0,0,0,0,1,0,0,0,-1,0,1,-1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,-1,0,-1,0,1,0,0,-1,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,1,1,-1,-1,-1,0,0,0,1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-1,0,0,1,0,1,0,-1,-1,0,-1,1,0,1,0,1,0,1,-1,0,0,1,0
José Linhares,PP,CE,0,0,0,0,0,-1,1,-1,1,0,0,-1,-1,1,1,1,0,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,1,0,-1,1,1,0,-1,0,0,1,1,0,1,0,-1,-1,1,0,1,0,-1,-1,1,0,-1,1,-1,0,1,0,1,0,0,-1,0,1,1,1,-1,-1,-1,-1,1,1,1,0,0,0,1,0,-1,0,1,1,-1,1,-1,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,1,1
Roberto Balestra,PP,GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilceu Sperafico,PP,PR,0,0,0,0,0,-1,1,-1,0,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,0,-1,0,0,0,0,1,-1,1,1,-1,0,1,0,1,-1,0,-1,-1,0,0,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,1,0,-1,-1,1,0,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,1,0,-1,1,1,1,0,1,-1,-1,0,0,-1,1,1,-1,-1,1,-1,1,-1,0,1,1,1
Luis Carlos Heinze,PP,RS,-1,1,-1,0,0,0,-1,-1,1,1,-1,-1,-1,1,0,0,0,-1,0,1,0,1,-1,-1,-1,-1,1,1,-1,0,1,0,0,0,1,-1,0,-1,1,1,1,-1,-1,1,-1,1,-1,0,1,-1,1,0,-1,0,0,0,0,-1,0,1,-1,1,-1,0,0,-1,-1,0,1,-1,1,-1,0,-1,-1,0,-1,-1,1,0,0,-1,0,1,1,0,-1,1,1,-1,0,1,1,1,1,1,0,-1,-1,-1,1,1,0,1,-1,-1,1,0,-1,1,1,0,1,-1,1,-1,0,1,-1,-1,0,-1,0,-1,0,-1,0,1,-1,1,1,0,0,0,-1,0,1,1,0,1,-1,-1,-1,0,0,0,1,-1,-1,1,0,1,1,0,1,0,0
Pedro Henry,PP,MT,-1,1,-1,0,0,-1,0,0,1,1,0,-1,0,1,0,1,-1,-1,1,0,-1,1,-1,0,-1,-1,1,1,-1,1,1,0,0,0,0,-1,0,0,0,0,1,-1,-1,1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,-1,1,-1,0,1,1,1,-1,0,1,0,0,1,0,0,-1,-1,-1,1,0,1,1,1,0,0,0,-1,1,0,0,-1,1,-1,0,0,0,0,1,1,1,-1,1,0,0,0,0,0,1,1
Ricardo Barros,PP,PR,0,0,-1,1,0,0,1,-1,1,1,0,-1,0,1,1,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,1,1,1,1,0,0,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,0,0,1,-1,1,-1,0,1,-1,0,0,0,0,0,-1,1,-1,-1,0,0,0,1,-1,-1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,0,0,-1,0,0,1,1,1,1,1,0,1,1,-1,1,0,1,0,1,-1,-1,0,-1,0,1,0,1,0,1,0,1,-1,0,0,1,-1
Jovair Arantes,PTB,GO,0,0,-1,1,0,-1,1,0,0,1,0,-1,0,1,0,0,0,0,0,1,-1,1,-1,-1,0,-1,1,0,-1,1,0,1,0,-1,0,-1,0,1,1,-1,1,-1,0,1,-1,0,1,0,1,-1,1,0,0,1,0,-1,-1,-1,0,1,0,1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,-1,0,1,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,1,-1,-1,-1,-1,0,1,1,1,-1,1,0,1,-1,0,0,0,1
Bernardo Ariston,PMDB,RJ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,0,1,0,0,-1,0,1,1,-1,1,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,-1,1,1,-1,-1,1,1,0,0,0,1,-1,-1,-1,0,0,1,1,0,0,0,-1,-1,1,-1,0,1,1,1,-1,0,1,1,0,0,1,-1,-1,0,-1,0,0,1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
Edson Ezequiel,PMDB,RJ,-1,1,-1,1,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,-1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,0,0,1,1,1,-1,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,-1,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,0,1,1,1
Pastor Pedro Ribeiro,PMDB,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,0,0,-1,-1,-1,1,0,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,0,0,1,0,-1,-1,-1,0,0,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,0,0,1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,1,1
Tadeu Filippelli,PMDB,DF,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,0,-1,-1,1,1,-1,1,-1,0,-1,-1,0,0,0,0,1,1,0,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Costa Ferreira,PSC,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,-1,1,1,1,0,-1,1,-1,0,-1,1,1,1,1,1,0,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,-1,0,0,0,0
Eduardo Cunha,PMDB,RJ,-1,1,-1,1,-1,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,0,0,1,0,1,1,-1,0,-1,0,0,0,0,1,1,1,-1,-1,0,1,0,1,-1,1,0,-1,1,0,0,-1,0,-1,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,0,0,-1,-1,0,1,1,1,-1,-1,1,1,-1,-1,1,1,1,0,1,1,0,0,-1,1,0,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,0,-1,1,0,1,-1,0,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,0,1,0
Fernando Lopes,PMDB,RJ,-1,1,-1,0,0,-1,1,0,0,0,0,-1,0,0,1,1,0,-1,1,1,-1,1,0,0,-1,-1,0,1,-1,1,0,1,1,-1,0,-1,0,-1,1,0,0,-1,-1,-1,-1,1,1,0,1,-1,1,-1,0,0,0,0,0,-1,-1,1,0,0,0,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,0,1,1,0,-1,1,1,0,-1,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,-1,-1,1,-1,0,0,-1,0,1,1,1,0,0,0,1,0,1,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,1,0,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,0
Raul Jungmann,PPS,PE,0,0,0,0,0,0,-1,0,-1,1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,1,-1,1
Nelson Bornier,PMDB,RJ,0,0,0,0,0,0,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,0,1,0,0,-1,0,1,1,-1,1,0,1,1,-1,0,-1,0,0,0,-1,1,-1,-1,-1,-1,0,1,0,0,-1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,0,1,1,0,-1,-1,0,0,0,1,0,1,1,0,0,0,-1,0,0,1,-1,1,0,0,-1,0,-1,1,0,1,-1,1,0,1,-1,0,0,1,-1
Arnon Bezerra,PTB,CE,0,0,0,0,0,-1,1,0,0,1,0,-1,-1,1,1,1,0,0,1,1,-1,1,0,-1,-1,-1,1,1,-1,1,0,1,0,-1,0,0,0,1,1,-1,0,-1,-1,1,0,1,1,0,1,-1,1,-1,-1,1,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,0,0,0,-1,-1,-1,0,1,0,-1,1,1,0,-1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,1,0,0,1,1,1,-1,0,1,1,1,1,1,-1,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,1,-1,1,0,1,0,0,0,1,1
Rose de Freitas,PMDB,ES,-1,1,-1,0,0,0,1,-1,1,1,1,-1,-1,1,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,1,0,0,0,0,-1,-1,0,0,1,-1,1,0,0,1,-1,0,-1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,-1,1,1,0,1,0,0,-1,0,0,1,1,1,1,-1,-1,1,0,0,0,-1,0,1,1,0,-1,0,1,1,1,1,0,-1,-1,-1,-1,1,1,0,1,1,1,0,0,-1,1,0,0,-1,1,-1,-1,0,0,0,0,0,0,-1,1,0,1,-1,0,1,0,1
Nazareno Fonteles,PT,PI,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,1,1,1,1,0,-1,1,1,0,1,0,0,0,0,0,0,-1,-1,0,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,0,1,-1,0,-1,-1,-1,1,0,-1,-1,1,1,1,-1,-1,0,0,0,-1,1,1,1,0,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,0,-1,1,0,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,-1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Elcione Barbalho,PMDB,PA,0,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,0,0,1,-1,1,-1,-1,-1,-1,1,1,-1,0,1,0,1,-1,0,-1,0,-1,1,1,1,-1,1,-1,-1,0,1,0,0,0,1,-1,-1,1,0,-1,-1,0,0,0,-1,1,-1,0,1,-1,-1,-1,1,1,1,0,0,-1,0,-1,0,-1,1,0,-1,0,1,0,0,0,-1,1,1,-1,0,0,0,0,1,1,1,-1,0,0,1,1,1,1,0,0,0,0,-1,1,-1,1,1,1,1,-1,0,0,0,1,1,1,-1,0,-1,0,0,0,0,0,1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,-1,0,1,1,0
Maria Lúcia Cardoso,PMDB,MG,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,1,1,1,-1,1,-1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-1,0,-1,1,0,0,1,1,0,-1,0,1,1,0,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,0,0,0,0,1,1,1,-1,0,1,1,0,0,-1,-1,0,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,0,-1,1,-1,0,0,-1,0,1,1,1,0,0,0,0,0,0,1,1,1
Paes Landim,PTB,PI,-1,1,0,0,0,-1,1,0,1,1,-1,-1,0,1,1,1,0,0,1,1,-1,0,0,0,0,-1,0,1,0,1,1,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,1,1,0,0,-1,0,0,-1,1,-1,-1,0,-1,0,0,0,0,-1,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,0,0,-1,-1,0,0,0,1,-1,0,0,1,0,-1,0,1,0,1,1,0,-1,0,0,-1,1,0,0,1,1,1,0,0,0,1,0,1,-1,1,-1,0,0,0,-1,1,0,1,0,1,-1,1,-1,0,1,1,1
Ciro Nogueira,PP,PI,0,0,0,0,0,-1,1,-1,0,1,0,-1,-1,1,1,1,0,-1,-1,1,-1,1,0,-1,-1,-1,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,1,0,-1,-1,1,1,-1,0,0,1,-1,0,1,0,-1,-1,-1,0,0,0,1,-1,0,-1,-1,-1,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,-1,0,1,0,-1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,-1,0,0,1,-1,0,0,0,0,-1,-1,1,1,1,0,1,0,1,-1,0,1,0,0
Fernando Coruja,PPS,SC,0,0,0,0,0,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,-1,-1,1,1,-1,-1,0,-1,1,0,0,0,0,0,-1,-1,1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1
Carlos Souza,PP,AM,-1,1,-1,0,0,0,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,0,1,1,0,1,0,1,-1,0,0,0,0,0,-1,-1,1,1,0,1,0,0,-1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,1,0,-1,0,-1,-1,1,0,0,1,1,0,0,0,-1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,0
Zequinha Marinho,PMDB,PA,0,0,-1,0,0,0,1,-1,1,1,-1,0,0,0,1,1,0,-1,1,1,-1,0,0,-1,0,-1,1,1,-1,1,1,1,0,0,1,-1,0,0,1,1,1,1,1,-1,-1,1,1,0,0,-1,1,-1,-1,1,0,-1,-1,0,-1,0,0,0,-1,0,1,-1,-1,-1,1,1,0,0,1,-1,-1,0,-1,-1,1,-1,0,0,1,0,1,0,-1,1,1,-1,0,0,1,1,1,1,0,-1,0,-1,1,1,0,0,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,0,1,0,-1,0,1,1,-1,1,-1,-1,0,-1,-1,1,1,1,0,1,-1,1,-1,0,0,1,-1
Gustavo Fruet,PSDB,PR,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,1,-1,-1,1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,1,0,0,-1,-1,1,1,0,-1,-1,1,1,-1,0,0,0,0,-1,-1,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,0,1,1,1
Fernando Gabeira,PV,RJ,0,0,0,0,0,0,-1,-1,0,-1,-1,1,-1,-1,1,1,0,-1,0,0,0,0,-1,-1,-1,-1,1,1,0,1,-1,0,1,0,0,-1,0,-1,-1,-1,0,1,1,-1,0,1,-1,0,-1,1,-1,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,1,-1,1,-1,1,1,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,-1,-1,1,1,1,1,0,1,-1,-1,-1,0,-1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,-1,0,-1,1,-1,-1,-1,1,0,0,0,1
Alexandre Santos,PMDB,RJ,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,-1,0,1,1,-1,1,0,1,1,0,0,-1,0,0,0,0,0,1,1,0,0,1,1,0,1,-1,1,-1,-1,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,1,-1,1,0,0,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,0,1,0,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,1,0,0,0,0,-1,0,0,1,1,0,1,1,0,1,1,-1,1,0,1,0,1,-1,-1,0,0,-1,1,1,1,0,1,-1,1,-1,0,0,1,0
Natan Donadon,PMDB,RO,0,1,-1,0,0,0,1,-1,1,1,0,0,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,-1,0,1,1,-1,1,1,1,0,-1,0,-1,0,0,1,1,1,1,1,-1,-1,0,0,0,1,0,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,0,0,1,-1,0,0,1,1,0,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,0,-1,1,1,-1,0,0,0,1,1,1,1,-1,-1,0,1,1,1,1,0,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,0,1,1,0,0,-1,-1,-1,1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,-1,0,1,1,1
Marco Maia,PT,RS,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,0,1,0,0,1,1,0,1,1,1,-1,0,-1,1,1,1,0,0,-1,-1,0,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,0,1,-1,-1,-1,0,-1,0,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,1,1,0,-1,1,0,-1,-1,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,0,-1,1,0,0,1,-1,1,0,1,1,-1,0,1,1,1,1,1,0,-1,0,-1,1,1,1,1,1,1,1,0,-1,1,1,0,0,1,0,-1,-1,-1,-1,1,1,1,0,1,-1,1,-1,0,1,1,1
Valdir Colatto,PMDB,SC,-1,1,-1,0,0,-1,1,-1,1,1,1,0,-1,1,1,1,-1,-1,0,1,0,1,-1,-1,-1,0,1,1,-1,1,1,0,1,-1,1,1,0,-1,0,1,0,-1,-1,1,-1,1,-1,0,1,0,0,1,1,1,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,0,-1,-1,1,1,-1,1,1,-1,-1,0,-1,1,0,-1,-1,0,1,1,0,0,0,1,-1,0,0,0,1,1,1,0,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,0,0,1,1,0,-1,0,-1,0,-1,0,0,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,0,1,1,1,0,1,-1,1,-1,0,0,1,1
