nome,partido,uf,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 397/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 399/2007,MPV 400/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 404/2007,MPV 404/2007,MPV 404/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 406/2007,MPV 408/2007,MPV 409/2007,MPV 409/2007,MPV 410/2007,MPV 411/2007,MPV 413/2008,MPV 413/2008,MPV 413/2008,MPV 414/2008,MPV 415/2008,MPV 415/2008,MPV 417/2008,MPV 418/2008,MPV 420/2008,MPV 421/2008,MPV 422/2008,MPV 422/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 425/2008,MPV 425/2008,MPV 425/2008,MPV 427/2008,MPV 429/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 434/2008,MPV 434/2008,MPV 435/2008,MPV 435/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 440/2008,MPV 440/2008,MPV 440/2008,MPV 441/2008,MPV 443/2008,MPV 443/2008,MPV 444/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,PDC 387/2007,PDC 387/2007,PDC 563/2008,PDC 563/2008,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 333/2004,PEC 333/2004,PEC 495/2006,PEC 495/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PL 1990/2007,PL 2468/2007,PL 3452/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 940/2007,PLP 132/2007,PLP 132/2007,PLP 144/2007,PLP 177/2004,PLP 182/2004,PLP 183/2001,PLP 184/2004,PLP 2/2007,PLP 2/2007,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 375/2006,PRC 69/2007,REC 90/2007
Luiz Fernando Faria,PP,MG,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,0,-1,1,-1,0,0,-1,0,0,-1,1,0,1,0,-1,0,-1,0,-1,0,1,0,-1,0,1,-1,1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,-1,-1,0,0,0,-1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,0,-1,1,1,1,1,0,-1,1,0,-1,1,-1,0,0,0,0,0,0,1,1,-1,1,1,-1,0,0,0,1,0,1,1,1,1,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,-1,1,1,1,-1,1,0,0,0,0,1,0,1
Carlos Bezerra,PMDB,MT,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,-1,1,1,0,1,-1,1,-1,0,-1,1,1,1,1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,0,0,-1,-1,0,0,0,-1,-1,1,-1,0,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,1,0,-1,1,1,-1,-1,0,0,1,1,0,0,-1,-1,0,1,0,1,1,-1,-1,1,0,-1,1,-1,0,1,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,0,-1
Gerson Peres,PP,PA,0,0,0,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,-1,1,-1,-1,0,0,1,1,-1,1,1,1,1,-1,0,-1,0,-1,1,1,0,0,0,1,-1,1,-1,0,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,0,-1,0,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,1,-1,-1,-1,1,0,1,1,-1,-1,1,0,-1,1,1,0,1,-1,1,-1,0,1,1,1,-1,0,-1,-1,0,0,1,1,0,0,0,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,0,0,1,1
Silvio Costa,PMN,PE,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,-1,-1,-1,1,1,-1,1,1,1,1,0,1,0,0,-1,1,-1,0,1,1,1,-1,1,1,0,1,0,0,-1,-1,1,-1,0,-1,-1,-1,0,0,1,-1,-1,1,-1,0,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,-1,1,1,-1,-1,0,1,1,0,1,0,0,0,0,0,0,1,1,-1,0,0,1,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,1,0,1,-1,0,0,1,1
Alberto Silva,PMDB,PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmilson Valentim,PCdoB,RJ,-1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,-1,1,-1,0,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,0,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,0,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,1,1,0,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,-1,1,0,1,-1,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Edson Santos,PT,RJ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Lopes,PSB,RJ,-1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,0,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,0,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,0,-1,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,0,-1,1,-1,0,0,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Felipe Bornier,PHS,RJ,0,0,0,0,0,-1,1,-1,1,1,-1,-1,-1,1,0,0,-1,-1,1,1,-1,1,-1,0,-1,-1,1,1,0,1,0,1,1,-1,1,-1,0,-1,-1,1,1,-1,-1,0,-1,1,1,0,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,-1,1,1,1,0,0,-1,0,0,0,-1,0,0,0,-1,1,0,1,0,-1,1,1,-1,-1,1,1,1,1,1,0,-1,-1,-1,1,0,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,0,-1,-1,-1,-1,1,0,1,0,1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,1,1,-1
Chico D Angelo,PT,RJ,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,-1,1,1,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,1,0,-1,1,-1,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,0,-1
Hugo Leal,PSC,RJ,0,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,0,1,-1,-1,1,1,-1,0,-1,0,-1,0,1,1,0,1,0,1,1,-1,0,-1,0,-1,1,1,0,1,1,-1,-1,1,1,0,0,-1,1,-1,-1,1,0,0,0,-1,-1,0,0,0,0,0,1,0,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1,0,-1,1,1,0,-1,1,0,0,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,1,-1,-1,0,0,1,1,1,1,1,1,1,0,-1,1,0,1,-1,0,0,-1,0,-1,0,1,1,1,-1,1,0,0,0,0,1,1,-1
Silvio Lopes,PSDB,RJ,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,1,0,1,0,0,0,-1,1,1,0,-1,-1,-1,1,-1,0,0,0,0,-1,0,0,1,1,1,0,1,-1,1,0,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,-1,1,1,1
Paulo Pereira da Silva,PDT,SP,0,1,-1,0,0,0,1,-1,1,1,0,1,1,1,1,1,-1,-1,0,0,-1,1,-1,-1,-1,-1,1,1,-1,0,0,1,0,0,1,-1,0,0,0,0,1,-1,-1,1,0,0,1,0,1,0,0,-1,-1,0,0,-1,-1,-1,-1,1,0,0,-1,0,1,-1,-1,-1,0,1,1,0,1,0,-1,-1,-1,-1,1,0,0,0,-1,1,1,0,-1,0,0,0,-1,1,1,1,0,1,1,-1,-1,-1,0,1,0,0,-1,-1,0,0,-1,1,0,0,1,1,1,-1,0,1,1,1,0,0,0,-1,-1,-1,1,1,-1,1,1,0,0,1,0,0,1,1,0,1,-1,0,-1,0,0,1,1,1,-1,0,-1,1,-1,0,1,0,1
José Rocha,PR,BA,-1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,-1,0,1,1,-1,1,-1,-1,-1,0,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,1,-1,-1,1,0,0,-1,-1,-1,0,0,1,-1,0,1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,0,1,0,1,0,1,-1,0,1,1,1,1,0,1,-1,0,-1,1,1,1,1,-1,-1,1,0,0,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,0,0,1,0,1,0,0,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,1,1
Leo Alcântara,PR,CE,-1,1,0,0,0,-1,1,-1,1,1,1,0,0,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,0,0,1,1,0,0,0,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,0,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,-1,1,0,-1,-1,1,1,1,0,1,0,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,0,-1,0,1,-1,-1,0,-1,1,1,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,1,0
Vicente Arruda,PR,CE,-1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,1,-1,0,-1,1,1,0,1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,0,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,0,1,0,-1,-1,0,1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,-1,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,1,1,-1,0,-1,-1,0,-1,-1,1,1,1,0,0,-1,1,-1,0,0,1,1
Sandro Matos,PR,RJ,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,1,0,-1,-1,-1,1,1,-1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonha Magalhães,PR,BA,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-1,0,-1,1,1,-1,1,1,0,0,0,1,-1,0,0,1,-1,0,-1,1,0,-1,1,1,0,1,-1,1,-1,-1,0,0,-1,-1,-1,0,1,-1,1,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,1,1,1,0,-1,1,0,1,0,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,0,0,1,0,0,1,0,1,-1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1
Miguel Martini,PHS,MG,0,0,0,0,0,-1,1,-1,1,1,-1,-1,0,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,1,0,-1,-1,1,1,1,0,0,0,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,0,0,0,0,1,1,1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,-1,1,0,-1,-1,-1,0,1,1,1,-1,1,0,1,-1,0,1,1,1
Leonardo Quintão,PMDB,MG,-1,1,-1,0,0,-1,1,0,0,0,0,-1,0,1,0,1,0,-1,1,1,0,1,-1,-1,-1,-1,0,1,0,0,0,0,0,-1,1,0,0,-1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,0,1,-1,-1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,1,0,1,1,0,0,-1,0,0,0,0,0,0,-1,1,-1,1,-1,0,0,1,0
Paulo Piau,PMDB,MG,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,0,-1,1,0,0,-1,0,0,1,-1,0,1,1,0,-1,1,-1,0,0,1,1,0,-1,-1,0,0,0,1,0,0,-1,1,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,1,1,0,1,-1,-1,-1,0,-1,1,0,0,-1,0,1,1,0,-1,1,0,0,0,1,0,1,1,0,1,-1,-1,-1,1,1,1,1,0,-1,0,0,-1,1,1,0,0,1,1,-1,0,1,1,-1,1,1,-1,-1,0,-1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,-1,0,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,1,0,-1
Ratinho Junior,PSC,PR,-1,1,-1,1,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,0,0,0,-1,1,-1,-1,0,-1,1,1,-1,0,0,1,0,0,0,-1,0,0,0,0,1,1,1,-1,-1,1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,1,0,1,-1,-1,1,-1,0,-1,-1,1,1,-1,1,0,0,-1,-1,0,1,0,-1,-1,0,1,1,0,-1,1,1,0,0,0,0,1,1,1,0,-1,-1,0,1,1,0,0,0,0,1,0,-1,1,-1,0,1,1,1,-1,0,1,0,-1,1,1,-1,-1,0,0,0,0,1,1,1,0,0,1,-1,1,1,1,0,0,0,-1,1,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,1,1
Suely,PR,RJ,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,-1,0,0,0,1,-1,1,-1,0,0,1,0,0,1,0,0,-1,1,1,0,1,-1,1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,1,0,1,1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,0,0
Wellington Fagundes,PR,MT,-1,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,1,1,-1,1,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,-1,0,-1,0,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,1,0,0,0,-1,0,0,0,1,0,-1,0,0,0,1,-1,1,0,1,-1,-1,1,1,1,0,1,1,-1,-1,0,1,1,1,1,0,-1,1,1,-1,1,0,1,1,1,1,-1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,-1,1,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,1,-1,0,0,1,1
Átila Lira,PSB,PI,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,0,1,1,-1,1,0,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,0,1,1,1,-1,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,-1,-1,1,-1,0,1,1,1,0,0,1,1,-1,1,1,-1,-1,0,-1,1,0,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,-1
Angela Portela,PT,RR,-1,1,-1,0,1,-1,1,-1,1,1,0,-1,-1,1,1,1,0,0,0,1,-1,1,-1,-1,-1,0,1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,-1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,0,0,-1,1,0,0,-1,0,0,1,0,1,1,0,-1,-1,0,0,1,1,-1,-1,1,0,-1,1,-1,0,1,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,1,0,1,0,0,0,1,1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,1,-1,1,-1,0,1,0,1
Augusto Farias,PTB,AL,0,0,0,0,0,-1,0,0,0,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,0,0,0,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,0,-1,1,0,-1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,0,1,-1
Solange Almeida,PMDB,RJ,-1,0,0,0,0,0,1,-1,0,1,0,-1,-1,1,1,1,0,0,1,0,0,1,0,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,0,-1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,-1,0,0,1,0,0,1,-1,-1,-1,1,1,1,1,0,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,0,-1,0,-1,-1,1,1,1,0,0,0,0,0,-1,1,0,1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,1,-1
Marcelo Teixeira,PR,CE,-1,1,0,0,0,-1,1,0,1,1,0,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,-1,-1,0,0,1,-1,1,0,1,1,-1,1,0,0,0,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,-1,-1,0,0,0,-1,0,-1,0,-1,1,-1,-1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,1,1,0,1,1,1,-1,0,1,1,1,1,0,1,0,-1,-1,1,1,1,1,0,0,1,0,-1,1,-1,0,1,0,1,0,0,0,1,1,1,1,-1,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,1,1,1,-1,1,-1,1,-1,0,0,0,1
Airton Roveda,PR,PR,0,0,0,0,0,-1,1,0,1,1,0,-1,-1,1,1,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,-1,0,0,0,1,0,0,0,0,-1,1,1,0,1,-1,0,-1,1,-1,0,1,-1,1,-1,0,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,1,1,0,0,1,0,1,0,-1,1,0,1,1,1,1,-1,-1,-1,0,1,1,1,-1,0,1,0,0,1,-1,0,1,1,1,0,0,1,1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,0,-1,-1,-1,1,1,1,0,1,-1,1,-1,0,1,1,1
Cristiano Matheus,PMDB,AL,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,0,1,1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,1,1,-1,0,1,1,0,-1,1,-1,0,0,0,0,1,1,1,-1,-1,1,1,0,1,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,1,1,0,-1,1,1,-1,-1,0,0,1,0,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,0,1,1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,1,0,0,1,1,1,0,0,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,0,1,-1,0,1,1,1
Edigar Mão Branca,PV,BA,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,0,-1,0,-1,1,1,1,-1,0,-1,-1,1,1,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,1,-1,0,-1,0,1,-1,-1,-1,1,-1,1,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,-1,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,1,0,-1,-1,1,1,1,1,-1,-1,1,1,0,1,-1,0,1,1,0,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,0,0,1,1,1,0,1,-1,1,1,1,0,0,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,0,1,1,0
Acélio Casagrande,PMDB,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
