nome,partido,uf,PDC 337/1996,PEC 198/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 25/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 367/1996,PEC 41/1991,PEC 41/1991,PEC 41/1991,PL 102/1995,PL 102/1995,PL 1059/1995,PL 1125/1995,PL 1151/1995,PL 1229/1995,PL 1258/1988,PL 1275/1995,PL 1275/1995,PL 1287/1995,PL 1287/1995,PL 1325/1995,PL 1409/1996,PL 1487/1996,PL 1487/1996,PL 1536/1996,PL 1564/1996,PL 1612/1996,PL 1669/1996,PL 1669/1996,PL 1669/1996,PL 1724/1996,PL 1724/1996,PL 1801/1996,PL 1801/1996,PL 1838/1996,PL 1838/1996,PL 189/1983,PL 1935/1996,PL 1935/1996,PL 200/1995,PL 200/1995,PL 201/1995,PL 2085/1996,PL 2284/1996,PL 2317/1996,PL 2317/1996,PL 2448/1996,PL 2448/1996,PL 2504/1996,PL 2801/1992,PL 4018/1993,PL 4018/1993,PL 4716/1994,PL 490/1995,PL 738/1995,PL 7865/1986,PL 824/1991,PL 824/1991,PL 824/1991,PL 846/1995,PL 899/1995,PL 914/1995,PRC 60/1995,PRC 60/1995,PRC 60/1995
Chico Vigilante,PT,DF,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,-1,-1,1,0,-1,1,-1,-1,-1,1,0,0,-1,-1,-1,1,1,-1,1,0,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,0,0,0,1,1,1,1,1,1,1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Maria Laura,PT,DF,1,0,1,-1,0,0,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,1,-1,-1,1,-1,0,-1,-1
Saulo Queiroz,PFL,MS,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1
Gilney Viana,PT,MT,1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,0,-1,1,-1,0,-1,-1
Josias Gonzaga,PMDB,GO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lidia Quinan,PMDB,GO,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,0,1,-1,1,0,1,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,-1,1,-1,1,1,1,0,1,0,1,1,1,0,1,-1,1,-1,1,1,1,-1,0,1,-1,0,1,-1,-1,-1,-1,0,-1,1,0,1,1
Orcino Gonçalves,PMDB,GO,0,-1,0,1,-1,0,0,0,-1,1,-1,0,0,1,1,-1,1,1,-1,1,1,1,0,-1,0,-1,1,1,-1,1,1,-1,1,0,1,1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,0,-1,0,0,0,1,-1,0,1,1,1,1,1,0,1,1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,0,1,0,1,-1,1,0,1,0,-1,0,1,-1,1,0,-1,1,1,0,0,0,0,0,1,-1,1,1,1
Pedro Canedo,PL,GO,0,0,-1,1,-1,1,0,-1,0,1,-1,-1,-1,1,1,-1,0,1,1,1,0,0,-1,0,0,1,-1,-1,1,1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,0,0,1,0,0,0,1,-1,1,1,1,0,0,-1,1,-1,1,0,-1,1,-1,1,0,-1,1,1,-1,0,0,0,1
Rubens Cosac,PMDB,GO,0,1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,0,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,-1,-1,0,0,0,-1,-1,1,0,-1,1,1,1
Zé Gomes da Rocha,PSD,GO,-1,1,-1,0,-1,-1,1,-1,-1,1,0,0,0,1,0,1,1,0,-1,1,0,1,0,-1,0,1,1,1,-1,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,0,0,0,-1,0,0,1,-1,-1,1,1,0,0,0,1,0
Flávio Derzi,PPB,MS,1,0,-1,1,0,-1,1,0,0,1,0,0,0,1,1,0,0,1,-1,1,1,1,0,-1,0,1,1,1,-1,1,0,0,1,-1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,-1,1,0,1,0,0,0,0,-1,1,0,-1,1,0,-1,1,0,1,1
Adylson Motta,PPB,RS,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,0,1,1,1,1,-1,-1,0,1,1,1,0,0,1,1,1,-1,1,1,-1,-1,1,-1,1,1,0,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1
Ricardo Gomyde,PCdoB,PR,0,-1,0,0,0,0,0,0,-1,1,-1,1,0,1,0,1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,0,1,1,0,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,1,1,1,1,0,-1,0,1,-1,-1,0,-1,-1,0,0,0,-1,1,-1,0,0,-1,1,-1,0,1,-1,-1,1,0,-1,1,0,0,1,0,1,1,1,-1,-1,0,0,-1,1,0,0,0,-1,-1,1,0,1,1,-1,-1,0,0,0,-1,-1
Antonio Ueno,PFL,PR,0,0,0,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,0,1,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,-1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,-1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
José Borba,PTB,PR,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,0,1,-1,-1,0,1,1,0,1,1,0,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,-1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-1,1,1,1,1,-1,0,-1,0,0,1,-1,1,1,1,1
Nedson Micheleti,PT,PR,0,0,1,-1,1,1,1,1,0,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,1,1,1,0,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,1,-1,0,0,-1,0,1,-1,0,-1,-1,0,1,0,0,0,-1,-1,1,-1,0,-1,-1
Paulo Ritzel,PMDB,RS,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,1,1,-1,1,-1,-1,1,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,0,1,-1,1,1,1,1,1,1,1,0,0,-1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,0,-1,0,0,1,-1,0,-1,0,1,0,0,1,0,-1,-1,0,1,-1,0,1,1,0
Mário Cavallazzi,PPB,SC,0,-1,0,1,0,1,1,-1,-1,1,-1,0,-1,1,1,1,1,1,0,0,1,1,-1,0,1,1,1,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,0,1,1,1,0,1,0,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,0,1,1,-1,-1,1,1,1
Milton Mendes,PT,SC,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,-1
Neuto de Conto,PMDB,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarbas Lima,PPB,RS,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1
Matheus Schmidt,PDT,RS,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,0,0,-1
Odacir Klein,PMDB,RS,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,-1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Osvaldo Biolchi,PTB,RS,1,1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,0,1,-1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,0,1,1,0,0,1,1,1,-1,1,1,1,0,1,0,-1,-1,0,1,0,1,-1,0,-1,-1,-1,0,1,0,0,1,1
Ezidio Pinheiro,PSDB,RS,1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,0,1,0,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,0,-1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,-1,0,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,1,-1,0,1,1,1,1,1,0,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,0,-1,-1,-1,1,0,-1,-1,-1
Edson Silva,PSDB,CE,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,-1,1,1,0,0,1,1,0,0,0,0,0,1,1,-1,0,-1,1,-1,1,-1,1,1,-1,-1,0,1,0,-1,0,1,0,0,0,1,1
Osmir Lima,PFL,AC,0,0,1,1,-1,0,0,0,-1,1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,0,0,1,-1,1,-1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,-1
Haroldo Sabóia,PT,MA,1,-1,1,-1,1,1,1,1,0,-1,0,0,1,-1,-1,0,0,0,0,0,-1,-1,1,1,-1,0,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,-1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,0,1,0,0,0,1,0,-1,0,-1,-1,1,0,0,-1,-1,-1,1,0,0,0,-1,-1,0,0,0,-1,-1
Djalma de Almeida Cesar,PMDB,PR,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,-1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0
Osmar Leitão,PPB,RJ,0,-1,0,0,0,0,0,0,0,-1,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,-1,0,-1,1,1,1,1,1,0,0,0,0,1,1,-1,-1,0,1,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1
Ari Magalhães,PPB,PI,0,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,0,1,1,-1,0,1,1,1,0,0,0,1,-1,0,0,0,0,1,1,1,1,-1,0,0,0,0,1,0,1,-1,0,1,1,0,0,0,0,0,0,0,1,-1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,-1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,-1,-1,0,1,1
Felipe Mendes,PPB,PI,-1,0,-1,1,-1,-1,1,0,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0,-1,1,0,1,1,1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,-1,1,0,1,1,1,0,1,0,1,-1,1,1,-1,1,-1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1
Augusto Viveiros,PFL,RN,0,0,-1,1,-1,1,1,1,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,1,-1,0,1,1,0,1,1,1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1
Magno Bacelar,PFL,MA,-1,1,-1,1,-1,-1,0,-1,-1,1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,-1,1,1,1,-1,1,0,0,0,0,0,-1,-1,1,1,0,0,1,1,1
Carlos Airton,PPB,AC,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,-1,1,0,0,0,-1,-1,0,0,1,-1,0,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,0,0,-1,-1,0,-1,1,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,1,1,0,0,0,0,1,0,-1,0,0,1,-1,-1,0,0,0
Osvaldo Reis,PPB,TO,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,-1,-1,1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,0
Olávio Rocha,PSDB,PA,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,0,0,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,1,-1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,-1,1,-1,1,1,1,-1,0,1,-1,1,-1,0,-1,-1,1,1,-1,1,1,1,1
João Thomé,PMDB,AM,-1,-1,1,1,1,1,1,1,-1,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1,-1,0,-1,0,1,-1,0,1,0,-1,1,0,1,-1,1,0,0,0,-1,-1,1,1,0,1,0,0,-1,-1,0,0,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,1,0,0,0,-1,1,1,-1,0,0,0
Emerson Olavo Pires,PSDB,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
Luis Barbosa,PPB,RR,-1,0,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,0,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,0,-1,1,1,-1,-1,1,1,1
Murilo Pinheiro,PFL,AP,-1,1,-1,1,-1,0,0,0,-1,1,-1,0,-1,1,0,-1,1,0,-1,1,1,1,0,0,0,1,1,0,-1,1,1,-1,1,-1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,-1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,-1,0,1,-1,0,-1,1,-1,-1,1,1,0,-1,1,1,1
Raquel Capiberibe,PSB,AP,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,0,0,-1,1,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,1,0,1,-1,0,-1,0,-1,0,0,-1,0,1,-1,0,0,-1,-1,1,0,0,-1,-1
Antônio Brasil,PMDB,PA,0,0,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,0,0,0,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,0,0,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1
Benedito Guimarães,PPB,PA,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,0,-1,0,0,1,1,0,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,0,0,1,1,1,0,1,0,-1,0,0,0,1,-1,0,0,0,-1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,1,-1,0,-1,0,1,1,0,0,0,0,0
Mário Negromonte,PSDB,BA,-1,-1,-1,1,0,-1,1,0,-1,1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,0,0,-1,1,-1,1,1,0,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,-1,1,1,-1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,-1,0,0,1,1,0,-1,-1,0,-1,-1,-1,0,1,1,1,0,1
José Egydio,PL,RJ,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,-1,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,-1,1,0,1,0,0,0,0,1,1,0,-1,1,0,0,0,0,1,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0
