nome,partido,uf,PDC 337/1996,PEC 198/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 25/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 367/1996,PEC 41/1991,PEC 41/1991,PEC 41/1991,PL 102/1995,PL 102/1995,PL 1059/1995,PL 1125/1995,PL 1151/1995,PL 1229/1995,PL 1258/1988,PL 1275/1995,PL 1275/1995,PL 1287/1995,PL 1287/1995,PL 1325/1995,PL 1409/1996,PL 1487/1996,PL 1487/1996,PL 1536/1996,PL 1564/1996,PL 1612/1996,PL 1669/1996,PL 1669/1996,PL 1669/1996,PL 1724/1996,PL 1724/1996,PL 1801/1996,PL 1801/1996,PL 1838/1996,PL 1838/1996,PL 189/1983,PL 1935/1996,PL 1935/1996,PL 200/1995,PL 200/1995,PL 201/1995,PL 2085/1996,PL 2284/1996,PL 2317/1996,PL 2317/1996,PL 2448/1996,PL 2448/1996,PL 2504/1996,PL 2801/1992,PL 4018/1993,PL 4018/1993,PL 4716/1994,PL 490/1995,PL 738/1995,PL 7865/1986,PL 824/1991,PL 824/1991,PL 824/1991,PL 846/1995,PL 899/1995,PL 914/1995,PRC 60/1995,PRC 60/1995,PRC 60/1995
Fernando Ferro,PT,PE,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,-1
Gonzaga Patriota,PSB,PE,1,-1,0,0,0,1,1,0,-1,1,0,0,0,1,-1,1,-1,0,1,-1,-1,-1,1,0,0,0,-1,0,1,1,1,1,0,0,-1,1,1,1,0,-1,0,-1,-1,-1,1,0,1,-1,-1,-1,0,0,0,0,0,1,1,0,1,0,0,1,-1,-1,1,-1,1,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,-1,-1,0,-1,0,1,-1,1,1,-1,-1,1,-1,0,-1,-1
Nelson Meurer,PPB,PR,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,1,1,1,1
Hermes Parcianello,PMDB,PR,0,1,-1,1,0,0,0,0,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,0,1,0,1,-1,1,0,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,-1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,-1,1,1,0,0,0,0,0,-1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,-1,0,1,0,0,1,0,0,0,-1,-1,1,-1,0,1,0
Francisco Dornelles,PPB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0
Roberto Jefferson,PTB,RJ,-1,1,0,0,0,0,0,-1,0,1,-1,-1,0,1,0,0,1,1,-1,1,1,1,-1,0,0,1,1,0,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,0,-1,1,-1,1,1,1,1,-1,-1,0,1,0,0,1,1,0,1,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,-1,0,1,0,1,0,1,-1,0,1,0,-1,-1,1,0,1
Alexandre Santos,PSDB,RJ,-1,-1,0,1,0,-1,-1,-1,0,1,0,-1,-1,1,1,-1,1,1,0,1,1,1,-1,0,0,0,0,0,-1,1,1,-1,1,-1,0,1,-1,-1,1,1,0,1,1,0,0,0,1,0,1,1,1,-1,1,-1,-1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,-1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,0,-1,1,1,-1,-1,-1,1,-1,-1,1,1,0,1,1,1,1
Adão Pretto,PT,RS,1,-1,1,-1,1,1,1,1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,1,1,1,-1,1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,1,0,1,1,-1,-1,1,-1,0,-1,-1
Telma de Souza,PT,SP,0,0,1,-1,1,1,1,1,0,-1,0,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,1,0,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,0,0,1,0,-1,1,0,0,-1,0,0,0,-1,0,0,-1,0,1,-1,0,0,-1,-1,1,-1,0,-1,-1
Luciano Zica,PT,SP,0,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,0,0,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
Vicente Cascione,PTB,SP,1,-1,0,0,0,0,0,0,-1,1,-1,0,-1,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,0,1,0,-1,-1,-1,0,0,1,1,-1,0,-1,0,1,1
Zulaiê Cobra,PSDB,SP,0,0,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,1,1,-1,1,-1,0,-1,-1,0,1,1,1,-1,1,0,0,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,0,0,1,1,1,-1,0,-1,0,0,1,-1,1,0,0,1,-1,0,0,0,-1,0,1,0,1,1,1,1,1
Barbosa Neto,PMDB,GO,0,0,-1,1,0,-1,1,0,-1,1,-1,0,-1,1,1,0,0,0,-1,1,1,1,-1,0,0,1,1,0,-1,1,0,-1,0,0,0,0,-1,-1,1,1,0,1,0,1,0,1,0,1,1,1,0,-1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,-1,1,1,1,0,-1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-1,-1,-1,1,0,-1,-1,0,0,-1,0,0,0
Pedro Novais,PMDB,MA,1,-1,-1,1,0,1,1,0,0,0,-1,0,1,0,0,1,1,0,0,1,-1,1,1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,1,-1,1,-1,1,0,1,1,0,1,0,1,1,1,1,0,-1,-1,0,1,0,0,-1,1,1,-1,0,0,1,1,0,1,-1,0,0,1,1,0,1,0,-1,1,0,-1,-1,1,-1,1,0,0,-1,0,1,0,1,-1,-1,0,-1,1,1,1
César Bandeira,PFL,MA,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,-1,0,1,1,1,0,0,1,-1,0,-1,1,-1,-1,1,1,-1,-1,0,0,0
Eliseu Resende,PFL,MG,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,-1,1,1,1,-1,1,1,-1,1,-1,1,0,-1,0,1,1,-1,1,1,1
Nelson Trad,PTB,MS,0,0,-1,1,-1,0,1,0,-1,1,-1,-1,-1,1,1,0,0,0,-1,1,1,1,-1,-1,0,1,1,1,-1,1,0,-1,0,-1,1,1,-1,-1,0,1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,-1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1,-1,1,0,0,0,0,0,0
Adauto Pereira,PFL,PB,-1,1,-1,1,-1,0,0,-1,0,1,-1,-1,0,1,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,0,-1,1,0,-1,-1,0,1,0,1,1,1,-1,1,0,1,1,1,0,0,-1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,-1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,-1,1,0,1,-1,0,0,1,1,-1,0,1,1
Dilceu Sperafico,PPB,PR,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,0,1,1
Laura Carneiro,PFL,RJ,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,1,1,-1,-1,0,1,1,1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,-1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,-1,0,0,0,-1,0,1,-1,0,0,-1,0,0,0,0,1,-1,1,1,1
Delfim Netto,PPB,SP,0,0,-1,1,0,0,0,0,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0,0,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,0,0,0,-1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,-1,1,1,1,0,-1,1,1,0,1,0,0,-1,0,0,1,1,-1,1,0,-1,0,-1,1,0,1,0,0,1,1,-1,0,-1,-1,1,0,-1,-1,-1,1,1
Nelson Marquezelli,PTB,SP,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,0,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,-1,0,1,1,1,0,0,-1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,-1,1,1,1,1,-1,0,-1,-1,1,0,-1,-1,1,0,1
Carlos Melles,PFL,MG,-1,1,-1,1,0,0,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,-1,1,1,0,1,-1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,-1,1,1,0,-1,0,1,0,0,0,1,-1,1,1,0,0,1,1,1,1
Ney Lopes,PFL,RN,0,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,-1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1
Osvaldo Coelho,PFL,PE,-1,1,-1,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,1,0,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,0,0,1,-1,-1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,-1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,-1,1,0,0,0,1,1,-1,1,0,1,-1,-1,0,0,1,1,0,0,0
José Mendonça Bezerra,PFL,PE,0,-1,0,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,0,-1,-1,1,1,0,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,-1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,-1,0,1,-1,1,-1,1,0,-1,1,1,-1,0,1,1,1
Enio Bacci,PDT,RS,1,0,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,1,1,1,1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,0,1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,0,1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,1,0,-1,-1,1,-1,0,-1,-1
Antonio Feijão,PSDB,AP,-1,1,-1,1,0,0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,-1,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,-1,1,-1,-1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,-1,1,-1,1,1,0,1,-1,1,-1,-1,1,1,1,-1,1,1,1
Sérgio Barcellos,PFL,AP,0,1,0,0,0,0,0,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,1
Gerson Peres,PPB,PA,0,0,-1,1,-1,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,0,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,-1,1,1,1,0,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,-1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,-1,1,-1,0,1,1,0,-1,0,-1,0,1,1,1,-1,1,1,1
Giovanni Queiroz,PDT,PA,1,1,1,-1,0,0,1,1,-1,1,-1,1,1,0,-1,1,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,0,1,1,1,-1,1,0,1,0,-1,1,1,1,1,0,-1,0,-1,0,0,1,1,-1,0,-1,0,1,0,-1,0,0,-1,-1,0,0,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,0,-1,-1,1,1,-1,1,1,-1,-1,1,-1,0,-1,-1
Átila Lins,PFL,AM,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,0,0,0,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,-1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,-1,1,1,1,0,0,1,0,1,0,1,-1,-1,1,0,-1,0,0,0,0
Eurípedes Miranda,PDT,RO,1,1,1,1,-1,0,1,1,-1,1,-1,0,0,1,-1,0,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,1,0,1,-1,1,0,1,1,1,-1,0,1,0,-1,1,1,0,-1,-1,-1,1,-1,1,1,1,-1,0,0,0,1,-1,-1,0,-1,-1,-1,0,0,1,1,1,-1,1,-1,1,-1,0,1,1,1,0,0,0,-1,1,0,0,1,-1,-1,-1,-1,0,-1,-1
Freire Júnior,PMDB,TO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,-1,1,1,-1,-1,0,1,0,1,1,1,-1,0,1,0,0,1,1,1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,1,0,-1,0,0,-1,0,0,0,0,0
Mauro Fecury,PFL,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,-1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1,0,1,-1,0,0,0,0
Roberto Rocha,PSDB,MA,-1,0,-1,0,0,0,1,1,-1,1,-1,-1,-1,1,0,0,1,1,-1,1,1,1,-1,0,0,1,1,1,0,0,1,-1,0,-1,1,1,0,-1,0,1,0,1,1,0,0,0,1,1,1,1,1,-1,1,0,0,0,1,1,1,1,0,0,0,-1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,-1,-1,1,0,-1,0,0,0,0
Pinheiro Landim,PMDB,CE,-1,1,-1,1,-1,-1,0,-1,0,1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,0,0,0,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,0,1,0,1,1,1,1,-1,0,-1,-1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,-1,0,0,0,0,-1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,-1,1,1,0,1,1,0,0,0,-1,0,1,1,0,1,1
B. Sá,PSDB,PI,-1,0,-1,1,-1,0,0,0,-1,1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,0,1,-1,1,1,-1,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,-1,0,0,0,1,-1,-1,0,1,-1,-1,1,1,1,1,1,1,1
Heráclito Fortes,PFL,PI,0,0,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,0,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,-1,0,1,1,1,-1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,-1,1,1,0,1,-1,1,-1,-1,0,1,-1,1,1,1,1
João Henrique,PMDB,PI,-1,1,-1,1,0,0,0,0,-1,1,-1,0,0,1,1,0,0,1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,0,0,-1,0,-1,-1,0,-1,0,0,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,0,0,1,0,0,1,1,1,0,-1,1,0,1,1,0,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1
Laíre Rosado,PMDB,RN,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,0,0,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,-1,0,0,0,-1,1,1,1
Efraim Morais,PFL,PB,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,-1,1,0,1,-1,-1,0,0,0,-1,1,1,1
Augusto Farias,PPB,AL,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,-1,-1,0,-1,-1,-1,1,0,0,1,-1,-1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,-1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,1,1,-1,1,-1,0,0,0,0
Eujácio Simões,PL,BA,0,-1,-1,1,-1,-1,1,-1,0,1,-1,0,0,1,1,-1,1,1,-1,1,0,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,-1,1,1,1,1,-1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,-1,1,1,-1,0,0,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,1
Haroldo Lima,PCdoB,BA,1,0,1,-1,0,0,0,0,-1,1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,1,1,-1,-1,0,-1,1,1,1,1,1,0,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,-1,0,1,-1,-1,1,1,0,1,-1,1,-1,0,-1,0,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,-1
Jaques Wagner,PT,BA,0,-1,0,-1,1,0,0,1,0,-1,-1,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,0,1,0,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,-1,1,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,0,1,1,-1,0,1,-1,0,-1,-1
