nome,partido,uf,MPV 549/2011,MPV 550/2011,MPV 551/2011,MPV 551/2011,MPV 554/2011,MPV 558/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 566/2012,MPV 566/2012,MPV 566/2012,MPV 567/2012,MPV 567/2012,MPV 567/2012,MPV 570/2012,MPV 571/2012,MPV 571/2012,MPV 571/2012,MPV 574/2012,MPV 574/2012,MPV 574/2012,MPV 575/2012,MPV 576/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,PDC 514/2011,PEC 153/2003,PEC 153/2003,PEC 270/2008,PEC 416/2005,PEC 416/2005,PEC 438/2001,PEC 445/2009,PEC 471/2005,PEC 478/2010,PEC 478/2010,PL 1876/1999,PL 1876/1999,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 2330/2011,PL 2330/2011,PL 2330/2011,PL 2565/2011,PL 2565/2011,PL 2565/2011,PL 2793/2011,PL 301/2007,PL 3839/2012,PL 5279/2009,PL 5403/2001,PL 643/2011,PL 865/2011,PLP 114/2011,PLP 230/2004,PLP 362/2006,PLP 579/2010,REQ 1134/2011,REQ 2130/2011,REQ 4504/2012,REQ 4636/2012,REQ 4636/2012,REQ 6062/2012,REQ 6135/2012,REQ 6460/2012,REQ 6461/2012,PEC 471/2005
Newton Cardoso,PMDB,MG,-1,0,1,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-1,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Bernardo Santana de Vasconcellos,PR,MG,0,1,0,-1,1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,1,0,0,-1,0,-1,0,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-1,1,-1,1,1,1,1
José Humberto,PHS,MG,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,0,-1,1,0,-1,0,-1,0,0,1,0,1,-1,0,0,1,1,1,1,1,0,-1,1,1,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,0,0,-1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1
Carlaile Pedrosa,PSDB,MG,-1,1,-1,1,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,-1,0,1,0,0,-1,0,0,0,0,1,1,1,1,1,-1,0,1,0,0,-1,0,1,1,1,1,-1,1,0,0,1,-1,0,0,0,-1
Marcus Pestana,PSDB,MG,0,1,-1,1,1,-1,0,0,1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,0,1,0,1,1,-1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,-1,0,-1,-1,0,1,1,1,-1,0,1,1,0,0,1,1,-1,-1
Domingos Sávio,PSDB,MG,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,1,0,0,1,-1,1,1,1,1,1,1,0,1,0,1,-1,-1,1,0,0,0,0,1,1,1,1,1,-1,0,1,0,0,0,-1,1,1,1,0,0,0,0,1,1,-1,1,1,0,1
Eduardo Azeredo,PSDB,MG,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,-1,1,0,1,0,1,1,1,-1,1,1,1,0,0,1,1,-1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,-1,0,0,0,0,0,-1,0,1,0,1,-1,1,1,1,1,-1,1,1,1,-1
Mandetta,DEM,MS,-1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,-1,0,1,0,1
Reinaldo Azambuja,PSDB,MS,-1,1,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,0,1,-1,0,1,0,0,0,-1,1,1,1,0,-1,0,1,0,0,-1,0,1,-1,1
Júlio Campos,DEM,MT,0,0,1,1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,-1,0,-1,-1,0,1,0,-1,-1,1,1,1,0,-1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,-1,0,0,0,1
Cláudio Puty,PT,PA,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,0,-1,0,1,1,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,0,0,1,1,1,0,1,1,0,0,0,1,-1,1,1,1,-1
Miriquinho Batista,PT,PA,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,0,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,-1
Arnaldo Jordy,PPS,PA,-1,-1,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,1,0,-1,1,1,1,0,0,1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,1,1,0,0,1,0,-1,0,1,-1,1,1,0,-1,-1,-1,-1,0,1,-1,0,0,0,1
Nilda Gondim,PMDB,PB,0,0,0,0,-1,1,0,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,-1,0,0,-1,-1,1,0,0,0,1,0,1,0,1,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1,1,1,1,0,0,1,1,0,0,0,1,-1,1,1,1,1
Wilson Filho,PMDB,PB,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
Ruy Carneiro,PSDB,PB,0,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Roberto Teixeira,PP,PE,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,1,0,-1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,-1,-1,1,0,0,-1,-1,-1,-1,-1,0,1,0,0,1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
João Paulo Lima,PT,PE,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,-1
Jorge Corte Real,PTB,PE,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,0,1,0,0,0,1,0,0,1,1,-1,1,1,0,0,-1,0,1,1,1
Anderson Ferreira,PR,PE,0,1,0,0,1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,-1,-1,-1,0,-1,-1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Mendonça Filho,DEM,PE,0,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,0,-1,0,1,0,0,1,1,1,1,1,0,-1,-1,0,0,0,0,1,1,1,1,-1,1,0,0,0,-1,0,0,0,1
Augusto Coutinho,DEM,PE,-1,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,0,1,1,0,-1,-1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,1,1
Pastor Eurico,PSB,PE,-1,0,-1,-1,1,1,-1,1,1,0,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,0,-1,1,-1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,-1,0,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,1,-1,1,0,1,0,1,1,1,1,1,1
Luciana Santos,PCdoB,PE,0,1,0,0,-1,0,0,-1,-1,1,0,-1,-1,-1,0,-1,1,-1,0,0,0,-1,0,1,-1,-1,0,1,1,-1,1,0,0,0,-1,-1,0,0,0,1,1,1,1,0,0,1,1,-1,1,1,-1,-1,-1,0,0,0,-1,1,1,-1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
Iracema Portella,PP,PI,-1,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,-1,0,0,1,1,1,1
Assis Carvalho,PT,PI,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,1,1,1,0,0,-1,0,-1,-1,-1,1,1,-1,1,0,-1,-1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,-1
Jesus Rodrigues,PT,PI,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1
Marllos Sampaio,PMDB,PI,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,0,0,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,0,0,0,0,1,1,-1,-1,1,1,1,1,1,0,1,0,1,0,0,-1,1,1,1,1
Carlos Magno,PP,RO,-1,1,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,-1,1,-1,0,-1,-1,-1,-1,1,0,-1,1,0,0,0,0,-1,1,0,0,-1,0,0,1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,0,-1,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0
Padre Ton,PT,RO,-1,-1,-1,-1,-1,0,-1,0,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,-1,0,0,-1,-1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,-1,-1,0,0,0,-1,1,1,0,1,0,-1,-1,0,1,1,1,0,0,1,0,1,0,1,-1,1,1,1,0
Jhonatan de Jesus,PRB,RR,-1,-1,0,0,1,1,-1,0,0,0,-1,0,-1,-1,0,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,-1,-1,-1,1,0,1,1,1,0,1,1,-1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0
Teresa Surita,PMDB,RR,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,1,1,1,0,1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Paulo Cesar Quartiero,DEM,RR,1,1,1,1,0,1,0,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,1,0,0,0,1,1,1,1,1,0,-1,1,1,1,1,-1,-1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,-1,0,1,0,1,-1,-1,1,1,1
Berinho Bantim,PSDB,RR,-1,1,-1,1,1,0,0,0,0,-1,1,0,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,-1,1,-1,0,0,-1,-1,1,1,1,1,0,1,1,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1
Giovani Cherini,PDT,RS,-1,-1,0,0,1,1,0,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,0,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,0,0,0,0,-1,-1,1,0,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Dudimar Paxiuba,PSDB,PA,-1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,-1,-1,-1,1,0,1,1,1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,0,0,0,1,1,1,1,1,-1,0,1,0,0,0,0,1,1,1,1,-1,1,1,1,0,-1,1,0,0,-1
Eliane Rolim,PT,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronaldo Nogueira,PTB,RS,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,0,1,1,1,-1,1,1,-1,0,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,0,1
Bohn Gass,PT,RS,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,0,1,1,-1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,-1
Marcon,PT,RS,0,0,0,0,-1,0,0,-1,-1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,-1,1,1,1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,-1
Alceu Moreira,PMDB,RS,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,-1,1,1,0,0,0,-1,-1,1,1,1,1,1,1,-1,1,1,0,0,-1,-1,1,0,-1,-1,0,0,-1,-1,1,1,0,1,1,-1,0,1,1,0,1,1,1,1,1,1,-1,1,0,0,0,0,1
Alexandre Roso,PSB,RS,-1,1,-1,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,1,-1,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,1,1,0,-1,1,1,1,-1
Jose Stédile,PSB,RS,0,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,0,0,-1,0,-1,-1,1,1,-1,1,0,-1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
Assis Melo,PCdoB,RS,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,1,1,1,0,1,1,1,1,1,0,-1,1,1,-1,-1,-1,0,0,0,-1,1,1,0,1,1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
Esperidião Amin,PP,SC,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,0,1
Ronaldo Benedet,PMDB,SC,0,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,0,1,1,-1,0,1,1,1,1,0,1,0,1,1,0,1,-1,1,1,1,1
Rogério Peninha Mendonça,PMDB,SC,-1,-1,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,0,0,0,1,-1,-1,-1,0,0,1,1,-1,1,-1,-1,-1,1,0,1,1,1,1,1,0,0,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,0,1,1,1,1,1,0,1,0,-1,1,1,1,1,1,0
Jorginho Mello,PSDB,SC,-1,1,0,0,1,-1,0,0,-1,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,0,1,1,0,-1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,-1,-1,1,1,0,0,0,1,1,1,1,1,-1,-1,1,-1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
Marco Tebaldi,PSDB,SC,-1,1,-1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,1,-1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,-1,-1,0,0,0,0,0,1,1,1,1,1,0,-1,1,0,0,-1,0,1,1,1,1,0,1,0,0,1,-1,0,0,0,0
Heleno Silva,PRB,SE,1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,-1
Márcio Macêdo,PT,SE,-1,0,0,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,-1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Andre Moura,PSC,SE,0,-1,1,0,1,1,-1,0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,0,-1,-1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
Laercio Oliveira,PR,SE,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-1,1,0,0,-1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
Otoniel Lima,PRB,SP,0,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,0,1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Missionário José Olimpio,PP,SP,0,-1,-1,-1,0,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,1,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,0,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,1,1,0
Salvador Zimbaldi,PDT,SP,-1,0,-1,-1,0,1,-1,-1,-1,1,0,0,-1,-1,0,-1,1,-1,-1,0,0,0,-1,-1,0,-1,-1,1,0,-1,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,1,0,1,0,-1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1
Newton Lima,PT,SP,0,-1,-1,0,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,0,0,1,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,-1
José De Filippi,PT,SP,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,1,0,0,0,-1,0,0,0,0,-1,1,1,1,1,1,1,0,-1,0,0,1,1,1,-1,0,-1,-1,-1,-1,-1,0,1,-1,1,0,-1,-1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,-1
Edinho Araújo,PMDB,SP,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,1,-1,1,0,-1,-1,1,1,1,1,0,1,0,1,1,-1,1,-1,1,1,1,1
Pr. Marco Feliciano,PSC,SP,0,-1,0,0,1,1,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,0,1,0,0,1,1,1,0,1,1,1,0,-1,-1,1,-1,0,-1,0,1,1,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
Tiririca,PR,SP,-1,1,1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1
Roberto Freire,PPS,SP,-1,-1,-1,0,1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,1,-1,1,-1,0,1,0,0,1,-1,1,1,1,0,1,1,1,-1,1,1,1,0,-1,0,-1,1,0,1,0,1,0,0,-1,1,0,-1,0,1,-1,1,1,0,-1,-1,-1,1,1,1,-1,0,0,0,-1
Alexandre Leite,DEM,SP,-1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,0,-1,0,0,0,0,0,1,1,1,1,-1,1,1,1,0,0,1,1,0,1
Rodrigo Garcia,DEM,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Correa Filho,DEM,SP,-1,1,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,0,-1,0,1,1,0,0,0,1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,0,1,0,1,0,-1,1,1,1,1
Jonas Donizette,PSB,SP,-1,1,-1,-1,1,0,-1,0,-1,1,-1,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,-1,1,0,1,1,-1,0,0,0,-1,1,1,-1,-1,0,0,1,0,-1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,-1
Keiko Ota,PSB,SP,-1,1,-1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,-1
