nome,partido,uf,MPV 549/2011,MPV 550/2011,MPV 551/2011,MPV 551/2011,MPV 554/2011,MPV 558/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 566/2012,MPV 566/2012,MPV 566/2012,MPV 567/2012,MPV 567/2012,MPV 567/2012,MPV 570/2012,MPV 571/2012,MPV 571/2012,MPV 571/2012,MPV 574/2012,MPV 574/2012,MPV 574/2012,MPV 575/2012,MPV 576/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,PDC 514/2011,PEC 153/2003,PEC 153/2003,PEC 270/2008,PEC 416/2005,PEC 416/2005,PEC 438/2001,PEC 445/2009,PEC 471/2005,PEC 478/2010,PEC 478/2010,PL 1876/1999,PL 1876/1999,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 2330/2011,PL 2330/2011,PL 2330/2011,PL 2565/2011,PL 2565/2011,PL 2565/2011,PL 2793/2011,PL 301/2007,PL 3839/2012,PL 5279/2009,PL 5403/2001,PL 643/2011,PL 865/2011,PLP 114/2011,PLP 230/2004,PLP 362/2006,PLP 579/2010,REQ 1134/2011,REQ 2130/2011,REQ 4504/2012,REQ 4636/2012,REQ 4636/2012,REQ 6062/2012,REQ 6135/2012,REQ 6460/2012,REQ 6461/2012,PEC 471/2005
Brizola Neto,PDT,RJ,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Filipe Pereira,PSC,RJ,-1,-1,1,-1,1,1,0,-1,0,-1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,0,1,-1,0,-1,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,-1,0,0,0,1,1,-1,-1,-1,-1,1,1,-1,0,1,1,0,0,1,1,1,0,1,1,-1,0,0,1,1,1
Neilton Mulim,PR,RJ,0,1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,1,1,-1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,0,0,-1
Otavio Leite,PSDB,RJ,-1,1,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,0,-1,1,1,1,0,1,0,-1,-1,-1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-1,-1,1,1,1,-1
João Maia,PR,RN,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,1,0,0,1,0,0,0,-1,1,-1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1
Mauro Nazif,PSB,RO,0,1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,0,1,1,0,0,0,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,-1,1,0,-1,-1,1,1,1,-1,1,0,-1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
Edio Lopes,PMDB,RR,1,0,1,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,1,-1,0,0,-1,1,0,0,1,0,0,1,-1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,-1,0,1,0,1,1,0,0,0,0,1,-1,1,1,1,1,1,0
Vieira da Cunha,PDT,RS,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,1,0,0,0,-1,-1,1,-1,1,0,-1,1,-1,-1,1,0,1,0,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,1,1,-1,0,1,0,1,1,1,1,0,1,1,0,0,-1,1,1,1,1
Pepe Vargas,PT,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Manuela D`Ávila,PCdoB,RS,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,0,1,0,0,0,1,1,-1,0,0,1,0,1,0,-1,0,-1,0,0,-1,1,0,-1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1
Renato Molling,PP,RS,-1,-1,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,1,0,0,1,1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1
Sérgio Moraes,PTB,RS,1,1,1,-1,1,0,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,-1,0,-1,-1,0,0,-1,1,-1,-1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,0,1,0,0,-1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
Vilson Covatti,PP,RS,-1,0,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,1,0,-1,1,0,0,1,0,0,0,0,0,-1,1,1,0,1,1,1,0,1,1,1,1,-1,0,1,0,-1,-1,0,1,-1,1,1,1,-1,1,0,-1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
Celso Maldaner,PMDB,SC,1,-1,1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,1,-1,0,-1,0,1,1,1,0,1,1,0,1,1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,1,1,-1,0,1,0,1,1,0,1,1,1,1,-1,1,0,1,1,1,1
Décio Lima,PT,SC,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,1,-1,1,0,-1,-1,-1,1,0,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,-1
Mauro Mariani,PMDB,SC,1,0,0,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,1,1,1,0,1,1,0,0,1,0,1,-1,-1,0,0,0,0,0,-1,-1,-1,1,1,0,1,0,-1,-1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
Valadares Filho,PSB,SE,-1,1,-1,-1,1,0,-1,-1,-1,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,1,-1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,0,0,1,0,0,1,0,1,0,0,0,0,-1,0,0,0,1
Duarte Nogueira,PSDB,SP,-1,1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,1,0,0,1,0,0,0,-1,1,0,1,1,1,1,1,-1,0,1,-1,-1,0,0,1,1,0,1,1,-1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,1,-1,-1,1,1,1,-1
Arnaldo Jardim,PPS,SP,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,1,-1,-1,-1,-1,1,0,0,-1,0,0,0,1,-1,0,1,1,1,1,0,1,1,0,1,0,-1,-1,1,0,-1,1,0,1,1,-1,1,1,-1,1,1,-1,0,0,-1,1,1,1,0,0,-1,1,0,0,0,0,0,0,0
Cândido Vaccarezza,PT,SP,1,0,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,1,-1,0,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,1,1,0,0,1,1,1,1,1,1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Carlos Zarattini,PT,SP,1,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,0,1,1,1,1,1,0,1,0,1,-1,1,1,1,1,1,-1
Edson Aparecido,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Fernandes,PSDB,SP,-1,1,-1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,0,-1,-1,-1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,0,0,0,0,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,0,1,-1
Janete Rocha Pietá,PT,SP,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,1,1,0,0,-1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,0,0,1,0,1,1,0,1,1,0,0,1,-1,1,1,1,-1
Jilmar Tatto,PT,SP,1,0,-1,-1,-1,1,0,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,1,0,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,-1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
Abelardo Camarinha,PSB,SP,0,1,-1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,-1,0,-1,-1,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
Ricardo Tripoli,PSDB,SP,-1,0,-1,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,1,1,1,1,-1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,0,0,-1,0,0,1,0,-1,0,1,1,-1,-1,0,0,0,1
Paulo Teixeira,PT,SP,-1,-1,-1,0,-1,0,0,0,-1,1,-1,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,1,-1,-1,0,1,1,0,0,-1,1,-1,-1,0,-1,1,1,1,1,0,1,1,0,1,0,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,1,1,0
Márcio França,PSB,SP,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,0,1,0,0,0,1,-1,1,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
Dr. Ubiali,PSB,SP,0,1,-1,0,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-1
Beto Mansur,PP,SP,0,0,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,1,1,1,0,0,0,-1,1,-1,1,0,-1,-1,1,-1,-1,-1,0,-1,0,-1,-1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,-1
Paulo Maluf,PP,SP,-1,0,-1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,1
Vanderlei Macris,PSDB,SP,-1,0,-1,1,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-1,-1,-1,1,0,1,0,0,1,0,-1,1,1,1,1,0,1,1,-1,0,1,1,1,1,0,1,1,0,1,1,-1,1,1,0,0,1,0,0,-1,-1,0,1,1,1,-1,1,1,0,1,-1,0,0,0,-1
Laurez Moreira,PSB,TO,0,0,-1,-1,1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,0,0,1,0,0,1,0,1,0,1,0,1,-1,1,1,1,1
Lázaro Botelho,PP,TO,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,1,0,0,1,0,-1,-1,1,0,1,1,1,0,0,1,1,1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Maurício Quintella Lessa,PR,AL,1,1,1,-1,1,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,1,1,0,-1,0,0,0,0,1,-1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,-1,0,1,-1,0,-1,0,1,0,1,1,1,-1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-1,1,1,1,1
Milton Monti,PR,SP,1,0,0,-1,1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,-1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,-1,-1,0,-1,-1,1,1,1,-1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
Valdemar Costa Neto,PR,SP,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gladson Cameli,PP,AC,0,0,0,-1,-1,1,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,-1,-1,0,0,-1,-1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
Francisco Praciano,PT,AM,0,0,0,0,-1,0,-1,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,0,1,-1,1,-1,0,0,-1,-1,-1,0,1,1,0,1,1,1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,-1
Rebecca Garcia,PP,AM,-1,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1,1,0,-1,0,0,-1,-1,1,0,-1,-1,-1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,0,-1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
Fátima Pelaes,PMDB,AP,0,-1,0,0,-1,0,0,0,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,1,1,0,-1,0,-1,0,0,0,0,1,0,0,0,1,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,1,0,1,-1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0
Joseph Bandeira,PT,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Antônio Andrade,PMDB,MG,1,-1,1,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,1,0,-1,0,0,-1,1,1,0,-1,0,0,-1,1,1,1,1,0,1,-1,1,0,1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,1,0,0,1,1,-1,-1,0,1,1,1,1,1,1,1,0,0,0,-1,1,0,1,0
Luiz Fernando Faria,PP,MG,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,1,0,0,0,1,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,0,1,1,1,-1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
Carlos Bezerra,PMDB,MT,-1,0,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,-1,0,0,0,1
Edson Santos,PT,RJ,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,0,0,1,0,0,0,1,1,1,0,0,-1,1,1,1,1,1
Chico D Angelo,PT,RJ,0,-1,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,-1,0,0,1,1,1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,-1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-1
Hugo Leal,PSC,RJ,0,-1,1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,0,1,-1,-1,-1,-1,-1,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,-1,-1,0,0,1,1,-1,-1,-1,-1,1,0,-1,0,0,0,1,0,0,0,0,1,1,1,-1,-1,1,1,1,1
Paulo Pereira da Silva,PDT,SP,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,0,0,-1,0,1,1,1,1,0,1,1,0,1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,0,1,-1,1,0,-1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1
José Rocha,PR,BA,-1,1,0,0,1,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,-1,-1,-1,0,-1,-1,0,1,1,-1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,-1,0,0,0,1
Vicente Arruda,PR,CE,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,0,0,-1,0,0,1,-1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
Leonardo Quintão,PMDB,MG,-1,1,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,1,0,-1,0,0,-1,1,0,-1,1,0,0,-1,1,0,0,1,0,0,1,1,1,1,0,-1,-1,0,0,-1,-1,0,1,0,0,1,0,0,1,1,-1,-1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1
Paulo Piau,PMDB,MG,0,-1,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,0,0,-1,0,1,1,0,1,1,0,1,0,1,0,0,-1,-1,1,0,0,0,0,-1,-1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ratinho Junior,PSC,PR,-1,-1,0,-1,0,1,-1,0,0,0,0,-1,-1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,-1,-1,1,-1,0,0,0,1,1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wellington Fagundes,PR,MT,1,1,1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,1,0,0,1,-1,0,0,1,1,1,1,0,1,0,1,0,0,1,-1,0,1,0,0,-1,0,-1,-1,1,1,0,-1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
Aline Corrêa,PP,SP,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,1,1,1
Claudio Cajado,DEM,BA,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,1,-1,0,1,0,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,-1,0,0,0,-1
Antonio Carlos Magalhães Neto,DEM,BA,-1,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,0,1,0,0,-1,0,0,0,1
Fábio Souto,DEM,BA,-1,1,-1,1,1,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,-1,-1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,-1,0,0,1,1
Ronaldo Caiado,DEM,GO,-1,1,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,-1,1,0,0,1,1,1,1,1,1,0,1,1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,0,-1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,-1,0,0,0,1
Lael Varella,DEM,MG,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,-1,0,-1,0,-1,-1,1,1,1,0,0,1,-1,-1,0,0,0,1,0,1,1,1,0,0,0,-1,0,1,1,1
Abelardo Lupion,DEM,PR,-1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,1,-1,0,1,0,1,1,1,1,0,1,0,1,-1,0,1,1,1,-1,-1,-1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,-1,1,1,1,1
Onyx Lorenzoni,DEM,RS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,1
Mendonça Prado,DEM,SE,-1,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,-1,1,0,1,1,1,1,1,0,0,-1,0,0,1,0,0,1,1,1,0,1,0,1,0,-1,1,1,1,0
Jairo Ataíde,DEM,MG,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,0,-1,1,1,1,1,1,1,1,0,1,0,1,1,-1,-1,-1,0,0,0,0,1,-1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,-1,1,1,1,0
João Bittar,DEM,MG,0,-1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,1,0,1,-1,1,0,-1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,-1,-1,-1,0,-1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Vitor Penido,DEM,MG,-1,1,1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,-1,0,1,-1,-1,-1,0,1,1,0,-1,-1,1,0,0,-1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,-1,1,0,0,-1
