nome,partido,uf,MPV 267/2005,MPV 268/2005,MPV 269/2005,MPV 269/2005,MPV 269/2005,MPV 272/2005,MPV 273/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 276/2006,MPV 276/2006,MPV 276/2006,MPV 278/2006,MPV 278/2006,MPV 279/2006,MPV 279/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 281/2006,MPV 283/2006,MPV 283/2006,MPV 284/2006,MPV 284/2006,MPV 284/2006,MPV 285/2006,MPV 285/2006,MPV 287/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 316/2006,MPV 327/2006,PDC 2075/2005,PEC 199/2003,PEC 199/2003,PEC 347/1996,PEC 347/1996,PEC 349/2001,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/2006,PEC 548/2002,PEC 548/2002,PEC 548/2002,PEC 7/2003,PEC 7/2003,PEC 7/2003,PL 4428/2004,PL 4591/2004,PL 4776/2005,PL 5855/2005,PL 5855/2005,PL 5855/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PLP 123/2004,PLP 123/2004,PLP 184/2004,PLP 22/2003,PLP 22/2003,PLP 249/2005,PLP 249/2005,PLP 249/2005,PLP 380/2006,PLP 76/2003,PLP 76/2003,REP 43/2005
Milton Cardias,PTB,RS,1,1,1,0,0,-1,-1,1,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,0,1,-1,1,0,0,-1,0,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Darcísio Perondi,PMDB,RS,1,1,0,-1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,1,-1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,-1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,0,1,0,1,1,-1,1,1,1,0,1,-1,0
Mendes Ribeiro Filho,PMDB,RS,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,1,0,1,1,-1,1,0,0,-1,1,0,-1,1,1,-1,-1,0,-1,1,-1,1,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,-1,0,-1,-1,0,-1,1,1,1,-1,1,0,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,1,1,-1,-1
Cezar Schirmer,PMDB,RS,1,0,-1,-1,1,-1,-1,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,1,1,-1,0,0,0,-1,-1,1,-1,1,0,0,0,0,0,1,-1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,-1,-1,1,1,0,0,0,0,1,1,0,0,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,-1,0,1,-1,-1
Eliseu Padilha,PMDB,RS,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,1,1,0,-1,0,0,0,-1,1,0,0,1,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,-1,1,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1
Paulo José Gouvêa,PL,RS,0,0,0,0,1,-1,-1,0,-1,-1,-1,1,-1,0,1,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,1,0,1,1,1,0,1,-1,1,1,-1,0,1,1,0,-1,0,0,0,-1,0,0,1,1,-1,-1,0,1,-1,0,0,0,1,0,1,1,0,0,0
Nelson Proença,PPS,RS,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,1,1,1,-1,0,0,0,1,0,0,0,-1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,-1
Onyx Lorenzoni,PFL,RS,0,-1,-1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,-1,1,1,0,-1,1,0,0,0,1,1,1,-1,1,0,0,0,0,0,1,0,1,1,1,0,1,-1,0
Beto Albuquerque,PSB,RS,0,1,0,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,0,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,0,-1,1,1,1,0,1,1,1,-1,1,1,1,1,0,-1,-1,1,-1,1,1,0,1,1,1,1,1,0,0
Yeda Crusius,PSDB,RS,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,-1,1,-1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,0,1,0,0,-1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Carlito Merss,PT,SC,1,0,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,1,-1,0,0,-1,0,0,0,1,0,1,-1,-1,-1,0,-1,0,0,1,0,1,0,0,0,0,-1,-1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,-1,-1,1,1,0,-1,1,1,1,-1,1,0,1,1,-1,-1,0,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Luci Choinacki,PT,SC,0,1,1,0,-1,-1,-1,1,-1,-1,0,0,0,-1,1,0,-1,0,0,0,0,0,-1,0,0,1,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,-1,0,0,1,1,-1,-1,-1,1,-1,0,0,0,1,1,1,1,1,-1,-1
Vignatti,PT,SC,1,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,0,1,-1,0,-1,-1,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,0,1,-1,0,0,0,1,0,0,0,1,0,1,1,-1,0,1,-1,1,1,0,-1
Adelor Vieira,PMDB,SC,1,1,1,-1,1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,0,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,0,0,-1,0,0,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,1,-1,-1
Edison Andrino,PMDB,SC,1,1,1,0,0,-1,-1,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,1,1,0,1,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Paulo Afonso,PMDB,SC,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1
Gervásio Silva,PFL,SC,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,1,0,1,0,0,-1,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,1,-1,1,1,0,1,0,0,0,-1,1,0,0,1,-1,1,1,0,0,0,1,1,1,0,0
Jorge Alberto,PMDB,SE,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,-1,-1,1,1,1,-1,0,1,1,-1,0,0,0,1,-1,1,-1,0,0,0,0,-1,1,0,1,1,0,0,-1
Heleno Silva,PL,SE,1,1,1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,1,-1,1,-1,-1,1,0,0,0,0,-1,1,-1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,-1,0,0,0,1,-1,0,1,1,1,0,0,-1
José Carlos Machado,PFL,SE,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,0,1,-1,0,0,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,1
Mendonça Prado,PFL,SE,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,1,1,1,-1,-1,0,0,1,-1,1,0,1,0,0,0,1,-1,1,-1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
Bosco Costa,PSDB,SE,1,1,-1,0,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,1,1,1,0,-1,0,0,-1,0,1,0,1,1,1,0,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,1,1,1,0,0,0,1,1,-1,0,0,0,1,1,0,0
José Eduardo Cardozo,PT,SP,1,1,0,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,0,-1,-1,0,0,0,1,1,0,1,0,-1,1,0,-1,-1,1,-1,1,1,0,1,1,1,1,1,-1,-1
Iara Bernardi,PT,SP,1,1,1,0,0,-1,0,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,1,0,1,0,0,0,-1,-1,0,0,-1,0,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,0,1,0,1,1,1,-1,-1
Roberto Gouveia,PT,SP,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,0,1,-1,-1,-1,1,-1,0,1,-1,1,1,1,1,1,0,-1
Arlindo Chinaglia,PT,SP,0,0,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,-1,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,1,1,1,-1,0,0,0,1,-1,-1,-1,0,0,1,1,0,1,1,1,1,1,-1,0
João Paulo Cunha,PT,SP,0,1,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,1,1,-1,1,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,0,1,1,-1,-1,0,1,0,1,1,-1,1,1,0,1,1,0,-1
José Mentor,PT,SP,1,1,0,-1,1,-1,0,1,-1,-1,0,0,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0,1,0,-1,1,-1,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,-1,-1,1,-1,1,0,1,-1,1,0,0,1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,0,-1
Luiz Eduardo Greenhalgh,PT,SP,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,0,0,-1,-1,-1,0,0,1,0,1,0,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,1,0,1,1,-1,0,0,1,1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,0,1,-1,-1
Professor Luizinho,PT,SP,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,1,0,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Durval Orlato,PT,SP,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,0,-1,0,1,0,0,0,1,0,-1,-1,0,-1,0,1,1,1,1,0,0,1,0,-1,-1,1,1,1,1,1,1,0,0,0,1,0,-1,1,1,0,0,0,-1,1,-1,1,1,0,-1,1,-1,1,0,0,0,-1,1,-1,1,1,-1,0,1,1,1,1,0,-1
Devanir Ribeiro,PT,SP,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,-1,1,-1,1,1,-1,0,0,0,1,1,-1,-1
Vicentinho,PT,SP,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,0,-1,1,0,1,1,0,-1,-1,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Luiz Antonio Fleury,PTB,SP,0,1,0,-1,-1,0,-1,1,-1,0,-1,0,0,-1,1,-1,-1,1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,0,-1,1,1,1,-1,1,1,-1,1,0,-1,-1,1,-1,1,1,0,1,1,1,1,1,-1,-1
Edna Macedo,PTB,SP,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,-1,1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,1,0,1,-1,-1,1,0,-1,0,0,0,0,0,1,1,-1,0,0,0,0,1,-1,-1
Arnaldo Faria de Sá,PTB,SP,1,-1,-1,-1,1,-1,0,-1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,0,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,0,1,1,1,0,-1,-1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1,1
Milton Monti,PL,SP,0,1,1,-1,-1,0,0,0,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,-1,0,0,-1,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,0,0,1,0,1,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,1,-1,-1
Michel Temer,PMDB,SP,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,-1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wanderval Santos,PL,SP,0,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,0,0,-1,1,1,1,-1,0,-1,-1,1,0,-1,0,0,-1,0,1,0,0,0,0,-1,0,1,1,1,1,1,0,1,0,0,1,1,-1,1,0,-1,-1,1,1,0,-1,1,1,0,-1,1,0,0,1,-1,-1,-1,1,-1,1,0,0,0,0,0,1,1,-1,-1
Medeiros,PL,SP,0,0,0,-1,-1,0,0,0,-1,-1,0,-1,0,-1,1,-1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,-1,0,1,1,0,-1,1,1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,-1
Cláudio Magrão,PPS,SP,-1,-1,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1
Corauci Sobrinho,PFL,SP,-1,-1,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,0,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,-1,1,1,0,1,1,0,0,-1,1,1,1,1,-1,0,0,0,1,1,1,0,1,-1,0
Luiz Carlos Santos,PFL,SP,0,-1,-1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,-1,1,1,1,-1,0,1,0,1,1,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Luiza Erundina,PSB,SP,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,1,0,-1,1,1,-1,-1
Jovino Cândido,PV,SP,0,-1,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,1,-1,-1,1,1,0,-1,1,1,0,0,0,-1,1,0,1,1,0,0,1,-1,0,1,0,1,0,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,0,0,0,-1,-1,1,1,-1,0,1,0,0,-1,1,1,-1,0,0,0,1,0,0,1
Marcelo Ortiz,PV,SP,1,1,-1,-1,1,-1,-1,0,0,1,-1,1,-1,-1,1,-1,-1,1,-1,0,0,0,-1,-1,1,1,-1,-1,0,-1,1,0,1,0,1,-1,1,-1,1,0,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0
Carlos Sampaio,PSDB,SP,1,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,-1,0,0,1,1,1,-1,-1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
Lobbe Neto,PSDB,SP,1,-1,-1,0,1,0,0,0,0,1,0,1,0,1,0,-1,-1,-1,0,1,1,0,1,0,0,0,1,-1,0,0,1,0,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,1
Alberto Goldman,PSDB,SP,1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,1,1,0,1,-1,0,0,-1,-1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,-1,-1,-1,-1,1,0,0,1,1,-1,-1,1,1,1,-1,1,0,1,0,0,1,-1,1,0,-1,0,0,0,1
Antonio Carlos Pannunzio,PSDB,SP,1,-1,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,1,1,1,1,0,0,0,-1,-1,1,0,1,1,1,0,1,-1,1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,-1,0,0,0,1,0,-1,1
Julio Semeghini,PSDB,SP,1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,-1,0,0,-1,-1,1,0,1,1,1,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,0
Walter Feldman,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,1,1,-1,0
Antonio Carlos Mendes Thame,PSDB,SP,1,0,-1,0,1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,1,1,1,0,-1,0,0,-1,-1,0,0,1,1,1,-1,0,-1,1,-1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,0,-1,0,0,-1,1,0,1,1,1,1,-1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0
Enéas,PRONA,SP,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,0,0,1,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamil Murad,PCdoB,SP,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,0,1,1,-1,1,1,-1,0
Aldo Rebelo,PCdoB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homero Barreto,PTB,TO,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,1,0,0
Kátia Abreu,PFL,TO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,1,-1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0
Maurício Rabelo,PL,TO,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,1,0,1,-1,0,-1,0,1,0,-1,-1,0,-1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,-1,0,0,0,0,-1,1,1,0,1,0,0,-1,1,-1,-1,-1,1,0,0,0,0,1,1,1,1,0,-1,-1
Eduardo Gomes,PSDB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
Ronaldo Dimas,PSDB,TO,1,-1,-1,0,1,1,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,1,1,1,0,-1,0,0,-1,-1,1,0,1,1,1,-1,1,-1,1,-1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,0,1,0,-1,1,1,-1,1,1,0,0,1,0,1
Olavo Calheiros,PMDB,AL,1,1,1,-1,1,-1,-1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,0,0,1,-1,-1,-1,0,0,1,1,0,1,1,1,1,0,-1,0
