nome,partido,uf,MPV 267/2005,MPV 268/2005,MPV 269/2005,MPV 269/2005,MPV 269/2005,MPV 272/2005,MPV 273/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 276/2006,MPV 276/2006,MPV 276/2006,MPV 278/2006,MPV 278/2006,MPV 279/2006,MPV 279/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 281/2006,MPV 283/2006,MPV 283/2006,MPV 284/2006,MPV 284/2006,MPV 284/2006,MPV 285/2006,MPV 285/2006,MPV 287/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 316/2006,MPV 327/2006,PDC 2075/2005,PEC 199/2003,PEC 199/2003,PEC 347/1996,PEC 347/1996,PEC 349/2001,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/2006,PEC 548/2002,PEC 548/2002,PEC 548/2002,PEC 7/2003,PEC 7/2003,PEC 7/2003,PL 4428/2004,PL 4591/2004,PL 4776/2005,PL 5855/2005,PL 5855/2005,PL 5855/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PLP 123/2004,PLP 123/2004,PLP 184/2004,PLP 22/2003,PLP 22/2003,PLP 249/2005,PLP 249/2005,PLP 249/2005,PLP 380/2006,PLP 76/2003,PLP 76/2003,REP 43/2005
Luciano Leitoa,PSB,MA,1,0,1,-1,-1,0,0,0,0,0,-1,-1,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,0,1,1,1,-1,1,0,1,-1,0,0,0,1,0,-1,0,1,-1,1,1,0,0,0,0,1,1,0,-1
Félix Mendonça,PFL,BA,-1,-1,-1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,1,0,1,1,0,0,1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,0,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,0,1,-1,0
Betinho Rosado,PFL,RN,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,1,1,-1,1,0,1,0,1,-1,0,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,-1,1,1,0,1,1,0,0,-1,1,1,1,0,0,0,1,1,1,1,-1,0,0,-1,0
Nazareno Fonteles,PT,PI,1,1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,1,-1,1,0,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Professor Irapuan Teixeira,PP,SP,1,1,1,0,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,0,1,-1,0,-1,1,0,0,1,0,-1,1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,0,1,1,0,1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,0,0,0,-1,1,1,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,-1
Ildeu Araujo,PP,SP,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,0,1,0,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,0,1,-1,1,0,-1,1,1,1,1,1,-1,-1
Amauri Gasques,PL,SP,1,1,1,-1,-1,-1,0,1,-1,-1,0,0,-1,-1,1,0,0,0,-1,-1,-1,1,0,0,0,1,-1,1,0,-1,1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,0,-1,0,0,1,-1,1,1,1,1,-1,-1,-1,0,0,1,1,-1,0,0,0,1,1,-1,-1
Vanderlei Assis,PP,SP,1,1,1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,0,0,0,0,1,1,1,-1,1,-1,-1,1,0,-1,-1,0,0,1,1,0,-1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,0,0,1,1,-1,-1,0,-1,0,0,0,1,1,0,1,0,-1,0
Vadinho Baião,PT,MG,1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,0,0,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Jorge Gomes,PSB,PE,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,1,-1,1,1,0,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,-1,1,1,1,1,-1,0,-1,0,-1,1,1,-1,1,1,-1,1,1,-1,-1
Márcio Fortes,PSDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Lúcia Cardoso,PMDB,MG,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,1,1,1,-1,0,0,0,1,-1,1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Reginaldo Germano,PP,BA,0,1,1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,1,0,0,1,-1,-1,0,1,-1,1,0,1,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,-1,0,-1,1,1,-1,1,1,1,1,1,-1,0
Sergio Caiado,PP,GO,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paes Landim,PTB,PI,1,0,1,-1,1,-1,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,1,1,1,-1,1,0,0,0,-1,-1,0,0,-1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,0,1,1,0,1,0,0,0,-1,-1,0,1,0,0,0,-1,1,0,1,1,1,0,0
Darci Coelho,PP,TO,1,0,1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,0,-1,1,0,1,1,1,0,-1
Ciro Nogueira,PP,PI,1,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,-1,0,-1,-1,0,0,0,1,0,-1,0,1,1,1,1,0,-1,1,0,0,1,-1,0,1,1,0,1,0,0
Fernando Coruja,PPS,SC,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,-1,1,1,-1,1,1,-1,1,0,-1,1,1,-1,-1
Carlos Souza,PP,AM,0,1,1,0,-1,0,0,0,-1,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,0,-1,0,1,1,-1,-1,0,-1,1,1,-1,0,0,0,1,1,-1,-1
Carlos Nader,PL,RJ,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,0,0,-1,1,1,1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,0,0,-1,1,1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1
João Herrmann Neto,PDT,SP,1,0,-1,0,0,-1,-1,0,0,1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,0,0,-1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,-1,0,1,1,0,-1,0,0,0,1,-1,1,0,-1,1,0,1,0,0,0,1,-1,1,0,-1,0,1,-1,-1
Lino Rossi,PP,MT,1,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,1,0,0,0,0,1,-1,-1,0,0,0,1,-1,1,1,0,0,1,0,0
Chicão Brígido,PMDB,AC,1,1,1,0,0,-1,0,1,0,-1,-1,0,-1,0,1,0,0,0,-1,-1,-1,1,-1,0,0,1,-1,1,-1,-1,-1,-1,1,0,0,-1,1,-1,0,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,0,-1,1,0,0,0,0,1,0,1,-1,-1,0,1,0,1,1,-1,0,0,1,1,1,-1,-1
Júnior Betão,PL,AC,0,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,-1,1,0,-1,-1,1,1,1,-1,0,1,0,-1,0,1,0,1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,-1
André Figueiredo,PDT,CE,1,1,-1,-1,1,-1,-1,0,0,1,-1,1,0,0,0,-1,-1,0,-1,-1,1,0,-1,-1,0,1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,1,-1,1,1,1,1,-1,1,0,-1,1,1,-1,1,0,0,-1
Antenor Naspolini,PSDB,CE,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,1,0,1,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jair de Oliveira,PMDB,ES,1,1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,0,0,0,1,-1,1,-1,-1,0,-1,0,0,0,-1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,0,-1,0,0,1,0,-1,0,0,1,-1,1,-1,1,0,1,1,-1,0,0,1,0,0,0,0
Enio Tatico,PL,GO,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,1,1,0,-1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Cleuber Carneiro,PTB,MG,0,1,1,0,-1,-1,0,1,0,0,0,0,-1,0,1,0,-1,0,0,0,-1,1,0,0,0,1,0,0,-1,-1,-1,-1,0,0,1,0,1,1,0,-1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1
Thaís Barbosa,PMDB,MT,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,1,0,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luiz Piauhylino,PDT,PE,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,0,0,0,0,0,-1,1,0,0,-1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,1,1,1,1,-1,0,0,1,1,-1,1,0,-1,1,1,-1,1,0,0,-1
Roberto Magalhães,PFL,PE,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,0,0,0,1,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0,1,-1,1
Gustavo Fruet,PSDB,PR,1,-1,-1,0,1,-1,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,0,1,0,1,1,1,0,1,-1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1
Fernando Gabeira,PV,RJ,0,1,-1,-1,1,-1,-1,0,1,1,0,0,-1,1,0,-1,-1,1,0,-1,1,-1,-1,0,0,1,0,-1,1,-1,1,-1,1,0,1,-1,1,-1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,-1,-1,0,1,-1,0,0,1,0,0,0,1,0,1,1,0,1,-1,1,1,0,0,1,-1,1,0,-1,0
Almir Moura,S.Part.,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,1,1,0,1,1,-1,0
Alexandre Santos,PMDB,RJ,1,1,0,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,-1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,0,0,-1,0,-1,1,0,-1,0,0,1,1,1,0,-1
Natan Donadon,PMDB,RO,1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,-1,1,1,1,-1,1,0,1,1,0,0,-1,1,-1,-1,0,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Agnaldo Muniz,PP,RO,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,-1,0,-1,-1,1,-1,0,1,1,1,0,0,0,0,1,1,0,0,-1,1,1,-1,0,0,1,1,1,-1,0
Marco Maia,PT,RS,1,1,1,-1,-1,0,-1,1,-1,-1,0,-1,0,-1,1,-1,0,0,0,0,-1,-1,0,1,1,1,-1,1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,0,1,0,0,0,1,1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,1,0,-1
João Fontes,PDT,SE,1,1,0,0,0,-1,-1,-1,0,1,-1,1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,1,0,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,1,1,1,0,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,1,1,1,-1,0,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,0,0,-1
Walter Barelli,PSDB,SP,1,-1,-1,0,1,1,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,1,0,1,1,-1,-1,0,-1,-1,1,0,0,1,1,0,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,1,1,-1,1,1,1,1,0,1,1,-1,1,0,1,0,1,-1,1
Lupércio Ramos,PMDB,AM,0,1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,1,0,-1,-1,-1,0,0,0,-1,1,-1,0,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,1,-1,-1
Capitão Wayne,PSDB,GO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Canedo,PP,GO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ana Guerra,PT,MG,1,1,1,-1,-1,0,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,0,1,0,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,0,0,0,0,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1
Cabo Júlio,PMDB,MG,0,1,0,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,1,0,0,1,0,-1,-1,1,0,1,0,1,-1,1,-1,0,1,0,-1,0,0,-1,1,-1,1,1,0,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,0,1,-1,0,0,0,0,-1,0,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0
Lúcia Braga,PMDB,PB,0,1,1,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,0,1,1,1,-1,-1,-1,0,-1,1,1,-1,0,0,0,1,1,-1,0
Juíza Denise Frossard,PPS,RJ,-1,-1,-1,-1,1,-1,-1,0,0,1,1,1,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,1,-1,1,0,0,1,1,0,1,-1,1,-1,1,1,-1,0,1,-1,0,1,-1,1,1,0,-1
Davi Alcolumbre,PFL,AP,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,1,1,1,-1,0,0,0,-1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,-1,1,0,1,-1,1,1,0,0,1,0,0,1,0,1,0,-1,0,1,1,0,-1,0,0,0,0,0,0,1,1,-1,1
Vitorassi,PT,PR,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Ana Alencar,PSDB,TO,1,0,-1,0,1,1,0,-1,0,0,0,1,1,0,0,0,0,-1,0,0,0,1,0,-1,0,0,-1,-1,0,0,1,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gervásio Oliveira,PMDB,AP,1,1,1,-1,1,0,0,1,0,-1,-1,0,-1,0,0,0,-1,1,0,0,-1,1,-1,1,1,1,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,-1,-1,1,1,1,0,0,0,0,1,-1,1,0,1,-1,0,-1,1,0,0,0,0,0,0,0,1,0,0,-1
José Carlos Araújo,PL,BA,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,0,-1,-1,0,0,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,1,0,1,-1,1,0,1,-1,0,1,1,0,-1,-1,-1,0,-1,1,0,-1,1,1,1,0,1,-1,-1
Vittorio Medioli,PV,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,1,1,-1,0
Antonio Cruz,PP,MS,1,1,1,0,-1,-1,0,1,0,0,0,-1,-1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,-1,-1,1,-1,-1,0,0,-1,1,1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,1,-1,0,1,1,1,1,0,1,-1,1,1,-1,0,0,0,1,0,-1,-1
Jair Bolsonaro,PP,RJ,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,0,0,1,-1,1,-1,0
Ana Alencar,PL,TO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandra Rosado,PSB,RN,0,0,0,-1,-1,-1,-1,1,0,-1,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,1,0,-1,1,1,1,0,1,0,1,1,1,1,0,1,-1,1,0,-1,-1,-1,0,1,-1,0,0,0,0,1,-1,0,1,-1,-1,0,1,-1,0,0,0,0,0,0,1,1,-1,-1
Paulo Bauer,PSDB,SC,1,-1,-1,0,1,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,-1,1,0,1,1,1,0,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1,0,-1,1,1,1,0,0,0,1,-1,0,1,-1,1,0,1,1,1,0,1
João Carlos Bacelar,PL,BA,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,-1,1,-1,-1,1,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Ariosto Holanda,PSB,CE,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,-1,-1
Alberto Fraga,PFL,DF,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,-1,-1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,0,1,0,-1,0,1,1,1,-1,1,0,0,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,0,1,-1,1
