nome,partido,uf,REQ 3970/2016,PLP 163/2015,REQ 4881/2016,REQ 5022/2016,MSC 471/2016,PL 6568/2016,REQ 5679/2016,REQ 5829/2017,MPV 747/2016,MPV 747/2016,REQ 5468/2016,REQ 6026/2017,REQ 6074/2017,PEC 209/2012,PEC 395/2014,PL 4302/1998,PL 4302/1998,PL 4302/1998,PL 4302/1998,REQ 6053/2017,MPV 751/2016,PEC 395/2014,PL 5587/2016,PL 5587/2016,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6281/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6292/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,PEC 304/2017,PEC 304/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,MPV 757/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,REQ 6015/2017,MPV 755/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,PLP 54/2015,MPV 765/2016,MPV 767/2017,PLP 54/2015,PLP 54/2015,PEC 304/2017,REQ 6150/2017,PEC 199/2016,REQ 6711/2017,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 770/2017,MPV 770/2017,MPV 770/2017
Marcos Montes,PSD,MG,1,1,-1,0,0,1,1,1,-1,1,0,0,0,0,0,-1,-1,0,1,1,0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,1,1,0,-1,1,0,-1,-1,1,0,1,-1,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,0,0,0,0,-1,0,1,1,1,0,-1,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,1,0,1,1,0,0,-1,0,0,0,0,0,-1
Fábio Faria,PSD,RN,0,1,0,1,0,1,0,0,-1,1,0,1,0,1,0,-1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,1,-1,0,0,1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,-1,0,0,0,0
Danrlei De Deus Hinterholz,PSD,RS,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,0,-1,0,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,0,1,-1,0,0,0,0,-1,1,0,1,1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Ihoshi,PSD,SP,1,1,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,-1,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,1,0,-1,1,0,1,-1,1,-1,1,0,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Severino Ninho,PSB,PE,0,1,0,-1,-1,0,1,1,1,1,1,1,0,1,0,-1,0,-1,-1,-1,1,1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,-1,1,-1,1,-1,0,-1,-1,0,-1,-1,0,0,0,1,-1,-1,-1,1,0,-1,-1,0,0,-1,0,-1,1,1,1,0,1,1,-1,0,1,-1,1,0,-1,-1
Júlio Cesar,PSD,PI,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,-1,0,0,1,0,1,1,1,-1,0,-1,-1,0,-1,0,1,0,1,1,-1,1,0,0,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,0,0,0,-1,-1,0,1,1,-1,1,0,1,0,1,-1,1,0,-1,0,1,1,0,0,0,0,1,1,-1,0,0,0,-1,-1,-1,-1,0,-1,0,1,1,1,1,1,-1,0,1,-1,1,-1,-1,-1
Átila Lins,PSD,AM,1,1,-1,1,1,0,0,0,0,0,1,1,1,1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,0,1,0,0,-1,0,1,0,1,1,-1,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,0,1,0,0,-1,1,0,0,0,0,0
Weverton Rocha,PDT,MA,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,-1,1,-1,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Afonso Florence,PT,BA,1,1,-1,0,-1,1,1,-1,1,-1,0,-1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,-1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Jefferson Campos,PSD,SP,0,1,0,1,1,-1,0,1,1,1,0,1,0,1,-1,0,0,0,0,0,1,1,1,-1,-1,-1,-1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,0,-1,1,-1,1,-1,1,0,0,0,1,-1,0,1,1,1,1,0,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,1,-1,-1,1,-1,0,0,0,0
Reinhold Stephanes,PSD,PR,1,1,-1,-1,0,1,1,0,0,0,1,1,1,1,0,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,-1,0,-1,-1,1,0,1,-1,0,0,0,0,0,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,0,-1,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,-1,-1
Sérgio Brito,PSD,BA,0,1,-1,1,1,0,1,1,0,0,1,1,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,1,-1,0,0,0,0,0,1,1,1,1,-1,-1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,0,-1
Irajá Abreu,PSD,TO,0,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,1,0,-1,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,1,-1,1,-1,0,0,0,-1,0,1,1,1,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,-1,-1,1,-1,1,0,-1,-1
Jorginho Mello,PR,SC,0,1,0,0,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,1,-1,0,-1,-1,1,1,-1,0,0,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,0,-1,0,-1,0,0,1,0,0,1,-1,1,-1,0,-1,-1,0,1,-1,-1,0,0,1,-1,-1,-1,1,0,0,0,1,-1,-1,0,-1,-1,-1,0,0,1,1,1,1,1,1,-1,-1,1,-1,1,0,0,0
Renato Andrade,PP,MG,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,-1,0,0,1,1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,1,0,1,0,1,0,0,0,1,1,1,-1,-1,0,0,0,0,1,0,-1,-1,0,-1,-1,0,0,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Margarida Salomão,PT,MG,1,1,0,1,-1,-1,1,-1,1,0,1,-1,1,0,1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0
Paulão,PT,AL,1,1,-1,1,-1,-1,0,-1,1,-1,1,1,0,1,-1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,0
Fabio Reis,PMDB,SE,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,0,-1,-1,0,1,-1,-1,-1,1,-1,0,1,-1,1,0,-1,-1,0,1,1,-1,1,-1,1,-1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,0,0,-1,-1,1,1,0,-1,1,0,0,0,0,-1,-1,0,-1,1,1,1,0,1,1,0,-1,1,-1,1,0,-1,-1
Celso Jacob,PMDB,RJ,0,1,0,0,0,1,1,0,-1,1,1,1,0,1,0,0,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,1,1,-1,-1,1,1,1,-1,0,-1,0,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1
Guilherme Mussi,PP,SP,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1
Paulo Henrique Lustosa,PP,CE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,-1,1,1,-1,1,-1,0,-1,0,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,0,0,-1,0,-1
Marcos Medrado,SD,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1
Genecias Noronha,SD,CE,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,1,0,-1,1,-1,-1,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,1,-1,0,0,-1,-1,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,-1,0,-1
Ronaldo Fonseca,PROS,DF,1,0,-1,0,1,-1,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,-1,-1,0,0,-1,-1,1,1,0,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,-1,0,0,0,1,1,0,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,-1,-1,1,-1,1,0,-1,0
Carlos Manato,SD,ES,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,0,0,1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,1,1,1,1,1,-1,-1,1,0,1,-1,-1,-1
Wladimir Costa,SD,PA,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,1,1,-1,0,0,0,1,1,1,0,1,-1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,1,0,0,0,1,-1,1,-1,-1,-1
Benjamin Maranhão,SD,PB,0,0,-1,1,1,1,1,0,-1,1,1,0,1,1,0,-1,-1,-1,1,0,-1,1,1,0,-1,-1,-1,1,-1,0,0,0,0,1,-1,1,0,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,0,0,-1,-1,1,1,-1,1,0,1,-1,1,0,1,0,-1,0,1,0,1,-1,-1,1,1,1,-1,1,0,-1,-1,0,-1,-1,0,0,1,1,1,0,0,0,0,-1,1,-1,1,-1,-1,-1
Augusto Coutinho,SD,PE,0,1,-1,1,1,1,1,1,-1,1,1,0,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,-1,1,0,0,-1,0,1,1,-1,1,-1,1,-1,0,0,0,-1,-1,1,1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,0,-1,-1,0,0,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Deley,PTB,RJ,0,1,-1,1,-1,1,0,0,-1,1,0,1,0,0,0,0,1,1,-1,0,1,1,1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,0,0,1,1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,-1,1,1,0,0,1,1,-1,0,-1,1,-1,1,-1,1,1,0,1,0,-1,0,0,0,0,1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,-1,0,0,1,-1,-1,0
Laercio Oliveira,SD,SE,0,0,-1,0,1,0,1,1,0,1,1,1,1,1,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,0,0,-1,-1,0,1,-1,1,0,1,-1,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0
Paulo Pereira da Silva,SD,SP,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,1,1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,0,1,-1,0,-1,-1,-1,0,1,-1,-1,-1,0,-1,1,1,0,0,0,-1,1,1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,0,0,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0
Augusto Carvalho,SD,DF,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,1,-1,0,0,1,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,1,-1,1,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1
Magda Mofatto,PR,GO,1,1,-1,-1,1,1,0,1,-1,1,0,1,1,1,0,-1,0,0,1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,0,1,-1,0,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,0,0,-1,-1,1,1,0,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,1,1,0,-1,-1,1,-1,0,-1,0,-1
Aureo,SD,RJ,0,1,-1,1,1,0,0,1,0,0,1,1,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,0,1,-1,-1,0,1,-1,-1,1,0,-1,0,-1,1,1,0,1,-1,1,0,1,0,1,0,-1,0,1,0,0,0,0,1,1,1,-1,1,0,0,-1,0,-1,-1,0,-1,0,1,1,1,1,0,0,-1,1,-1,1,-1,-1,-1
Fernando Francischini,SD,PR,0,0,-1,0,1,-1,0,1,0,1,1,0,0,1,0,-1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,1,1,-1,-1,0,-1,0,1,1,-1,-1,-1,0,-1,-1,1,0,-1,-1,0,1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,1,1,1,0,-1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1
Wilson Filho,PTB,PB,0,1,-1,1,1,1,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,-1,1,-1,0,1,-1,1,1,0,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,0,-1,1,-1,1,0,-1,0,0,1,1,-1,1,0,1,0,1,-1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,-1,0,0,-1,0,0,-1,1,1,1,1,1,0,-1,-1,0,-1,1,-1,-1,-1
Jorge Boeira,PP,SC,0,1,-1,0,0,-1,-1,1,1,-1,0,1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,1,0,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,1,-1,0,0,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,0,-1,1,0,-1,0,1,0,1,0,1,-1,-1,1,0,1,0,-1,-1,1,-1,1,0,0,-1
Jaime Martins,PSD,MG,1,1,0,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,-1,0,0,1,1,1,1,1,0,-1,-1,1,-1,0,1,-1,1,-1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,1,0,0,-1,-1,-1,0,-1,0,0,0,0,1,1,0,1,0,1,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,0,-1
Beto Mansur,PRB,SP,1,1,-1,0,0,1,1,1,-1,1,0,1,1,1,0,-1,-1,0,1,0,-1,1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,1,-1,0,0,1,1,1,1,-1,1,-1,0,0,1,0,1,0,1,-1,-1,0,-1,-1,0,1,1,-1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,0,-1,0,0,0,-1,-1,-1
Luiz Nishimori,PR,PR,1,1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
André de Paula,PSD,PE,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,-1,0,1,1,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,-1,-1
Thiago Peixoto,PSD,GO,1,1,-1,1,1,-1,1,1,-1,1,0,1,1,1,0,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,0,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1
César Halum,PRB,TO,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,-1,-1,0,1,1,1,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,0,0,-1,1,0,0,0,0,0
Zé Silva,SD,MG,1,0,-1,1,1,1,1,0,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,1,-1,0,1,-1,0,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,1,-1,1,0,0,1,-1,1,0,-1,-1,-1,1,1,-1,1,0,1,-1,1,-1,1,0,-1,0,1,1,1,-1,-1,1,1,1,-1,1,0,-1,0,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0
João Rodrigues,PSD,SC,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,1,-1,0,1,0,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,0,1,1,1,0,1,-1,-1,0,0,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Marcelo Aguiar,DEM,SP,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,0,1,-1,-1,1,-1,1,-1,-1,-1
Subtenente Gonzaga,PDT,MG,1,0,0,1,0,1,1,0,1,-1,1,1,-1,-1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,0,0,-1,1,1,0,0,1,-1,-1,1,-1,-1,-1,0,-1,1,-1,0,0,1,1,1,-1,0,-1,-1,1,1,1,-1,1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
Danilo Cabral,PSB,PE,1,1,1,-1,-1,0,1,-1,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,-1,-1,1,1,1,-1,1,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,1,-1,1,1,0,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,0,0,0,-1,0,1,1,0,-1,-1,0,1,-1,-1,1,-1,0,-1,0,0,1,1,1,1,1,0,-1,1,1,-1,1,-1,-1,-1
Roberto Alves,PRB,SP,0,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Cacá Leão,PP,BA,1,1,-1,-1,1,1,1,0,0,0,1,1,1,1,0,-1,-1,-1,1,0,-1,1,0,-1,-1,0,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,0,0,1,1,0,1,-1,-1,1,1,1,-1,0,-1,-1,0,0,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,0,0,-1,-1,-1
Hélio Leite,DEM,PA,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,1,-1,0,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1
Carlos Gomes,PRB,RS,1,1,0,-1,1,1,0,1,1,1,0,1,1,1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,0,0,0,0,-1,-1,1,1,0,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,0,1,-1,1,0,1,-1,-1,1,1,1,0,0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
