nome,partido,uf,PDC 141/1991,PDC 256/1993,PDC 44/1984,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PL 1258/1988,PL 149/1991,PL 1491/1991,PL 1491/1991,PL 1491/1991,PL 1909/1991,PL 2801/1992,PL 3387/1992,PL 3497/1993,PL 3519/1993,PL 3610/1993,PL 3610/1993,PL 3716/1993,PL 3716/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3984/1993,PL 4176/1993,PL 4176/1993,PL 4233/1993,PL 4233/1993,PL 4562/1989,PL 4621/1990,PL 73/1991,PL 8/1991,PL 824/1991,PL 824/1991,PL 965/1991
Jerônimo Reis,PMN,SE,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,1,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,1,-1,-1,1,-1,1
Cleonâncio Fonseca,PPR,SE,0,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,0,0,1,0,-1,1,1,0,-1,0,0,0,0,-1,0,0,1,1,0,0,-1,1,0,-1,1,-1,1
Evaraldo de Oliveira,PFL,SE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,-1,-1,0,1,0,0,0,1,0,0,-1,1,0,1
Messias Gois,PFL,SE,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0,1,0,0,-1,0,0,-1,-1,0,1,1,0,-1,0,-1,-1,-1,1,-1,1
Beraldo Boaventura,PSDB,BA,-1,0,1,1,1,-1,-1,-1,0,0,0,1,-1,-1,0,1,1,0,-1,-1,0,0,-1,0,0,0,1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,1,0,0,1,-1,0,0,-1,1,0,1,1
Clóvis Assis,PSDB,BA,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,0,1,-1,-1,1,0,0,0,0,0,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,0,-1,1
Jonival Lucas,PFL,BA,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,1,0,1,0,0,0,0,0,0,1,0,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0
José Lourenço,PPR,BA,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,0,1,1,0,1,1,0,-1,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,1,-1,0
Prisco Viana,PPR,BA,-1,0,1,-1,-1,-1,1,0,0,0,0,0,1,1,-1,-1,0,0,0,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,-1,-1,1,-1,0
Marcos Medrado,PP,BA,-1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,0,1,0,0,0,0,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,0,0,1
Sérgio Gaudenzi,PSDB,BA,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,-1,1,1,1,0,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,1,0,1,1
Aloisio Vasconcelos,PMDB,MG,-1,1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,0,1,1,1,0,-1,1,1,1,1,1,-1,0,1,0,-1,1,0,1,0,0,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,1,-1,0,1,-1,0
Avelino Costa,PPR,MG,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,0,1,1,0,0,0,-1,-1,-1,0,-1,0
Humberto Souto,PFL,MG,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,0,0,1,1,0,-1,0,0,1,1,1,0,0,0,0,-1,1,1,1,0,0,0,0,1,1,-1,1
Irani Barbosa,PSD,MG,-1,0,0,-1,-1,0,-1,0,-1,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
José Geraldo,PMDB,MG,-1,0,0,1,1,-1,-1,-1,0,0,-1,-1,1,-1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,-1,-1,1,0,1,0,0,-1,0,-1,0,0,0,1,0,0,0,1,0,1,0,0,1
Tarcísio Delgado,PMDB,MG,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,1,-1,1,-1,1,0,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,-1,-1,-1,0,0,0,-1,0,0,-1,1,1,-1,1
Samir Tannus,PPR,MG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,-1,0,1,1,0,1,1,1,-1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,-1,0,1,1
Wilson Cunha,PTB,MG,0,0,0,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,0,-1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,1,0,1,0,1,1
Etevalda Grassi de Menezes,PTB,ES,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,0,-1,1,1,0,0,1,-1,1,-1,1,1,0,0,0,1,0,0,0,1,1,1,-1,-1,0,-1,-1,1,1,1
Jones Santos Neves,PL,ES,-1,1,0,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,0,1,0,1,-1,1,0,0,0,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,-1,1,0,1
Nilton Baiano,PMDB,ES,1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,0,0,-1,0,-1,1,1,1,0,1,-1,-1,-1,-1,-1,0,0,1,1,-1,0,1,-1,1,1,-1,1
Carlos Lupi,PDT,RJ,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,1,0,0,1,1,0,1,-1,0,1,1,0,-1,0,-1,-1,1,0,1,1
Fábio Raunheitti,PTB,RJ,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,-1,-1,0,0,1,1,0,0,0,-1,0,-1,1,0,1
Amaral Netto,PPR,RJ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0
Jair Bolsonaro,PPR,RJ,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,0,1,0,-1,0,-1,1,-1,1,0,1,-1,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,-1,1,0,1
José Vicente Brizola,PDT,RJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,0,-1,-1,0,-1,-1,0,1,1,1,0,0,1,1,0,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0
Nelson Bornier,PL,RJ,-1,0,0,1,1,0,0,-1,-1,-1,-1,-1,1,0,1,1,1,-1,1,1,1,0,1,0,1,0,1,0,-1,-1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,-1,-1,1,1,0,1
Laprovita Vieira,PP,RJ,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,0,0,1,-1,-1,-1,1,0,0,0,-1,-1,0,-1,0,1,1,0,0,0,1,-1,-1,1,0,1
Francisco Silva,PP,RJ,-1,0,0,1,1,-1,0,-1,0,-1,-1,1,1,0,1,1,-1,-1,1,1,1,1,0,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,-1,1,0,1,1,0,0,0,0,-1,-1,1,1,1
Paulo de Almeida,PSD,RJ,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,-1,1,0,0,0,0,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,-1,-1,0,1,0,-1,-1,-1,-1,-1,1,0,1
Paulo Portugal,PP,RJ,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-1,0,0,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Regina Gordilho,PRONA,RJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Alberto Haddad,PP,SP,-1,0,1,1,1,-1,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,1,0,1,0,1,0,0,0,0,-1,1,1,-1,0,1,-1,-1,0,1,-1,1,1,0,0,0,1,0,0,0,0,0
Ernesto Gradella,PSTU,SP,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,1,-1,1,1,1,-1,0,0,1,-1,-1,1,-1,0,-1,0,0,-1,1,0
Fausto Rocha,PL,SP,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,0,0,1,0,0,1,-1,0,1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1
Liberato Caboclo,PDT,SP,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,0,-1,0,0,-1,0,-1,1,1,1,-1,0,1,0,0,0,0,1,1,1,0,-1,0,1,1,1,0,1,0
José Maria Eymael,PPR,SP,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,0,0,1,0,0,0,0,0,-1,-1,1,-1,0,1,1,-1,0,0,-1,1,0,1,-1,0,-1,0,-1,1,0,0
Luiz Carlos Santos,PMDB,SP,-1,0,-1,1,1,-1,-1,-1,0,-1,-1,1,0,0,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Maurici Mariano,PMDB,SP,-1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,-1,1,1,0,1,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,0,1,1,0,0,-1,1,0,1,0,0,1
Beto Mansur,PPR,SP,-1,0,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,1,1,1,-1,-1,0,1,1,0,-1,-1,0,0,0,1,1,1,1,-1,0,0,-1,-1,0,-1,0,1,1,0,0,0,-1,-1,1,0,1,1
Tadashi Kuriki,PPR,SP,1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,1,0,-1,1,1,-1,1,1,1,1,0,1,1,0,1,1,-1,-1,0,1,-1,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,1,1,1
Augustinho Freitas,PP,MT,-1,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,0,1,-1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sigmaringa Seixas,PSDB,DF,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,0,0,-1,-1,1,1,1,1,0,0,0,1,-1,-1,0,0,1,0,-1,-1,1,-1,1,-1,1,1
Délio Braz,PFL,GO,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,1,1,1,0,1,1,0,1,0,-1,-1,-1,1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,1,0
Haley Margon,PMDB,GO,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,-1,1,1,0,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,0,-1,1,-1,1
Paulo Mandarino,PPR,GO,-1,0,1,1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,0,0,0,0,0,1,-1,1,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,0,-1,0,0,-1,-1,0,-1,0
Pedro Abrão,PTB,GO,-1,0,0,1,1,-1,-1,0,0,0,0,0,1,0,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,0,1,-1,-1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,1
Elisio Curvo,PTB,MS,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,-1,0,1,0,1,0,-1,0,0,0,-1,-1,1,1,0,1,0,-1,1,0,0,0,1,1,0,0,0,0,-1,0,1,1,1
George Takimoto,PFL,MS,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,-1,-1,0,1,0,1,-1,-1,-1,0,0,1,1,-1,0,0,0,0,-1,1,-1,0
José Elias,PTB,MS,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,0,0,0,-1,1,1,1,1,0,1,-1,1,-1,0,0,1,1,0,0,0,0,-1,-1,0,1,0
Marilu Guimarães,PFL,MS,-1,0,0,1,1,-1,-1,-1,0,0,-1,1,0,1,1,1,1,-1,1,1,1,1,0,-1,-1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
Antônio Barbara,PMDB,PR,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,0,1,0,1,1,-1,0,1,1,-1,-1,0,1,-1,0,1,-1,-1,-1,0,0,0,0,0,1,-1,1,0,0,1,0,1
Basílio Villani,PPR,PR,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,0,-1,0,0,0,-1,1,-1,1
Pinga Fogo de Oliveira,PDT,PR,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,1,1,0,0,-1,-1,0,1,1,-1,1,0,1,-1,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Carlos Roberto Massa,PTB,PR,-1,1,0,0,1,-1,-1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,-1,0,-1,1,-1,0,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1
Carlos Scarpelini,PP,PR,-1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,1,1,1,0,1,-1,1,0,0,0,0,-1,0,1,0,0,0,0,0,-1,-1,0,1,1,0,0,-1,0,0,-1,0,1,1
Delcino Tavares,PP,PR,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,-1,1,1,-1,0,1,0,1,1,-1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0,1,-1,0,-1,-1,1,1,-1
Edi Siliprandi,PSD,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,1,1,-1,0,0,0,0,0,0,-1,0,1,0,0,0,-1,-1,0,0,0,1
Joni Varisco,PMDB,PR,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,0,1,-1,1,1,1,0,1,0,-1,0,1,1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,0,1,-1,1,-1,1,-1,-1,0,0,1
Luiz Carlos Hauly,PP,PR,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,0,0,-1,1,1,1,-1,1,1,-1,-1,-1,0,-1,1,1,0,1,-1,0,-1,-1,1,0,1
Mathues Iensen,PSD,PR,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0,1,-1,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0
Onaireves Moura,PSD,PR,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0
Otto Cunha,PPR,PR,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,1,-1,1,1,1,1,0,0,1,0,1,1,-1,-1,0,1,-1,0,1,0,0,-1,-1,0,1,1,-1,1,-1,0,0,-1,1,1,1
Reinhold Stephanes,PFL,PR,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,-1,0,1,-1,1,1,1,1,0,1,0,0,1,1,1,-1,0,1,1,1,1,-1,-1,-1,-1,0,1,0,1,-1,0,0,0,-1,0,-1,0
Renato Johnsson,PP,PR,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,-1,-1,0,0,1
Hugo Biehl,PPR,SC,1,0,1,-1,-1,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,1,0,1,1,-1,0,0,0,1,1,0,-1,0,1,-1,0,0,-1,-1,0,-1,0,1,1,0,-1,-1,-1,0,-1,1,1,1
Paulo Duarte,PPR,SC,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,1,-1,1,-1,0,-1,1,-1,-1,0,1,-1,0,0,0,0,-1,0,0,0,1,1,-1,0,1,-1,1,1,1,0
Ruberval Pilotto,PPR,SC,-1,0,0,1,1,-1,-1,-1,0,0,0,0,1,0,1,1,1,-1,1,0,1,0,0,0,-1,0,1,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,1
Fetter Junior,PPR,RS,1,1,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,-1,-1,-1,0,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,1,1,0,0,0,-1,-1,-1,1,-1,1
Adylson Motta,PPR,RS,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,0,1,1,1,0,-1,1,-1,-1,-1,1,-1,0,0,-1,1,1,1,1,1,1,1,-1,0,0,-1,-1,1,-1,1
Amaury Muller,PDT,RS,1,0,0,1,1,-1,-1,0,0,0,0,0,-1,-1,1,1,1,0,-1,-1,1,1,0,0,-1,0,-1,-1,-1,1,1,1,-1,0,1,1,1,1,0,1,-1,-1,1,-1,1,-1,-1,1,0,1,1
Arno Magarinos,PPR,RS,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,0,0,0,0,1,0,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,0,1,1,0,-1,1,-1,-1,-1,0,1,1
Eden Pedroso,PT,RS,1,0,1,1,1,-1,-1,-1,0,0,0,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,0,1,1,-1,0,1,0,-1,-1,0,1,0,0,-1,1,0,0,1
João de Deus Antunes,PPR,RS,1,1,1,1,1,1,-1,-1,0,0,-1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,0,-1,-1,-1,-1,1,1,-1,0,0,-1,0,-1,-1,0,1,1,0,-1,0,-1,-1,-1,1,-1,1
Luis Roberto Ponte,PMDB,RS,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,1
Nelson Jobim,PMDB,RS,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,1
Osvaldo Bender,PPR,RS,1,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,-1,-1,-1,0,-1,1,1,1,1,0,-1,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,0,-1,1,1,1
Felipe Mendes,PPR,PI,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-1,-1,0,-1,-1,1,1,0,-1,0,1,0,0,1,0,0
José Felinto,PP,PR,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1,-1,0,0,-1,0,0,0,-1,0,0,1,0,1,0,1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Uequed,PSDB,RS,-1,0,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,0,1,1,1,0,0,-1,1,0,0,-1,0,-1,1,1,-1,1,1,1,-1,0,1,1,0,-1,0,0,-1,1,0,0,-1,0,-1,1,0,1,1
Hagahus Araújo,PMDB,TO,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,1,0,0,1,0,0,0,1,0,0,1,0,0
Laerte Bastos,PSDB,RJ,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,0,1,1,0,0,-1,-1,0,1,0,-1,1,0,1,1,1,1,0,0,-1,-1,0,1,0,1,-1,0,1,-1,-1,0,0,1
Orlando Pacheco,PSD,SC,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,1,-1,0,0,1,0,-1,0,0,0,0,0,-1,-1,1,0,0,1,-1,0
José Ulisses de Oliveira,PTB,MG,-1,0,0,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,1,-1,-1,-1,-1,1,0,1
Eduardo Mascarenhas,PSDB,RJ,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,-1,-1,1,1,0,0,0,-1,0,-1,1,-1,1,0,0,1,0,0,-1,-1,0,0,0,0,1,0,0,0,0,-1,1,0,-1,1
Ubaldo Dantas,PSDB,BA,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,-1,0,0,0,1,1,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,1,0,1,0,-1,1
Cyro Garcia,PSTU,RJ,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,1,-1,1,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,1,0
Hilário Braun,PMDB,RS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Paulo Novaes,PMDB,SP,1,1,-1,1,1,-1,-1,-1,-1,0,0,1,1,-1,1,1,1,-1,-1,1,1,1,0,1,1,-1,1,1,-1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,-1,1,-1,1,0,-1,1
Airton Sandoval,PMDB,SP,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,0,0,0,1,1,0,1,-1,-1,1,1,0,1,0,0,0,-1,1,0,0,1,-1,0
Luciano Castro,PPR,RR,1,1,0,-1,1,-1,-1,0,0,0,-1,-1,1,0,1,-1,-1,-1,0,0,1,1,0,1,0,0,1,1,-1,-1,1,1,-1,0,0,0,-1,1,0,0,1,1,0,-1,-1,-1,0,-1,1,0,1
Deni Schwartz,PSDB,PR,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,0,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,0,0,-1,0,-1,1,1,-1,1
Luiz Máximo,PSDB,SP,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,0,1,1,-1,0,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,0,1,-1,1,1,-1,1
José Abrão,PSDB,SP,-1,1,1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,0,0,1,-1,1,1,1,1,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1
Helvécio Castello,PT,ES,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,1,1,-1,1
Armando Pinheiro,PPR,SP,-1,1,1,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,1,0,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,-1,1,-1,1
Chafic Farhat,PPR,SP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0
Armando Viola,PMDB,ES,-1,1,-1,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,1,0,-1,1,0,1,-1,1,0,-1,-1,-1,0,0,0,0,1,-1,0,1,-1,1,1,-1,1
Itsuo Takayama,PSD,MT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,0,1,0,1,1,0,0,-1,0,0,1,1,1,-1,1,1,0,0,1,-1,0
Feres Nader,PSC,RJ,1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Chico Amaral,PMDB,SP,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,-1,1,1,1,0,-1,1,0,0,1,-1,0
