nome,partido,uf,PDC 141/1991,PDC 82/1991,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 51/1990,PEC 61/1990,PEC 61/1990,PEC 82/1991,PEC 82/1991,PEC 82/1991,PL 1258/1988,PL 1258/1988,PL 1258/1988,PL 1991/1991,PL 202/1991,PL 202/1991,PL 202/1991,PL 2145/1991,PL 2592/1992,PL 2592/1992,PL 2747/1992,PL 2747/1992,PL 2747/1992,PL 2747/1992,PL 2920/1992,PL 2990/1992,PL 2990/1992,PL 3031/1992,PL 3387/1992,PL 3399/1992,PL 4573/1990,PL 4573/1990,PL 5051/1990,PL 8/1991,PRC 93/1992,PRC 93/1992
Tadashi Kuriki,PPR,SP,0,1,1,1,0,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,0,-1,0,1,1,1,1,-1,0,1,1,0,0,-1,0,0,0,0,0,0
Sigmaringa Seixas,PSDB,DF,0,-1,1,1,-1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,-1,0,0,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,0,0,1,0,-1,0,1,1
Délio Braz,PFL,GO,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,-1,1,1,1,1,0,0,-1,0,1,1,1,0
Elisio Curvo,PTB,MS,0,0,1,1,1,1,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,1,1,-1,1,1,1,1,1,-1,1,1,1,0,0,-1,-1,-1,0,0,1,1
George Takimoto,PFL,MS,0,0,-1,0,0,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,0,1,0,1,-1,1,1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,0,0
José Elias,PTB,MS,0,0,-1,0,0,1,0,0,0,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,1,1,0,0,-1,1,0,0,1,1
Marilu Guimarães,PFL,MS,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Antônio Barbara,PMDB,PR,0,0,1,1,1,0,-1,0,0,1,0,0,1,0,1,-1,0,0,0,1,1,1,1,-1,1,1,1,1,1,-1,1,0,0,0,0,0,-1,1,1,0,0,0
Pinga Fogo de Oliveira,PDT,PR,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,-1,1,0,1,1,1,-1,0,1,0,0,0,0,-1,0,0,0,1,1
Carlos Roberto Massa,PTB,PR,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
Carlos Scarpelini,PP,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Delcino Tavares,PP,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joni Varisco,PMDB,PR,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1
Luiz Carlos Hauly,PP,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Mathues Iensen,PSD,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Otto Cunha,PPR,PR,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,-1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,0,1,0,0,0
Reinhold Stephanes,PFL,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,1,0
Renato Johnsson,PP,PR,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,-1,0,1,1,1,1,-1,0,1,0,0,0,0,-1,1,0,1,0,0
Paulo Duarte,PPR,SC,0,1,1,1,1,0,1,0,0,1,-1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,1,0,0,1,1
Amaury Muller,PDT,RS,0,1,-1,0,0,0,-1,0,0,-1,-1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,-1,-1,-1,1,0,-1,1,0,0,0,1,0,-1,0,1,1
Arno Magarinos,PPR,RS,0,0,1,1,1,1,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,1,-1,0,0,1,1,1,-1,1,1,0,0,0,-1,-1,1,1,0,1,1
Luis Roberto Ponte,PMDB,RS,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,0,1,0,1,1,0,-1,0,1,0
Nelson Jobim,PMDB,RS,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,-1,0,0,1
Jorge Uequed,PSDB,RS,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,0,0,0,0,0,-1,0,0,0,1,1,1,-1,-1,-1,1,0,0,1,0,0,0,1,0,1,0,1,0
Hagahus Araújo,PMDB,TO,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,-1,0,1,-1,1,1,1,0,0,0,1,1,0,0,0,0
Ubaldo Dantas,PSDB,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Hilário Braun,PMDB,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0
Paulo Novaes,PMDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Iberê Ferreira,PFL,RN,0,1,1,1,1,0,1,0,0,1,-1,0,1,0,0,0,0,0,0,1,0,0,1,-1,0,1,1,1,1,-1,1,1,1,0,0,0,-1,0,0,0,0,0
Pedro Corrêa,PFL,PE,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,-1,0,0,1,0,0,0,-1,0,0,0,1,0
Marcia Cibilis Viana,PDT,RJ,0,1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,0,0,1,0,0,0,1,0,0,0,1,-1,1,-1,-1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0
Alberto Goldman,PMDB,SP,0,1,1,1,1,1,1,1,0,1,-1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,0,1,0,1,0,0,1,-1,0,0,0,0
Arnaldo Faria de Sá,PPR,SP,0,1,1,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
Ary Kara,PMDB,SP,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,1,1,1,0,0,0,0,-1,0,1,0,0,0
Francisco Dornelles,PPR,RJ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,-1,1,0,0,0,0,-1,1,0,0,0,1,0
Costa Ferreira,PP,MA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Heráclio,PMN,PE,0,0,1,1,1,1,1,0,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,0,-1,1,1,1,1,1,-1,0,1,1,1,0,0,-1,1,0,0,0,0
Jayme Santana,PSDB,MA,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,0,1,1,-1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1
Zila Bezerra,PMDB,AC,0,1,0,0,0,0,1,0,0,1,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0,0,0,0,1,1
Fátima Pelaes,PFL,AP,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,-1,0,1,1,1,1,-1,0,1,0,0,0,0,-1,0,0,0,1,0
Mario Chermont,PP,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
João Maia,PP,AC,0,1,0,1,0,1,0,0,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,0,-1,1,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0
Cid Carvalho,PMDB,MA,0,1,1,1,1,1,1,0,0,1,-1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,1,0,0,0,1,1
Ricardo Murad,PSD,MA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Roseana Sarney,PFL,MA,0,1,1,1,1,1,1,0,0,1,-1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,0,1,0,0,0
B. Sá,PP,PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paulo Silva,PSDB,PI,0,0,1,1,1,1,1,0,0,1,-1,1,1,0,1,0,0,0,0,-1,0,0,0,1,0,1,-1,-1,-1,1,1,0,0,0,0,1,1,0,1,0,1,1
Fernando Freire,PPR,RN,0,1,1,1,1,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,-1,0,1,1,0,0,0,-1,0,0,0,0,0
José Maranhão,PMDB,PB,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,-1,0,0,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
Alvaro Ribeiro,PSB,PE,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,0,1,1,0,0,0,1,0,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,0,0,0,1,-1,0,0,1,1
Cleto Falcão,PSD,AL,0,1,0,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,-1,1,1,1,1,1,0,0,1,1,0,0,0,-1,0,0,0,0,0
Raul Belém,PP,MG,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Wagner do Nascimento,PP,MG,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,1,0,1,1
João Mendes,PTB,RJ,0,0,1,1,1,1,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,0,-1,1,1,1,1,1,-1,0,1,0,0,0,0,-1,0,-1,0,1,1
José Cicote,PT,SP,0,0,-1,1,-1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,1,1,0,-1,0,0,0
Benedito Domingos,PP,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jofran Frejat,PP,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Flávio Derzi,PP,MS,0,0,0,1,0,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,1,1,0,1,-1,0,1,0,0,1,0,-1,0,0,0,1,1
Cesar Souza,PFL,SC,0,1,1,1,1,0,1,0,0,1,-1,1,1,0,1,0,0,0,0,1,0,0,0,-1,0,1,1,1,1,-1,1,1,1,1,0,0,-1,0,1,0,1,0
Roberto Rollemberg,PMDB,SP,0,1,1,1,-1,1,1,1,0,1,-1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,0,0,0
Camilo Machado,PTB,MG,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,-1,0,1,0,0,0,0,-1,1,0,0,0,0
Annibal Teixeira,PP,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Tourinho Dantas,PFL,BA,0,1,1,1,1,1,1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,-1,0,1,1,1,0,0,0,1,0,0,1,1
Paulo Cesar de Oliveira Lima,PSC,SP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,1,0,0,0,1,0,0,0,0,0
Júlio Cabral,PTB,RR,0,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Avenir Rosa,PDC,RR,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Aroldo Góes,PDT,AP,0,0,-1,-1,-1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0
Gerson Peres,PDS,PA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,-1,0,0,1,1,1,0,0,0,0,-1,1,-1,-1,1,1,0,0,0
Osvaldo Melo,PDS,PA,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,0,1,0,1,0,1,0,1,0,-1,1,1,1,1,1,-1,0,0,1,1,0,0,-1,1,1,0,1,0
Eduardo Braga,PDC,AM,0,1,1,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nobel Moura,PTB,RO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascoal Novaes,PTR,RO,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raquel Cândido,PDT,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reditário Cassol,PTR,RO,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,-1,-1,1,1,1,1,-1,0,1,0,1,0,0,-1,1,1,0,1,0
Francisco Diógenes,PDS,AC,0,0,1,0,0,1,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,0,1,0
João Tota,PDS,AC,0,1,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,-1,1,1,0,0,0,0,-1,0,0,0,1,0
Francisco Coelho,PDC,MA,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,1,1,0,-1,0,0,0,0,0,0,1,1,0,0,0,0
Haroldo Sabóia,PDT,MA,0,-1,0,0,0,0,1,0,0,1,-1,1,1,0,1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0
Paulo Marinho,PSC,MA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Mauro Sampaio,PSDB,CE,0,0,1,1,1,0,1,0,0,1,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,-1,1,0,0,1,0
Luiz Pontes,PSDB,CE,0,1,1,1,1,1,1,0,0,1,-1,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,1,-1,-1,-1,0,1,1,0,-1,0,0,1,0,0,0,1,0
Orlando Bezerra,PFL,CE,0,1,1,1,0,1,0,0,0,1,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,-1,0,0,1,0,0,0,-1,1,1,0,0,0
Vicente Fialho,PFL,CE,0,1,1,-1,0,1,1,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,-1,1,1,0,1,0,0,-1,0,1,0,0,0
Roberto Freire,PCB,PE,0,-1,1,1,1,1,1,0,0,1,-1,1,1,0,1,1,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,1,0,1,1,1,0,-1,0,0,0
Antônio Holanda,PSC,AL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Vitório Malta,PPR,AL,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Djenal Gonçalves,PDS,SE,0,1,0,0,0,0,1,0,0,1,-1,1,0,0,1,1,1,0,0,1,1,1,1,-1,0,0,1,1,1,-1,1,1,1,0,0,0,-1,1,1,0,0,0
José Teles,PDS,SE,0,1,1,1,1,1,1,0,0,1,-1,-1,-1,0,1,1,0,0,1,1,1,0,1,-1,0,1,1,1,1,-1,1,1,0,0,0,0,-1,0,1,0,0,0
Pedro Valadares,PP,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jairo Azi,PDC,BA,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,-1,1,0,1,0,0,0,-1,1,1,0,0,0
João Alves,PFL,BA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Carlos Bacelar,PMDB,BA,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,1,1,1,-1,0,0,1,0,0,0,-1,1,0,0,0,0
José Lourenço,PDS,BA,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,-1,0,1,0,1,0,0,1,0,0,0,0,0
Luiz Viana Neto,PMDB,BA,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Marcos Medrado,PDC,BA,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Abi-Ackel,PDS,MG,0,1,-1,-1,0,0,-1,0,0,-1,-1,0,1,0,1,1,0,0,0,0,1,1,-1,1,0,1,-1,-1,-1,1,1,1,1,0,0,-1,1,1,1,0,0,0
João Rosa,PMDB,MG,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leopoldo Bessone,PMDB,MG,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0
Aloízio Santos,PMDB,ES,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0
Paulo Hartung,PSDB,ES,0,0,1,1,1,0,1,0,0,1,-1,1,1,0,1,0,0,0,0,1,0,0,1,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,0,-1,0,0,0
Cesar Maia,PMDB,RJ,0,1,1,1,1,0,1,0,0,1,-1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0
Paulo Portugal,PDT,RJ,0,-1,0,0,0,0,0,-1,0,-1,0,1,0,0,1,1,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,-1,0,1,1
Roberto Campos,PDS,RJ,0,1,1,1,1,0,1,0,1,1,-1,1,1,0,1,1,0,0,0,0,1,0,0,-1,1,1,1,1,1,0,1,1,1,0,1,-1,-1,0,0,0,0,0
Delfim Netto,PDS,SP,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,-1,1,0,0,-1,1,1,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0
Tidei de Lima,PMDB,SP,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,-1,-1,1,0,0,0,0,0,0,1,1,-1,0,1,1
João Mellão Neto,PL,SP,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manoel Moreira,PMDB,SP,0,1,1,1,1,0,1,0,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-1,-1,-1,1,1,1,0,1,0,0,1,0,-1,0,1,1
Oswaldo Stecca,PSDB,SP,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0
Augustinho Freitas,PTB,MT,0,0,0,0,1,0,0,0,0,-1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,0,1,0,0,-1,0,0,0,0,0
Benedito Domingos,PTR,DF,0,1,0,0,0,1,1,0,0,1,-1,1,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
Délio Braz,PMDB,GO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lúcia Vânia,PMDB,GO,0,0,1,1,0,0,0,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,0,1,1,0,0,0,1,0,0,0,0,0
Maria Valadão,PDS,GO,0,0,0,-1,0,0,1,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,0,1,0,1,0,0,-1,0,1,0,1,0
Mauro Miranda,PMDB,GO,0,0,1,1,1,0,1,0,0,1,-1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,-1,1,0,0,1,0,0,1,1,-1,0,1,1
Mario Assad,PDC,GO,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0
Pedro Abrão,PMDB,GO,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Ronaldo Caiado,S.Part.,GO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathues Iensen,PTB,PR,0,1,0,0,0,0,1,0,0,1,-1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,-1,0,1,0,0,0,0,-1,1,1,0,0,0
Jarvis Gaidzinski,PL,SC,0,0,1,1,0,0,1,0,0,1,-1,1,1,0,0,1,1,0,0,0,1,0,1,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,1,0
Nelson Morro,PFL,SC,0,1,1,1,1,1,0,0,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,0,-1,0,1,1,1,1,-1,0,1,1,1,0,0,-1,1,1,0,1,0
Ruberval Pilotto,PDS,SC,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,-1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Osvaldo Bender,PDS,RS,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,0,0,-1,1,1,1,1,1
Eurides Brito,PTR,DF,0,1,-1,-1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,-1,0,1,1,1,1,-1,0,1,1,0,0,0,-1,1,1,0,1,1
Edivaldo Motta,PMDB,PB,0,0,0,1,1,1,1,0,0,1,-1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Annibal Teixeira,PTB,MG,0,-1,1,1,1,0,-1,0,0,1,-1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,0,1,0,0,0,0,-1,1,1,0,0,0
Caldas Rodrigues,PSC,PI,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edésio Frias,PDT,RJ,0,0,-1,-1,0,0,-1,0,0,-1,-1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,1,0,-1,0,0,0,0,1,0,0,0,0,0
Eduardo Mascarenhas,PDT,RJ,0,-1,-1,-1,-1,0,-1,0,0,0,-1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,-1,-1,-1,1,0,-1,0,0,0,0,1,0,0,0,1,1
Teresa Surita,PDS,RR,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,1,1,1,-1,0,0,0,0,0,0,-1,0,1,0,1,0
Carlos Camurca,PTR,RO,0,1,1,1,0,1,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,1,0,0,0,0,-1,0,1,0,0,0
Eduardo Siqueira Campos,PDC,TO,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
