nome,partido,uf,MSC 910/1997,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 472/1997,PEC 472/1997,PEC 526/1997,PL 1164/1991,PL 200/1995,PL 3066/1997,PL 3283/1997,PL 3901/1997,PL 4011/1997,PL 4046/1997,PL 4053/1998,PL 4071/1998,PL 4071/1998,PL 4071/1998,PL 4300/1998,PL 4598/1998,PL 4598/1998,PL 4605/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4769/1998,PL 518/1995,PLP 216/1998,PLP 216/1998,PLP 216/1998,PLP 216/1998
Renato Johnsson,PSDB,PR,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,0,-1,1,1,-1,1,1,1
Lidia Quinan,PMDB,GO,1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,0,0,0,0,-1,1,-1,-1,-1,0,0,0,0,0,-1,1,-1,1,0,1,1,1,0,0,-1,1,-1,1,0,0,0,-1,1,1,1,0,1,1,0,0,0,0
Maria Valadão,PTB,GO,0,1,-1,1,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,0,1,0,1,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,1,-1,0,-1,1,0,1,1,0,1,0,0,0,-1,1,0,0,0,-1,1,0,0,-1,1,0,-1,1,0,1
Orcino Gonçalves,PMDB,GO,0,-1,0,0,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,1,0,0,1,1,1,1,0,-1,1,1,0,1,1,1,0,1,1,1,0,0,-1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,1,0,1,-1,1,1,0,0,0,-1,1,0,0,0,0,-1,-1,1,0,0,0,-1,1,1,0
Pedro Canedo,PL,GO,0,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,0,0,-1,0,1,-1,0,1,1,1,1,1,0,0,1,-1,1,1,1,0,0,1,0,0,0,-1,-1,1,-1,-1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,-1,1,0,0,0,-1,1,1,0,0,0,0,-1,0,1,0
Rubens Cosac,PMDB,GO,0,1,-1,1,0,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,0,0,1,-1,1,-1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,1
Zé Gomes da Rocha,PSD,GO,1,1,-1,1,1,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-1,1,-1,0,-1,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
Dilso Sperafico,PSDB,MS,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,0,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,0,-1,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1
Flávio Derzi,PPB,MS,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,1,-1,-1,1,0,1,-1,0,1,0,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,-1,0,1,0,0,-1,0,0,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
Adylson Motta,PPB,RS,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1
Ricardo Gomyde,PCdoB,PR,0,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,1,0,0,-1,1,1,1,0,0,0,1,1,-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,0,-1,0,0,1,0,-1,0,1,-1,0,0,1,0,0,1,0,-1,-1,0,0,0,1,-1,0,-1
Antonio Ueno,PFL,PR,0,1,-1,1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,0,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,0,1,1,0,0,0,-1,1,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1
Fernando Ribas Carli,PPB,PR,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,0,-1,0,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,0,-1,-1,0,0,1,1,1,0,0,1,0,0,0,0,-1,-1,1,1,0,-1,1,1,-1,1,1,1
José Borba,PTB,PR,0,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,0,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,1,-1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,0,1,0,-1,0,1,1
Nedson Micheleti,PT,PR,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,0,1,0,-1,0,1,1,-1,-1,0,1,-1,0,-1,0,0,0,1,-1,-1,0,0,1,1,1,-1,0,-1
Paulo Ritzel,PMDB,RS,1,1,-1,1,1,-1,-1,-1,0,0,0,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,0,-1,0,0,0,0,-1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,0,0,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Mário Cavallazzi,PPB,SC,0,1,-1,1,0,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,1,0,0,0,0,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,1,1,-1,-1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,-1,1,1,1
Milton Mendes,PT,SC,0,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,0,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,1,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,-1,1,0,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Neuto de Conto,PMDB,SC,1,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,-1,0,0,-1,-1,1,-1,-1,-1,1,0,0,0,1,-1,1,-1,0,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,0,1,0,-1,1,1,-1,1,1,1
Jair Soares,PPB,RS,1,0,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,-1,1,1,-1,-1,1,1,-1,1,1,1
Jarbas Lima,PPB,RS,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,1,1,-1,-1,1,1,-1,0,1,1
Matheus Schmidt,PDT,RS,-1,-1,-1,-1,0,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,0,0,-1,1,1,1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,0,1,-1,-1,0,0,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Odacir Klein,PMDB,RS,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Osvaldo Biolchi,PTB,RS,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,1,0,-1,0,1,1
Nan Souza,PFL,MA,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezidio Pinheiro,PSDB,RS,0,1,-1,1,1,-1,1,1,1,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,0,1,0,-1,-1,-1,1,0,0,1,-1,0,0,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,0,-1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Edson Silva,PSDB,CE,1,1,-1,1,1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,0,1,1,0,-1,1,0,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Osmir Lima,PFL,AC,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,1,0,0,1,0,0,0,-1,1,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,0,0
Oscar Andrade,PFL,RO,1,1,-1,1,0,-1,-1,0,-1,-1,0,-1,1,0,-1,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,1,-1,-1,1,-1,0,-1,0,1,1,1,1,0,0,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0
Haroldo Sabóia,PT,MA,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,1,-1,-1,1,1,0,1,1,1,0,0,1,1,-1,0,0,1,-1,0,0,1,-1,0,0,0,1,0,1,0,-1,0,0,1,1,0,0,0,0
Marçal Filho,PSDB,MS,1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,-1,0,0,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,0,1,0,-1,1,-1,0,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Djalma de Almeida Cesar,PMDB,PR,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,0,1,1,1,1,-1,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Regina Lino,PMDB,AC,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,0,0,1,1,1,0,0,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,-1,0,1,1,0,0,1,1,1,0,1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Wagner do Nascimento,PPB,MG,0,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,0,1,1,1,1,1,-1,0,1,0,1,1,0,0,0,0,1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,1,1,0,-1,0,0,1,0,0,1,0,-1,1,-1,1,0,1,-1,-1,0,1,0,-1,1,1,-1,1,1,1
Lamartine Posella,PPB,SP,1,1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,-1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,1,1,1,0,0,-1,1,0,1,0,0,0,-1,1,1,0,0,1,1,-1,1,1,1
Etevalda Grassi de Menezes,PMDB,ES,1,1,-1,1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,-1,0,-1,1,0,0,1,1,1,0,0,1,-1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,0,1,1,0,0,0,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Dércio Knop,PDT,SC,0,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,-1,1,1,0,1,-1,1,-1,0,1,1,-1,1,1,1
Carlos Alberto Campista,PFL,RJ,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,1,1,0,0,1,-1,1,-1,1,0,0,0,0,1,1,0,-1,1,1,-1,1,1,1
Geraldo Pastana,PT,PA,0,-1,-1,-1,0,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,0,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,0,-1,0,-1,1,-1,0,-1,1,1,0,1,-1,0,-1,0,0,1,1,-1,-1,-1
Joana Darc,PT,MG,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,-1,1,0,1,-1,-1,0,1,-1,0,0,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Paulo Nascimento,PPB,RJ,0,0,0,0,0,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,1,1,0,1,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
Vanio dos Santos,PT,SC,-1,0,0,0,0,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,-1,1,1,1,1,0,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,0,1,-1,0,-1,1,1,0,0,0,-1,-1,0,1,1,1,-1,-1,-1
Osmar Leitão,PPB,RJ,1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,0,0,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,1,-1,-1,0,1,1,1,-1,1,1,1
Paulo Lustosa,PMDB,CE,1,1,-1,1,1,1,0,0,0,1,-1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,-1,-1,0,-1,0,-1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,-1,-1,0,0,0,1,-1,-1,0,1,0,1,1,1,1,-1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,1,1,-1,1,1,1
Arlindo Vargas,PTB,RS,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Emílio Assmar,PPB,AC,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,-1,0,1,0,-1,-1,-1,0,0,1,-1,0,0,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,0,-1,1,0,1,1,1,1,1,-1,1,0,1,0,1,0,-1,1,1,1,0,1,0,-1,1,1,1
Mário Assad Júnior,PFL,MG,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,1,-1,1,0,0,0,-1,0,1,1,-1,1,1,0,0,0,0
Ari Magalhães,PPB,PI,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,1,1,-1,-1,1,1,0,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,1,1,1
Felipe Mendes,PPB,PI,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,0,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Augusto Viveiros,PFL,RN,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,1,1,0,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1
João Alberto,PMDB,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,-1,1,1,0,-1,1,1,0,0,0,0
Magno Bacelar,PFL,MA,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,-1,1,0,-1,-1,-1,1,0,0,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,0,1,1,0,0,-1,0,0,0,0,1,1,0,1,-1,0,1,-1,1,1,1
Antonio Balhmann,PPS,CE,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,-1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,1,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
Carlos Airton,PPB,AC,1,1,-1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,-1,0,1,1,1,-1,0,-1,1,0,-1,0,0,0,-1,1,1,0,0,1,0,1,-1,-1,-1
Célia Mendes,PPB,AC,1,1,-1,-1,1,-1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,-1,0,0,1,1,-1,0,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,-1,-1
Antônio Jorge,PFL,TO,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,0,-1,1,0,-1,1,1,1
