nome,partido,uf,MSC 910/1997,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 472/1997,PEC 472/1997,PEC 526/1997,PL 1164/1991,PL 200/1995,PL 3066/1997,PL 3283/1997,PL 3901/1997,PL 4011/1997,PL 4046/1997,PL 4053/1998,PL 4071/1998,PL 4071/1998,PL 4071/1998,PL 4300/1998,PL 4598/1998,PL 4598/1998,PL 4605/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4769/1998,PL 518/1995,PLP 216/1998,PLP 216/1998,PLP 216/1998,PLP 216/1998
João Henrique,PMDB,PI,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,1,0,-1,-1,1,-1,1,-1,0,0,0,1,1,1,0,-1,0,-1,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0
Laíre Rosado,PMDB,RN,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-1,1,1,0,-1,1,1,0,0,0,0
Efraim Morais,PFL,PB,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,0,1,1,0,-1,1,1,0,0,0,0
Eujácio Simões,PL,BA,1,1,-1,1,0,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,-1,-1,0,-1,1,-1,0,0,-1,1,1,1,0,1,1,-1,1,1,1
Haroldo Lima,PCdoB,BA,-1,-1,-1,-1,0,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,0,1,1,0,1,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,0,1,-1,-1,-1,0,0,-1,-1,-1,1,1,1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,0,1,0,0,1,-1,-1,-1,0,0,1,1,-1,-1,-1
Jaques Wagner,PT,BA,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,0,1,1,1,1,0,1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,0,0,-1,1,-1,-1,0,0,-1,-1,-1,0,0,1,1,-1,-1,0,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,0,-1,0,1,0,0,-1,1,0,0,1,-1,-1,-1,0,1,1,1,-1,0,-1
Jorge Khoury,PFL,BA,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,1,0,1,0,0,-1,-1,1,1,1,-1,1,0,0,0,0,0
Luiz Moreira,PFL,BA,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Ursicino Queiroz,PFL,BA,1,1,-1,1,1,0,-1,-1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Aécio Neves,PSDB,MG,0,1,-1,1,1,-1,-1,0,-1,0,0,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,0,1,0,0,1,1,0,1,0,0,0,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Carlos Mosconi,PSDB,MG,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,-1,1,1,1,-1,1,1,0,0,0,0
Danilo de Castro,PSDB,MG,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,1,0,0,1,1,1,1,0,1,-1,0,0,0,-1,-1,1,1,1,0,1,1,-1,1,1,1
Jaime Martins,PFL,MG,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,0,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,1,0,0,0,-1,0,1,0,-1,1,1,0,0,0,0
Nilmário Miranda,PT,MG,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,0,1,1,0,0,0,0,0,0,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,1,1,0,0,0,0,-1,1,1,1,0,0,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,0,1,-1,-1,-1
Odelmo Leão,PPB,MG,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,0,1,1,0,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Tilden Santiago,PT,MG,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,1,1,1,-1,0,1,1,1,0,1,1,0,-1,-1,1,-1,-1,-1,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,-1,-1,0,1,1,1,-1,-1,-1
João Coser,PT,ES,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,1,1,-1,1,0,1,-1,1,1,1,0,0,0,1,-1,-1,0,1,-1,0,-1,1,1,0,1,0,-1,-1,0,1,1,1,-1,-1,-1
Rita Camata,PMDB,ES,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,0,0,1,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,0,-1,-1,1,-1,1,1,0,1,0,-1,-1,1,1,-1,1,1,1,1,1,1
Aldir Cabral,PFL,RJ,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Arolde de Oliveira,PFL,RJ,1,0,0,0,1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-1,1,1,1
Eurico Miranda,PPB,RJ,0,1,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,0,0,0,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,1,-1,1,1,1
Jair Bolsonaro,PPB,RJ,0,-1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,-1,0,1,1,1,0,-1,0,-1,1,1,1,0,0,1,-1,-1,-1,1,1,1,-1,1,1,1
Milton Temer,PT,RJ,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,0,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Miro Teixeira,PDT,RJ,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,1,-1,0,-1,0,0,0,1,-1,-1,0,0,1,1,1,-1,-1,-1
Rubem Medina,PFL,RJ,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,0,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,0,0,0,1,-1,1,-1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,-1,1,1,0,0,1,1,-1,0,0,1
Antonio Kandir,PSDB,SP,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,0,-1,1,0,0,0,-1,1,1,1,-1,1,1,0,0,0,0
Cunha Bueno,PPB,SP,0,0,0,0,0,1,1,-1,-1,1,1,0,0,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,1,-1,0,0,1,1,1,-1,0,0,-1,0,1,1,0,0,0,0,1,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,1,1
Duilio Pisaneschi,PTB,SP,1,1,-1,1,1,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,-1,0,-1,1,-1,1,0,0,1,1,-1,1,1,1,0,0,1,0,0,0,0,-1,1,-1,-1,-1,1,-1,1,1,1,-1,0,-1,1,0,1,0,1,1,0,0,0,-1,-1,0,0,-1,-1,1,1,1,-1,1,0,-1,1,1,1
Jair Meneguelli,PT,SP,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
José Aníbal,PSDB,SP,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,0,0,0,1,-1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,-1,1,1,0,0,1,0,0,0,0,0
José Genoíno,PT,SP,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,0,1,-1,-1,0,0,1,1,1,-1,-1,-1
Marcelo Barbieri,PMDB,SP,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,0,-1,0,0,0,0,0,-1,0,-1,-1,0,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1
Teté Bezerra,PMDB,MT,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,0,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,0,1,0,-1,1,-1,0,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Agnelo Queiroz,PCdoB,DF,-1,-1,-1,-1,-1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,-1,1,0,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,-1,1,0,1,-1,-1,0,1,-1,0,0,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Marisa Serrano,PSDB,MS,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,0,1,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,0,0,1,0,0,0,0,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,0,0,1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,1,1,0,0,1,1,-1,1,1,1
Basílio Villani,PSDB,PR,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,0,-1,1,0,1,1,1,1,0,0,0,0,1,0,0,-1,-1,1,1,1,-1,0,0,-1,1,1,1
Luciano Pizzatto,PFL,PR,1,1,-1,1,1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0
Odílio Balbinotti,PSDB,PR,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,1,-1,1,0,1,1,0,0,0,-1,1,0,1,0,0,0,-1,0,1,1,0,1,1,0,0,0,0
Werner Wanderer,PFL,PR,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,1,1,1,0,0,0,1,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Edinho Bez,PMDB,SC,0,0,-1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,0,-1,-1,1,0,1,1,0,0,1,1,1,0,0,1,-1,1,-1,-1,1,-1,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,0,1,1,1,1,1,-1,1,-1,1,0,0,0,-1,1,1,1,0,0,1,-1,1,1,1
Hugo Biehl,PPB,SC,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,0,1,1,-1,1,0,0,1,1,1,1,0,0,0,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,0,0,0,1,1,1,0,-1,0,-1,0,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Paulo Gouvêa,PFL,SC,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,0,0,-1,-1,1,1,0,-1,1,1,-1,1,0,1
Serafim Venzon,PDT,SC,-1,1,-1,-1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,-1,1,1,0,-1,1,1,1,1,-1,1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,-1,1,1,-1,-1,1,0,-1,1,0,0,1,1,1,-1,0,1,-1,1,1,1,-1,1,0,-1,0,0,0,1,1,-1,1,1,-1,0,0,0,0,0,1,0,-1,-1,0,1,1,-1,1,1,1
Airton Dipp,PDT,RS,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,0,-1,1,1,0,1,0,-1,-1,0,1,1,1,1,-1,-1
Fetter Junior,PPB,RS,1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,0,1,1,1,0,-1,-1,1,1,-1,1,1,1,0,0,-1,0,1,0,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Germano Rigotto,PMDB,RS,0,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,0,1,0,-1,1,0,1,0,0,1,1,0,0,-1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,0,0,0,0,1,1,0,0,0,-1,1,0,1,0,-1,0,1,0,-1,1,1,-1,1,1,1
Paulo Paim,PT,RS,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,-1,-1,-1
Fioravante,PT,RS,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,0,0,1,1,1,1,0,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,1,0,1,1,1,-1,0,0,1,-1,0,0,1,-1,0,-1,1,1,0,1,0,-1,-1,0,1,1,0,0,0,0
Albérico Filho,PMDB,MA,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1
Ana Catarina,PMDB,RN,0,0,0,0,0,-1,-1,0,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,0,-1,1,-1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
Arnaldo Madeira,PSDB,SP,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,1,-1,1,1,1,-1,1,1,-1,1,0,0
Jaime Fernandes,PFL,BA,0,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,0,1,1,1,0,-1,1,0,0,0,0,0,-1,1,1,1,0,1,0,-1,1,1,1
João Magalhães,PMDB,MG,0,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,0,0,1,-1,1,-1,0,1,1,0,1,0,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,1,0,1,-1,-1,1,1,1,0,1
Júlio Redecker,PPB,RS,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,0,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1
Murilo Domingos,PTB,MT,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,-1,1,-1,-1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,0,0,0,-1,1,0,1,0,0,0,-1,1,0,0,-1,1,0,-1,1,0,1
Pedro Valadares,PSB,SE,-1,-1,-1,-1,0,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,0,-1,0,0,0,1,-1,-1,0,0,1,1,1,-1,-1,-1
