nome,partido,uf,MPV 502/2010,MPV 502/2010,MPV 502/2010,MPV 503/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 512/2010,MPV 512/2010,MPV 513/2010,MPV 514/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 521/2010,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 528/2011,MPV 528/2011,MPV 530/2011,MPV 530/2011,MPV 530/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 533/2011,MPV 533/2011,MPV 539/2011,MPV 540/2011,MPV 541/2011,PDC 1351/2008,PDC 220/2011,PDC 220/2011,PDC 220/2011,PDC 2600/2010,PDC 2600/2010,PDC 2600/2010,PDC 47/2011,PEC 270/2008,PEC 445/2009,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 98/2007,PEC 98/2007,PEC 98/2007,PEC 98/2007,PL 1209/2011,PL 1749/2011,PL 1876/1999,PL 1876/1999,PL 1876/1999,PL 382/2011,PL 382/2011,PL 382/2011,PL 3937/2004,PLP 306/2008,PLP 87/2011,REC 92/2011,REQ 1548/2011,REQ 2086/2011,REQ 2714/2011,REQ 343/2011,REQ 349/2011,REQ 7537/2010
Sérgio Barradas Carneiro,PT,BA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1
Eudes Xavier,PT,CE,-1,0,-1,-1,0,-1,-1,1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,0,1,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,0,-1,1,1,-1,1,1,-1,1,0,-1,1,1,1
Chico Lopes,PCdoB,CE,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,1,0,0,-1,-1,-1,0,-1,0,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,0,-1,0,1,1,1,-1,1,-1,-1,0,0,1,-1,-1,1,1,1
José Airton Cirilo,PT,CE,-1,-1,0,-1,0,-1,0,1,0,0,-1,-1,1,-1,-1,0,0,0,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,1,0,1,1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,1,1,1,-1,1,0,0,0,-1,-1,1,0,1,0,0,1,0,-1,1,0,1
José Guimarães,PT,CE,-1,-1,-1,0,-1,-1,-1,1,0,1,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,0,-1,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,1
Augusto Carvalho,PPS,DF,-1,1,0,-1,0,1,0,0,-1,0,1,-1,-1,-1,1,0,1,-1,-1,0,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,1,0,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,0,1,0,1,-1,-1,-1
Camilo Cola,PMDB,ES,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,0,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,1,0,-1,0,-1,1,0,0
Sueli Vidigal,PDT,ES,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,0,-1,-1,1,-1,0,-1,-1,0,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,0,1,0,0,1,-1,-1,-1,0,1,-1,1,1,-1,0,0,1,1,0,-1,0,-1,1,0,1,1,1,1,-1,1,1,1,0,0,0,1,-1,-1,-1,1,1,-1,0,0,0,0,-1,1,1,1
Lelo Coimbra,PMDB,ES,0,0,-1,-1,-1,-1,-1,0,0,0,1,0,1,0,0,1,-1,1,1,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,0,0,0,-1,0,0,1,-1,1,1,-1,0,0,0,1,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,0,1,0,-1,1,1,0
Íris de Araújo,PMDB,GO,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,-1,1,-1,-1,0,0,1,-1,0,1,1,1
Carlos Brandão,PSDB,MA,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,1,0,0,0,0,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,0,-1,1,0,0,1,1,0,1,1
Domingos Dutra,PT,MA,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,-1,-1,0,1,1,1,1,1,0,-1,0,-1,-1,-1,-1,-1,1,0,1,1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,1,-1,1,1,0,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,1,1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1
Pinto Itamaraty,PSDB,MA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,1,1,1,-1,-1,1,1,1,1,-1,0,-1,1,0,1,1,0,0,1,1
Professor Setimo,PMDB,MA,0,1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,-1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,0,-1,0,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1,0,1,0,0,0,-1,-1,1,0,1,1,0,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,1
Waldir Maranhão,PP,MA,-1,-1,-1,0,-1,-1,-1,1,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,1,1,1,0,0,1,-1,0,-1,-1,-1,-1,-1,1,1,0,1,0,-1,-1,1,0,0,0,0,0,0,-1,1,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,1,1
Aelton Freitas,PR,MG,-1,0,-1,-1,-1,0,-1,0,0,0,1,-1,1,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,-1,0,1,0,-1,1,1,-1,-1,1,0,-1,1,1,-1,0,-1,1,0,1
Antônio Roberto,PV,MG,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,0,1,1,0,1,1,0,0,0,0,0,-1,-1,1,1,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,1,0,-1,0,-1,1,0,0,1,1,0
Fábio Ramalho,PV,MG,0,0,-1,-1,-1,0,0,0,0,0,1,0,1,-1,0,1,0,1,0,-1,-1,1,0,1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,-1,0,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,0,0,-1,-1,-1,-1,1,-1,-1,1,0,0,-1,-1,1,1,0
Jô Moraes,PCdoB,MG,-1,-1,0,-1,-1,-1,0,1,0,0,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,1,1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,1,1
Mário de Oliveira,PSC,MG,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,1,-1,1,1,-1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,-1,-1,1,-1,-1,0,-1,1,0,-1,0,1,0
Miguel Corrêa,PT,MG,0,-1,0,-1,0,-1,-1,0,0,0,1,0,0,-1,-1,1,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,-1,0,1,1,1,0,1,0,1,1,0,-1,0,0,0,-1,-1,-1,1,0,1,0,-1,1,-1,-1,1,0,1
Paulo Abi-Ackel,PSDB,MG,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,1,0,0,0,0,-1,0,-1,-1,-1,1,1,1,0,-1,-1,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,0,1,1,0,1,1
Rodrigo de Castro,PSDB,MG,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
Homero Pereira,PR,MT,0,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,-1,1,-1,1,0,-1,0,1,1,1,1,1,1,-1,-1,0,-1,-1,-1,0,1,-1,1,1,-1,0,-1,0,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,-1,-1,1,-1,0,0,0,1,0,-1,1,1,1
Valtenir Pereira,PSB,MT,-1,0,-1,0,-1,0,0,1,1,0,0,-1,0,-1,-1,1,-1,1,-1,-1,0,0,0,1,1,1,1,0,-1,0,0,-1,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,1,-1,-1,0,0,1,-1,-1,0,-1,1,1,0,0,0,1,-1,1,1,0,1,0,-1,1,-1,-1,-1,1,-1,0,0,-1,0,-1,-1,1,0,1
Beto Faro,PT,PA,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,-1,-1,1,-1,1,-1,-1,0,1,1,0,1,0,1,-1,-1,0,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,1
Lúcio Vale,PR,PA,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1
Wandenkolk Gonçalves,PSDB,PA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,1,0,0,-1,0,-1,-1,-1,-1,0,0,0,1,0,-1,-1,1,1,1,1,-1,0,-1,0,-1,1,0,0,0,0,1
Ana Arraes,PSB,PE,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,-1,1,-1,-1,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,1,0,0,-1,-1,0,1,1
Bruno Araújo,PSDB,PE,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,1,-1,0,0,0,-1,-1,0,0,0,0,1,1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,-1,0,1,0,0,0,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,0,-1,0,-1,0,1,1,0,1,1
Eduardo da Fonte,PP,PE,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,0,0,1,0,0,0,0,-1,0,-1,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,1,1,-1,0,0,1,0,0,-1,0,-1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,1,0
Fernando Coelho Filho,PSB,PE,-1,0,-1,-1,-1,-1,-1,1,1,0,1,0,0,-1,-1,0,0,1,-1,-1,0,0,1,1,0,1,1,-1,-1,0,0,0,0,-1,1,1,0,1,-1,-1,-1,0,1,0,0,0,0,0,-1,0,0,1,1,0,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,1,-1,1,0,1,-1,-1,-1,1,0,-1,1,-1,0,-1,-1,1,1,1
Raul Henry,PMDB,PE,-1,1,1,-1,1,1,1,-1,-1,0,1,1,-1,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,0,-1,0,0,0,0,1,1,-1,0,0,1,-1,-1,-1,-1,1,0,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,0,1,1,1,-1,1,1
Osmar Júnior,PCdoB,PI,-1,-1,-1,0,-1,0,-1,1,0,1,1,0,0,-1,-1,1,-1,0,0,0,-1,1,1,1,0,1,0,0,-1,0,0,0,0,0,1,1,1,1,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,1,1,1,0,1,1,0,-1,1,0,1,1,-1,-1,1,0,0,1,0,0,-1,-1,1,1,1
Andre Vargas,PT,PR,-1,0,-1,-1,-1,-1,0,0,1,0,1,0,1,-1,0,1,-1,0,-1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,0,-1,1,1,0,1,-1,0,-1,0,1,0,0,0,0,0,-1,1,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,1,1,0,-1,-1,0,1,1,1,1,1,1,-1,1,0,1,-1,1,0,1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,1,1,1
Angelo Vanhoni,PT,PR,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,-1,1,1,-1,-1,0,1,0,-1,-1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,-1,-1,-1,1,0,1,1,0,1,0,0,0,1,1
Alfredo Kaefer,PSDB,PR,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,1,-1,-1,1,0,0,0,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,-1,1,1,0,1,-1,1,-1,1,0,0,0,1,0,1,1
Dr. Adilson Soares,PR,RJ,-1,0,-1,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,1,-1,1,-1,0,0,0,1,1,1,1,1,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,1,1,0,1,-1,-1,-1,1,1,-1,0,0,1,0,-1,1,1,1
Andreia Zito,PSDB,RJ,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1,-1,0,0,0,0,-1,-1,-1,-1,1,0,1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,-1,1,1,1,-1,-1,0,1,1,1,1,-1,1,-1,0,-1,1,0,1,0,1,0
Brizola Neto,PDT,RJ,0,0,0,0,-1,-1,0,1,0,0,0,-1,1,0,0,1,-1,1,-1,-1,0,1,1,1,0,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,1,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,-1,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
Filipe Pereira,PSC,RJ,-1,0,-1,0,0,-1,-1,1,1,0,1,-1,1,0,0,1,-1,0,0,0,-1,1,1,1,1,1,1,0,-1,0,-1,0,0,-1,1,1,1,0,0,0,1,-1,1,0,0,0,0,0,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,-1,0,1,1,-1,-1,1,0,0,0,-1,1,-1,0,1,0,1
Neilton Mulim,PR,RJ,-1,-1,0,-1,-1,-1,-1,1,0,0,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1
Otavio Leite,PSDB,RJ,0,0,1,0,0,-1,0,0,0,-1,1,1,0,1,0,-1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,1,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,-1,0,-1,-1,-1,1,1,1,0,-1,-1,1,-1,1,1,0,1,-1,1,1,1,1,1,0,1,0
Fábio Faria,PMN,RN,0,0,-1,0,0,0,-1,1,0,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,1,0,1,0,-1,0,1,1
João Maia,PR,RN,0,0,-1,-1,-1,0,-1,1,1,1,1,-1,1,-1,0,1,0,1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,-1,0,1,0
Lindomar Garçon,PV,RO,0,0,0,-1,0,-1,-1,1,0,0,0,-1,1,-1,0,1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,1,0,1,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,1,-1,0
Mauro Nazif,PSB,RO,-1,-1,-1,0,-1,-1,-1,1,0,1,0,1,1,-1,0,1,-1,1,-1,0,-1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,0,-1,0,-1,-1,1,-1,1,1,-1,0,0,1,0,0,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1
Moreira Mendes,PPS,RO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,0,0,0,0,0,0,1,0,-1,1
Edio Lopes,PMDB,RR,-1,0,-1,-1,0,-1,-1,1,1,0,1,1,1,-1,0,1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,0,0,1,0,0,0,0,-1,-1,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,1,0,-1,1,-1,-1,0,-1,1,1,1
Vieira da Cunha,PDT,RS,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,1,-1,1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,1,-1,-1,-1,-1,1,0,1,0,0,0,-1,1,-1,1,-1,0,1,-1,-1,0,1,1,1,0,0,0,0,-1,-1,0,1,-1
Pepe Vargas,PT,RS,0,-1,-1,0,-1,-1,-1,1,1,1,0,-1,1,0,-1,0,0,0,-1,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,0
Manuela D`Ávila,PCdoB,RS,0,0,0,-1,-1,-1,-1,0,0,0,1,0,1,-1,-1,1,-1,1,-1,0,0,0,1,1,0,1,1,-1,0,-1,-1,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,0,0,1,-1,0,0,-1,1,1,0
Renato Molling,PP,RS,-1,-1,-1,0,-1,-1,-1,1,1,1,1,0,1,-1,-1,1,0,1,-1,0,0,0,0,0,0,1,1,-1,-1,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1
Sérgio Moraes,PTB,RS,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1,-1,1,0,-1,-1,1,0,0,0,1,1,0,0,0,0,0,1,-1,1,-1,1,1,-1,-1,0,-1,1,0,0,0,0,0,-1,1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,1,1,0,1,1,-1,1,1,1,0,0,0,1,1,1,-1,1,0,-1,0,1,-1,-1,1,1,1,1
