nome,partido,uf,MPV 502/2010,MPV 502/2010,MPV 502/2010,MPV 503/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 512/2010,MPV 512/2010,MPV 513/2010,MPV 514/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 521/2010,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 528/2011,MPV 528/2011,MPV 530/2011,MPV 530/2011,MPV 530/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 533/2011,MPV 533/2011,MPV 539/2011,MPV 540/2011,MPV 541/2011,PDC 1351/2008,PDC 220/2011,PDC 220/2011,PDC 220/2011,PDC 2600/2010,PDC 2600/2010,PDC 2600/2010,PDC 47/2011,PEC 270/2008,PEC 445/2009,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 98/2007,PEC 98/2007,PEC 98/2007,PEC 98/2007,PL 1209/2011,PL 1749/2011,PL 1876/1999,PL 1876/1999,PL 1876/1999,PL 382/2011,PL 382/2011,PL 382/2011,PL 3937/2004,PLP 306/2008,PLP 87/2011,REC 92/2011,REQ 1548/2011,REQ 2086/2011,REQ 2714/2011,REQ 343/2011,REQ 349/2011,REQ 7537/2010
Luis Carlos Heinze,PP,RS,0,0,-1,0,0,0,-1,0,0,-1,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,1,1,1,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,-1,1,-1,0,0,0,0,1,1,-1,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,0,0,0,1,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,1,0,0,0,0,-1,1,-1,1,1
Pedro Henry,PP,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jovair Arantes,PTB,GO,-1,-1,0,0,-1,-1,-1,1,0,0,0,0,1,-1,0,1,-1,1,0,-1,-1,1,0,1,1,0,0,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,1,1,0,0,-1,0,1,1,-1,-1,1,0,-1,0,0,0,-1,-1,1,1,0
Edson Ezequiel,PMDB,RJ,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,0,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,0,1
Costa Ferreira,PSC,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,-1,0,0,0,0,-1,1,1,1,1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,0,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0
Eduardo Cunha,PMDB,RJ,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1,-1,1,0,1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,0,1,0,1,1,-1,-1,1,-1,-1,1,-1,0,-1,-1,1,1,1
Nelson Bornier,PMDB,RJ,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,0,-1,1,-1,0,0,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,1,1,1,1,1,1,-1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,1,0,1
Zequinha Marinho,PSC,PA,-1,0,-1,-1,0,-1,-1,1,0,1,0,0,1,-1,-1,0,-1,-1,-1,0,0,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,1,0,1,1,-1,-1,1,1,0,0,0,1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,1,1,0,0,0,-1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,0,-1,-1,1,0,-1,0,0,0,0,-1,1,0,1
Arnon Bezerra,PTB,CE,0,-1,0,0,0,-1,-1,1,0,1,1,0,1,-1,0,0,-1,1,0,-1,-1,0,1,1,1,1,0,0,-1,0,-1,0,0,0,1,0,1,1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,-1,-1,-1,1,-1,0,1,0,0,-1,0,1,1,0
Rose de Freitas,PMDB,ES,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,-1,1,1,-1,-1,0,1,1,0,0,0,0,1,1,1,0,1,1,-1,1,1,1,1,0,0,1,0,-1,-1,1,0,-1,1,0,1,0,0,1,1,1
Nazareno Fonteles,PT,PI,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,0,0,1,1,1,1,-1,-1,-1,1,0,0,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,-1,-1,-1,-1,1,-1,1,1,0,1,0,-1,1,1,1
Elcione Barbalho,PMDB,PA,0,-1,0,-1,-1,-1,-1,1,1,1,0,0,1,0,0,1,0,1,-1,0,-1,0,0,1,0,0,1,0,0,-1,0,-1,-1,-1,1,-1,0,0,0,-1,0,0,1,0,0,0,0,-1,-1,1,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,0,1,0,1,1,1,1,-1,1,1,0,0,1,0,1,1,-1,-1,1,0,0,1,-1,0,-1,-1,1,1,1
Sergio Guerra,PSDB,PE,0,0,1,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Paes Landim,PTB,PI,-1,0,-1,-1,-1,0,0,1,1,0,0,0,0,-1,-1,1,0,1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,1,1,1,1,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,0,0,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,1,-1,1,0,1,-1,-1,-1,1,0,-1,0,-1,1,0,-1,0,1,0
Carlos Souza,PP,AM,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,1,-1,0,-1,-1,-1,1,0,1,1,1,0,0,0,-1,-1,-1,0,-1,1,0,1,-1,-1,-1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1
André Figueiredo,PDT,CE,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,0,0,0,-1,0,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,1,-1,1,0,1,-1,-1,1,0,1
Alexandre Santos,PMDB,RJ,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,-1,1,0,-1,-1,0,1,1,0,0,0,0,-1,-1,0,-1,0,0,0,1,1,1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,1,1,0,-1,0,-1,1,-1,1,1,-1,0,-1,1,1,0,-1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,-1,-1,1,0,0,0,-1,0,-1,-1,1,0,0
Natan Donadon,PMDB,RO,0,0,-1,-1,-1,-1,0,1,0,0,1,1,1,-1,0,1,-1,1,0,0,0,0,1,1,1,0,1,0,0,0,-1,-1,-1,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,-1,-1,1,0,-1,0,-1,1,-1,-1,1,1,1
Marco Maia,PT,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdir Colatto,PMDB,SC,0,0,0,0,0,-1,0,0,0,-1,0,1,1,-1,0,1,0,0,0,-1,0,1,0,-1,-1,0,0,-1,1,0,0,0,0,-1,1,-1,-1,-1,-1,0,1,1,-1,0,0,0,-1,0,0,-1,0,1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,1,-1,0,0,0,1,1,1,1,0,0,-1,1,1,1,1,-1,-1,1,1,0,0,0,-1,-1,1,0,-1,-1,1,1,0,1
Jair Bolsonaro,PP,RJ,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,0,-1,1,0,0,0,-1,1,-1,0,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,1,-1,1,-1,1,0,-1,1,1,-1,1,1
Sandra Rosado,PSB,RN,0,-1,-1,0,0,0,0,1,0,0,1,-1,0,-1,-1,1,-1,1,0,-1,0,0,1,1,1,1,1,-1,-1,-1,0,-1,0,-1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,-1,-1,1,0,1,0,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,-1,-1,1,-1,0,1,0,1,0,-1,1,1,1
Ariosto Holanda,PSB,CE,-1,-1,0,-1,0,0,0,0,0,0,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,1
Júlio Delgado,PSB,MG,-1,0,0,-1,-1,-1,0,1,1,1,1,-1,0,-1,-1,0,0,1,-1,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,1,1,0,0,0,0,0,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,0,1,0,-1,0,0,1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,1,0,1
Átila Lins,PMDB,AM,-1,-1,-1,-1,0,-1,-1,1,0,0,1,-1,0,0,0,1,-1,1,0,-1,0,1,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,1,-1,-1,0,0,1,0,0,1,1,1
João Leão,PP,BA,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0
Ademir Camilo,PDT,MG,-1,0,-1,0,-1,-1,-1,1,1,0,1,0,0,-1,-1,1,1,1,-1,-1,0,0,0,1,0,0,0,-1,-1,0,-1,0,-1,0,1,1,1,0,0,-1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,-1,1,0,1,-1,-1,1,1,1
Ivan Valente,PSOL,SP,-1,0,1,-1,0,0,0,0,0,0,1,-1,-1,1,-1,-1,0,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,-1
Afonso Hamm,PP,RS,0,-1,-1,0,-1,-1,0,0,1,0,0,0,1,-1,0,0,0,1,-1,0,-1,1,0,1,1,1,1,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,1,0,-1,0,1,1,0,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,0,-1,1,1,-1,-1,1,0,-1,0,0,0,0,1,1,1,1
André Zacharow,PMDB,PR,-1,0,0,-1,-1,-1,-1,0,1,1,1,1,1,-1,0,1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,-1,-1,0,0,-1,-1,1,1,1,1,-1,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,0,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,0,0,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,0
Deley,PSC,RJ,0,0,0,0,0,-1,0,1,0,1,0,-1,1,-1,0,0,0,-1,0,-1,-1,1,1,1,0,1,1,1,1,0,-1,-1,0,-1,1,-1,0,0,0,0,1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1,1,1,-1,1,1,1,0,-1,0,-1,-1,0,0,0,1,-1,0,0,1,-1,0,1,0,0
Reinhold Stephanes,PMDB,PR,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,-1,1,1,-1,1,1,-1,0,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,-1,-1,0,0,-1,1,0,1,0,-1,1,0,1
Chico Alencar,PSOL,RJ,-1,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,0,-1,-1,1,1,-1,1,-1,1,0,1,-1,1,1,-1,-1
Francisco Escórcio,PMDB,MA,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,-1,0,0,1,-1,1,1,-1,-1,-1,0,1,-1,-1,0,-1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,-1,0,-1,1,-1,-1,1,0,1
Evandro Milhomen,PCdoB,AP,-1,0,-1,0,-1,-1,-1,1,0,1,1,-1,1,-1,-1,1,0,1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,0,0,0,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,-1,0,0,0,1,-1,-1,1,1,1
Leonardo Vilela,PSDB,GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Otávio Germano,PP,RS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,0,0,0,0,1,1
Gorete Pereira,PR,CE,-1,-1,0,-1,0,-1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,0,-1,0,-1,0,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,-1,0,1,-1,-1,-1,1,0,-1,1,0,1,0,-1,1,1,1
Lincoln Portela,PR,MG,0,-1,-1,-1,-1,0,-1,0,0,0,1,-1,1,0,0,0,-1,1,-1,-1,-1,0,1,1,0,0,0,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,-1,-1,-1,1,0,-1,1,1,1,-1,0,1,1,1
Aracely de Paula,PR,MG,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,0,-1,1,1,1,1,1,1,0,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,-1,-1,1,0,-1,0,0,0,0,-1,0,0,0
Jaime Martins,PR,MG,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,1,-1,0,1,0,0,0,1,0,1,1,1,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,1,-1,-1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,-1,0,1,-1,-1,1,1,-1,1,0,0,-1,0,0,1,1
Wellington Roberto,PR,PB,-1,0,-1,-1,-1,0,-1,0,1,0,1,-1,0,-1,0,0,-1,1,-1,-1,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,0,-1,0,1,-1,1,1,-1,0,0,1,1,-1,-1,0,0,0,1,1,1,0,1,-1,1,1,1,0,0,0,1,0,-1,-1,1,1,-1,0,0,1,-1,-1,0,1,1
Inocêncio Oliveira,PR,PE,-1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,-1,0,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,1,1,0,0,1,0,0,0,0,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,0,-1,1,1,1,0,-1,0,0,0
Giacobo,PR,PR,0,-1,0,-1,0,-1,-1,0,0,1,0,1,0,-1,0,1,0,0,-1,0,-1,1,0,1,1,1,0,0,-1,0,-1,-1,-1,0,1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,1,0,0,1,-1,0,-1,0,1,-1,1,1,0,0,0,1,1,0,0,-1,0,1,1,1,1,1,1,-1,1,-1,1,0,0,0,1,1,-1,-1,1,0,-1,0,0,1,-1,0,1,1,1
Luciano Castro,PR,RR,0,-1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,1,1,0,-1,0,-1,0,0,-1,1,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,-1,-1,1,0,-1,1,1,1,1,0,0,1,-1,0,1,0,0,0,0,-1,-1,-1,0,0,-1,1,-1,1,0,0,1,1,1
Flaviano Melo,PMDB,AC,0,0,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,-1,1,1,-1,0,-1,1,1,1,0,1,1,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,-1,1,1,0,1,0,0,1,1,-1,-1,1,0,-1,0,-1,0,0,0,1,1,1
Joaquim Beltrão,PMDB,AL,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,0,0,-1,-1,-1,0,-1,-1,1,1,0,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,1,0,-1,-1,-1,0,1,-1,1,1,-1,-1,0,1,1,0,-1,-1,-1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,-1,-1,0,-1,1,1,-1,1,0,-1,1,1,1
Sabino Castelo Branco,PTB,AM,0,0,0,-1,0,-1,-1,1,1,1,1,0,0,0,-1,0,0,0,-1,0,-1,1,0,0,1,1,1,0,0,-1,-1,-1,0,-1,1,0,0,1,-1,-1,0,1,1,0,0,0,0,-1,-1,0,0,0,1,1,1,0,1,-1,1,-1,-1,1,1,1,1,0,1,-1,0,0,0,1,1,1,1,1,0,-1,-1,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,-1,1,1,1,1
Dalva Figueiredo,PT,AP,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,-1,-1,0,1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,0,-1,1,0,0,0,-1,-1,1,-1,1,0,0,1,-1,-1,1,1,1
Sebastião Bala Rocha,PDT,AP,-1,-1,-1,-1,0,0,0,0,0,1,1,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,1,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1,0,1,0,1,1,0,1,-1,1,1,1,1,1,0,0,0,1,1,-1,1,-1,1,0,1,0,0,1,1,1
João Carlos Bacelar,PR,BA,0,-1,-1,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,-1,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,-1,-1,-1,1,0,1,1,0,0,-1,1,1,-1,-1,0,-1,0,1,1,1,1,0,-1,1,1,1,0,1,-1,1,-1,-1,-1,1,-1,0,1,0,0,-1,0,1,0,0
Marcos Medrado,PDT,BA,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,0,-1,-1,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,1,0,1,1,-1,-1,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,-1,1,0,-1,1,1,0
Maurício Trindade,PR,BA,-1,-1,-1,0,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,1,0,-1,-1,0,1,1,1,1,1,0,-1,0,0,-1,-1,0,1,-1,0,-1,-1,0,-1,-1,1,0,0,0,0,-1,-1,1,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,-1,-1,1,0,-1,0,0,1,-1,-1,1,0,1
Roberto Britto,PP,BA,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,0,0,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,0,0,1,0,1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,1,1,1
