nome,partido,uf,MPV 11/2001,MPV 14/2001,MPV 14/2001,MPV 14/2001,MPV 15/2001,MPV 15/2001,MPV 16/2001,MPV 22/2002,MPV 26/2002,MPV 44/2002,MPV 66/2002,MPV 70/2002,PEC 203/1995,PEC 289/2000,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 407/2001,PEC 559/2002,PEC 559/2002,PEC 559/2002,PL 1037/1999,PL 4203/2001,PL 4203/2001,PL 6770/2002,PL 6770/2002,PLP 1/1991,PLP 275/2001,PLP 347/2002,PLP 347/2002,PLP 349/2002,PLP 349/2002,REC 211/2002,REC 238/2002
Rubens Bueno,PPS,PR,1,-1,-1,-1,-1,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,1,0,1,1
Santos Filho,PFL,PR,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,0,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,-1
Antônio Carlos Konder Reis,PFL,SC,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,-1
Eni Voltolini,PPB,SC,1,-1,1,0,-1,-1,1,-1,1,0,-1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,-1,0
Fernando Coruja,PDT,SC,1,1,-1,-1,1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,-1,1,1,1,1,0,0,1,1,1,-1,1
Renato Vianna,PMDB,SC,1,0,1,1,-1,-1,1,-1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Vicente Caropreso,PSDB,SC,1,-1,1,1,-1,-1,0,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,-1,-1
Roberto Argenta,PHS,RS,1,-1,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,0
Pinheiro Landim,PMDB,CE,-1,0,1,1,0,-1,1,0,1,0,0,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
B. Sá,PSDB,PI,-1,-1,1,1,-1,-1,1,-1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0
Heráclito Fortes,PFL,PI,-1,0,1,1,-1,-1,1,-1,0,0,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,-1,0,0,1,1,1,1,-1,0
João Henrique,PMDB,PI,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iberê Ferreira,PTB,RN,-1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,-1,1,1,1,-1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,-1,1
Laíre Rosado,PMDB,RN,-1,0,1,0,-1,-1,1,-1,0,-1,0,1,1,1,1,1,-1,1,1,1,1,0,1,0,1,1,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,-1,0
Armando Abílio,PSDB,PB,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,0
Efraim Morais,PFL,PB,-1,1,1,1,-1,-1,1,0,1,1,-1,1,0,1,1,0,-1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,-1
Wilson Braga,PFL,PB,1,1,1,0,0,-1,0,0,1,-1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
João Colaço,PSDB,PE,-1,-1,1,1,-1,-1,0,-1,1,0,1,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Salatiel Carvalho,PMDB,PE,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Augusto Farias,PPB,AL,-1,0,-1,-1,-1,-1,1,-1,1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,1
José Teles,PSDB,SE,-1,0,0,0,0,0,1,-1,1,0,0,0,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Benito Gama,PMDB,BA,-1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,-1,-1
Coriolano Sales,PMDB,BA,1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Eujácio Simões,PL,BA,1,-1,1,1,-1,0,0,-1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Haroldo Lima,PCdoB,BA,1,1,-1,-1,0,0,-1,0,-1,-1,1,0,1,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0
Jaques Wagner,PT,BA,1,1,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,-1,1,0,0,-1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,1
João Leão,PPB,BA,-1,-1,1,1,-1,0,1,0,1,0,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1
Jorge Khoury,PFL,BA,-1,-1,1,1,-1,0,1,-1,1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,1,-1
Leur Lomanto,PMDB,BA,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,-1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,-1,-1
Luiz Moreira,PFL,BA,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,-1,0,0,1,1,1,1,1,-1
Roland Lavigne,PMDB,BA,-1,0,1,1,-1,-1,1,-1,1,0,-1,1,0,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Ursicino Queiroz,PFL,BA,-1,-1,1,1,-1,-1,1,-1,1,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Aécio Neves,PSDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Mosconi,PSDB,MG,-1,-1,1,1,-1,-1,1,-1,1,0,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,-1,-1
Danilo de Castro,PSDB,MG,-1,-1,1,1,-1,-1,1,-1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Jaime Martins,PFL,MG,1,-1,1,1,-1,-1,0,-1,1,1,0,0,1,0,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,-1,0,1,0,1,-1
Mário de Oliveira,PST,MG,1,-1,1,1,0,0,1,-1,1,-1,-1,0,1,0,1,1,-1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Nilmário Miranda,PT,MG,1,0,0,0,0,0,0,-1,-1,-1,0,1,1,0,1,0,1,-1,1,1,1,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Odelmo Leão,PPB,MG,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,-1,0,0,0,1,1,1,1,0,1,1,1,1,-1,-1
Philemon Rodrigues,PL,MG,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
Tilden Santiago,PT,MG,1,1,-1,-1,1,0,0,-1,-1,0,1,0,1,0,0,0,1,-1,1,1,1,-1,-1,-1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
João Coser,PT,ES,1,1,-1,-1,1,0,1,-1,0,0,1,1,1,1,1,1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Rita Camata,PMDB,ES,1,-1,1,1,-1,-1,1,-1,1,0,-1,0,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
Aldir Cabral,PFL,RJ,1,-1,0,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1
Arolde de Oliveira,PFL,RJ,-1,-1,1,0,0,0,0,-1,1,0,0,0,1,1,1,0,-1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Eurico Miranda,PPB,RJ,-1,-1,1,1,-1,0,1,-1,1,1,1,-1,-1,1,0,0,-1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,-1
Jair Bolsonaro,PPB,RJ,1,1,-1,-1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,1,0,-1,-1,-1,-1,1
João Mendes,PFL,RJ,-1,-1,0,0,-1,0,-1,-1,1,0,0,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Jorge Wilson,PSDB,RJ,-1,-1,0,1,0,0,1,-1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Milton Temer,PT,RJ,1,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,0,1,1,1,-1,1,1,1,-1,0,0,1,-1,1,1,1,-1,-1,0,0,1,1,0,0,1,1,1,1,1
Miro Teixeira,PDT,RJ,1,1,-1,-1,1,0,1,1,-1,0,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,1,1,1,0,0,1,1,1,-1,1
Rubem Medina,PFL,RJ,1,-1,1,1,-1,0,-1,0,1,1,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1
Antonio Kandir,PSDB,SP,-1,-1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
Ary Kara,PTB,SP,-1,0,0,0,0,0,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,-1,-1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,-1,0
Cunha Bueno,PPB,SP,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,-1,1
De Velasco,PSL,SP,1,1,-1,-1,-1,-1,-1,-1,0,-1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Duilio Pisaneschi,PTB,SP,-1,-1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,-1,-1
Fernando Zuppo,PSDC,SP,1,-1,-1,-1,-1,1,1,1,-1,0,0,0,1,1,-1,-1,1,1,-1,-1,1,1,-1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1
Jair Meneguelli,PT,SP,1,1,-1,0,1,1,0,0,0,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Jorge Tadeu Mudalen,PMDB,SP,-1,-1,-1,-1,0,0,1,-1,1,1,-1,0,1,1,1,1,-1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,1
José Aníbal,PSDB,SP,-1,-1,1,1,-1,-1,1,0,0,-1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,-1,0
José Genoíno,PT,SP,1,1,-1,-1,1,0,1,-1,-1,0,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,0,0,0,1,1,0,0,0,0,1,1
Marcelo Barbieri,PMDB,SP,1,1,0,0,0,0,0,0,0,-1,0,1,1,1,-1,-1,0,1,-1,-1,-1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Teté Bezerra,PMDB,MT,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0
Agnelo Queiroz,PCdoB,DF,1,0,0,0,0,0,-1,1,-1,0,1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,1,0,1,0,1,1,1,1,1
Lidia Quinan,PSDB,GO,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Zé Gomes da Rocha,PMDB,GO,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,-1
Marisa Serrano,PSDB,MS,-1,-1,0,0,-1,-1,1,-1,1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Basílio Villani,PSDB,PR,-1,0,0,0,0,0,1,-1,1,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1
Flávio Arns,PT,PR,1,1,-1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,0,0,-1,1,1,1,0,0,1,1,1,1,1,1
Luciano Pizzatto,PFL,PR,0,-1,1,1,0,0,1,0,0,0,-1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,0,0,1,0,1,0,-1
Odílio Balbinotti,PSDB,PR,-1,-1,1,1,-1,0,1,0,1,-1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1
Werner Wanderer,PFL,PR,1,-1,1,1,0,0,1,-1,1,1,-1,0,1,1,1,1,-1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,-1,1,0,1,1,1,1,-1,0
Edinho Bez,PMDB,SC,1,-1,1,1,0,-1,1,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,-1,-1
Hugo Biehl,PPB,SC,1,0,0,0,0,0,1,-1,1,0,0,0,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,-1,-1
Paulo Gouvêa,PFL,SC,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,1,1,1,-1
Serafim Venzon,PDT,SC,1,1,-1,-1,1,0,1,0,-1,0,1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,-1,1
Airton Dipp,PDT,RS,1,1,-1,-1,1,0,0,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,1
Fetter Junior,PPB,RS,-1,0,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1
Germano Rigotto,PMDB,RS,1,-1,0,-1,-1,0,1,-1,1,0,0,0,1,1,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Paim,PT,RS,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,1,-1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
Fioravante,PT,RS,1,1,0,0,0,0,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
Luiz Dantas,PTB,AL,-1,0,1,1,-1,-1,1,0,0,0,1,0,1,0,1,1,-1,1,1,1,-1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Albérico Filho,PMDB,MA,-1,-1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,-1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
Ana Catarina,PMDB,RN,-1,0,1,1,-1,-1,1,0,0,0,0,0,1,1,0,1,-1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,-1,0
Arnaldo Madeira,PSDB,SP,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,-1
Chico da Princesa,PSDB,PR,-1,-1,1,1,-1,0,1,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Jaime Fernandes,PFL,BA,1,-1,1,1,-1,-1,1,-1,1,0,-1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,-1,0,0,1,1,1,1,-1,-1
João Magalhães,PMDB,MG,-1,0,1,0,-1,1,0,-1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,-1,1,0,1,1,1,1,1,-1
José Lourenço,PMDB,BA,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-1,1,1,1,0,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Júlio Redecker,PPB,RS,1,0,0,0,0,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,0
Marçal Filho,PMDB,MS,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,0,1,1,1,1,1,-1
Murilo Domingos,PTB,MT,-1,-1,1,1,-1,-1,0,0,1,1,1,0,1,0,1,1,-1,1,1,1,-1,1,1,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Oscar Andrade,PL,RO,1,1,-1,0,0,0,0,-1,1,-1,0,0,0,0,-1,-1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Pedro Valadares,PSB,SE,1,1,-1,-1,1,1,0,1,-1,-1,0,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,1,1
Raimundo Gomes de Matos,PSDB,CE,-1,-1,1,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,-1,0,0,1,1,1,1,-1,-1
Ricarte de Freitas,PSDB,MT,-1,-1,1,1,0,0,0,0,1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,-1
Pedro Bittencourt,PFL,SC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Osvaldo Sobrinho,PTB,MT,-1,-1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marcos Lima,PMDB,MG,1,1,-1,-1,1,1,0,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Jorge Pinheiro,PMDB,DF,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Esther Grossi,PT,RS,1,0,-1,-1,1,0,1,-1,-1,0,1,1,1,0,1,1,1,-1,1,1,1,-1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
Joel de Hollanda,PFL,PE,-1,-1,1,1,-1,-1,0,-1,1,0,-1,0,1,1,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1,-1
Paulo de Almeida,PFL,RJ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Otoch,PSDB,CE,1,-1,1,1,-1,0,0,0,1,0,-1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,-1,1,0,1,1,1,1,0,-1
Silvio Torres,PSDB,SP,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauro Benevides,PMDB,CE,-1,-1,1,1,-1,-1,0,0,0,-1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Euler Ribeiro,PFL,AM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chico Sardelli,PFL,SP,1,-1,1,1,-1,0,0,-1,1,-1,-1,0,1,1,0,0,-1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,-1,0,0,1,1,1,1,-1,0
Saulo Coelho,PSDB,MG,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
José Egydio,PFL,RJ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Edir Oliveira,PTB,RS,1,-1,1,1,-1,-1,0,-1,1,0,1,-1,1,1,1,1,-1,1,1,1,-1,0,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
Aldo Arantes,PCdoB,GO,1,1,-1,-1,1,0,-1,1,-1,-1,0,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
Manoel Vitório,PT,MS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
Ariston Andrade,PFL,BA,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ezidio Pinheiro,PSB,RS,1,0,-1,-1,1,0,-1,0,0,0,-1,0,1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1
João Dado,PDT,SP,1,1,-1,-1,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,0,-1,1,1,1,-1,0,1,1,1,1,-1,1
Wagner Rossi,PMDB,SP,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1
Divaldo Suruagy,PST,AL,-1,0,0,0,-1,-1,0,-1,1,-1,0,-1,1,1,0,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,-1
Candinho Mattos,PSDB,RJ,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,-1,1,1,1,1,1,1,0,0,0,-1,-1,-1,0,0,0,1,-1,1,1,1,1,1,1,0,0
Socorro Gomes,PCdoB,PA,1,1,-1,-1,0,0,-1,0,-1,0,1,0,1,1,0,0,1,-1,0,0,0,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1
Maurilio Ferreira Lima,PMDB,PE,-1,-1,1,1,-1,-1,1,1,1,0,0,0,1,0,1,1,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kincas Mattos,PSB,SP,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tânia Soares,PCdoB,SE,1,1,-1,-1,1,0,0,1,-1,0,0,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1
Wolney Queiroz,PDT,PE,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
Elias Murad,PSDB,MG,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
