nome,partido,uf,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 628/2013,MPV 628/2013,MPV 628/2013,MPV 630/2013,MPV 630/2013,MPV 632/2013,MPV 633/2013,MPV 633/2013,MPV 635/2013,MPV 639/2014,MPV 640/2014,MPV 650/2014,MPV 652/2014,MPV 656/2014,MPV 657/2014,PDC 1491/2014,PDC 1491/2014,PDC 1491/2014,PEC 103/2011,PEC 103/2011,PEC 111/2011,PEC 197/2012,PEC 197/2012,PEC 197/2012,PEC 247/2013,PEC 247/2013,PEC 290/2013,PEC 290/2013,PEC 293/2013,PEC 293/2013,PEC 358/2013,PEC 358/2013,PEC 358/2013,PEC 426/2014,PEC 426/2014,PEC 434/2014,PEC 434/2014,PEC 471/2005,PL 3232/1992,PL 4246/2012,PL 6025/2005,PL 6025/2005,PL 6738/2013,PL 6809/2013,PL 7735/2014,PL 8035/2010,PLN 31/2014,PLN 31/2014,PLN 36/2013,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 275/2001,PLP 276/2002,PLP 362/2006,PLP 362/2006,PLP 362/2006,PLP 397/2014,PLP 397/2014,PRC 132/2012,REP 17/2012,REP 22/2013,REP 25/2014,REQ 10361/2014,REQ 10929/2014,REQ 8130/2013,REQ 8339/2013,REQ 8880/2013,REQ 9459/2014,REQ 9534/2014,REQ 9534/2014,REQ 9534/2014,REQ 9556/2014,PEC 471/2005
Fábio Souto,DEM,BA,0,-1,1,1,-1,0,0,0,1,0,-1,0,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Ronaldo Caiado,DEM,GO,0,-1,1,0,-1,0,0,0,1,-1,0,1,1,0,-1,0,1,0,1,-1,-1,0,-1,1,0,1,1,1,1,1,1,0,1,0,0,1,-1,-1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,-1,-1,1,0,0,1,1,1,0,1,-1,0,0,0,0,-1,1,1,1
Lael Varella,DEM,MG,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,-1,-1,1,0,0
Carlos Melles,DEM,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Abelardo Lupion,DEM,PR,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0,-1,1,0,0,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,-1,0,0,0,-1,-1,1,1,0
Onyx Lorenzoni,DEM,RS,0,1,1,1,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,-1,-1,1,1,1
Mendonça Prado,DEM,SE,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,0,-1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,-1,0,0,0,1
Jairo Ataíde,DEM,MG,0,1,1,1,-1,0,0,0,1,-1,-1,0,0,1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1
João Bittar,DEM,MG,0,-1,1,1,-1,0,0,0,1,-1,-1,1,1,1,-1,-1,0,0,1,-1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,0,0,1,1,1,1,0,1,1,1,-1,-1,1,0,1
Vitor Penido,DEM,MG,0,-1,0,1,-1,0,0,0,1,-1,-1,0,0,1,0,-1,0,0,0,-1,0,-1,-1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
Marcelo Almeida,PMDB,PR,-1,0,0,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,-1,-1,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,-1,-1,1,0,0
Felipe Maia,DEM,RN,0,0,1,1,-1,0,0,0,0,-1,-1,1,1,1,-1,-1,1,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,-1,1,0,0,0,1,-1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,0,-1,-1,1,0,1
Jorge Tadeu Mudalen,DEM,SP,0,-1,1,0,-1,0,0,0,1,-1,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,0,-1,-1,1,1,1
Davi Alcolumbre,DEM,AP,0,-1,1,1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,1,1,0,-1,-1,1,0,1
Efraim Filho,DEM,PB,0,-1,1,1,-1,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,-1,0,0,0,0,0,-1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,0,0
Lira Maia,DEM,PA,0,-1,1,1,-1,0,0,0,1,-1,0,1,1,0,0,0,1,0,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,-1,1,1,0,0,0,0,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Rodrigo Maia,DEM,RJ,1,-1,0,1,-1,0,0,0,1,-1,-1,1,1,0,-1,0,-1,0,0,-1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,-1,1,0,0,0,0,-1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-1,-1,0,0,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,1
Cleber Verde,PRB,MA,0,1,0,-1,1,0,0,0,0,0,1,-1,1,1,0,0,0,-1,1,1,-1,0,-1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,-1,-1,1,0,-1,0,-1,1,0,-1,0,0,-1,-1,1,-1,1,1,1,-1,1,0,0,-1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1
Damião Feliciano,PDT,PB,-1,1,1,0,0,-1,-1,-1,1,-1,1,0,0,1,-1,1,0,-1,0,0,0,0,-1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,1,0,0,-1,0,-1,1,0,-1,0,0,1,1,1,0,0,0,0,-1,1,1,1,-1,-1,0,0,0,0,1,0,0,0,0,1,1,0,0,-1,0,1,0
Geraldo Resende,PMDB,MS,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,0,1,-1,-1,1,-1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Takayama,PSC,PR,-1,1,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,-1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,1,1,0,0,0,1,0,1,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Dr. Paulo César,PR,RJ,-1,1,1,1,1,-1,-1,0,-1,1,1,-1,0,1,-1,1,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,-1,1,0,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
Paulo Rubem Santiago,PDT,PE,-1,-1,1,1,-1,0,-1,-1,1,-1,1,-1,1,1,-1,1,-1,0,0,1,1,-1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,-1,1,0,1,1,1,-1,0,1,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,0,0,1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,0,0,1,1
Izalci,PSDB,DF,0,0,1,0,-1,1,0,0,1,-1,-1,1,1,1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,-1,-1,1,1,1
Geraldo Simões,PT,BA,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,-1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,0,1,-1,-1,1,-1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,-1
Glauber Braga,PSB,RJ,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,-1,-1,1,-1,1,0,1,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,-1,-1,0,1,1,1,-1,-1,1,1,1
Fernando Marroni,PT,RS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
Emiliano José,PT,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edmar Moreira,PR,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Henrique Afonso,PV,AC,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,1,0,-1,0,-1,0,-1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,-1,1,0,0,-1,1,0,-1,0,-1,-1,0,1,1,1,-1,-1,1,1,0,0,0,0,1,1,1,-1,-1,1,1,0,1,1,1,0,0,0,1,1,0,-1,0,0,0,1
Márcio Marinho,PRB,BA,-1,1,1,0,1,-1,-1,-1,-1,0,1,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
Davi Alves Silva Júnior,PR,MA,-1,1,1,0,1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,0,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,0,-1,-1,1,0,-1,0,-1,1,0,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,0,-1,-1,1,1,0,0,1,1,1,1,-1,1,1,0,0,-1,1,1,1
George Hilton,PRB,MG,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,0,1,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0
José Carlos Vieira,PR,SC,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Bulhões,PRB,SP,-1,1,-1,0,1,-1,-1,0,-1,1,0,-1,0,1,0,1,-1,0,0,1,-1,-1,0,1,1,1,-1,1,0,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0,0,1,0,0,1,1,-1,-1,1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1
Manoel Junior,PMDB,PB,0,0,0,0,0,0,0,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,-1,1,0,1,0,0,0,1,0,0,-1,0,-1,1,0,0,1,0,-1,0,1,-1,1,1,1,1,1,0,0,-1,-1,1,1,0,1,0,1,1,0,0,1,0,0,-1,-1,1,1,1
Oziel Oliveira,PDT,BA,-1,1,1,1,-1,0,-1,-1,1,-1,0,-1,1,1,-1,1,-1,0,0,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,-1,1,1,1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,1,1,0,1,1,1,1,0,-1,1,1,1,0,-1,0,1,1
Félix Mendonça Júnior,PDT,BA,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,0,-1,1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,-1,1,1,1,1,1,0,-1,1,0,-1,0,-1,1,0,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,0,1,1,-1,1,1,1,-1,0,0,1,1
Valmir Assunção,PT,BA,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,-1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,0,0,1,-1
Amauri Teixeira,PT,BA,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1
Waldenor Pereira,PT,BA,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,-1,-1,1,0,-1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,0,-1,1,1,-1,1,0,0,1,0,1,0,0,0,-1
Rui Costa,PT,BA,0,0,0,0,-1,-1,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Antonio Brito,PTB,BA,-1,1,1,1,0,-1,-1,-1,-1,1,0,-1,1,1,-1,1,0,-1,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,0,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,0,1,-1
Lucio Vieira Lima,PMDB,BA,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,-1,1,1,0,0,1,1,1,-1,-1,1,0,0,1,1,0,1,1,0,1,1,1,-1,-1,1,1,1
Erivelton Santana,PSC,BA,0,1,1,1,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,1,0,0,1,-1,1,1,0,0,-1,0,0,0,1,1,1,1,1,0,1,1,0,0,-1,1,1,0
Antonio Imbassahy,PSDB,BA,0,1,1,1,-1,0,0,0,1,-1,-1,1,1,1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,1,1,1,-1,1,1,0,-1,1,1,1,0,1,1,1,1,0,0,1,1,1,-1,-1,1,0,1
Artur Bruno,PT,CE,-1,1,-1,-1,-1,0,0,-1,-1,1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,1,1,1,1,-1,1,0,0,-1,-1,1,-1,0,-1,1,1,-1,1,0,1,1,1,0,0,0,0,-1
João Ananias,PCdoB,CE,-1,1,1,-1,-1,0,-1,-1,0,1,0,-1,1,-1,0,1,-1,-1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,-1,-1,-1,0,0,1,1,0,-1,1,0,-1,0,-1,1,0,0,1,0,-1,-1,1,-1,1,1,1,-1,1,0,1,-1,-1,1,1,0,1,1,1,0,1,0,-1,1,1,1,0,-1,1,-1
Reguffe,PDT,DF,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,0,0,-1,1,0,1,0,1,-1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1
Jaqueline Roriz,PMN,DF,1,1,0,1,-1,1,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,-1,1,0,1,-1,-1,0,1,0,1,1,1,1,0,-1,1,1,1,-1,0,1,1,1
Lauriete,PSC,ES,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,0,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,-1,0,-1,0,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Paulo Foletto,PSB,ES,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,0,0,0,1,1,0,-1,0,1,1,1
Cesar Colnago,PSDB,ES,0,0,1,1,0,0,0,0,1,-1,0,1,0,0,-1,0,1,0,0,0,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,-1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,0,1,1,1,1,0,0,1,0,1,-1,-1,1,0,1
Flávia Morais,PDT,GO,-1,1,1,1,1,0,0,0,1,0,1,0,0,-1,-1,1,0,0,0,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,0,0,0,-1,1,0,1,1,1,1,-1,0,0,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,0,1,-1,1,1,1,-1,0,0,1,1
Alberto Filho,PMDB,MA,-1,1,1,0,1,-1,-1,-1,-1,0,1,0,0,1,-1,1,1,-1,0,-1,0,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,0,1,1,1,1,0,1,-1,-1,1,1,0,0,1,1,1,0,0,1,1,1,0,-1,1,0,1
Hélio Santos,PSDB,MA,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Lourival Mendes,PTdoB,MA,-1,1,0,1,1,0,-1,0,-1,1,1,0,0,1,-1,0,0,0,1,-1,-1,1,-1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,0,0,1,-1,0,0,1,1
Dimas Fabiano,PP,MG,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,-1,0,-1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,-1,0,-1,0,0,-1,1,0,0,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
Renzo Braz,PP,MG,0,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0,1,1,0,0,0,0,1,1,1,0,-1,1,0,0
Toninho Pinheiro,PP,MG,-1,1,1,1,-1,0,-1,-1,1,1,0,0,0,1,-1,0,0,-1,0,-1,-1,-1,-1,0,1,0,1,1,1,0,1,1,0,0,0,1,-1,-1,1,1,1,1,1,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-1,-1,1,0,1
Gabriel Guimarães,PT,MG,0,1,-1,0,-1,0,-1,-1,0,1,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,-1,0,0,0,-1,0,0,0,1,1,0,-1,0,-1,1,0,0,1,0,0,-1,1,-1,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1
