nome,partido,uf,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 628/2013,MPV 628/2013,MPV 628/2013,MPV 630/2013,MPV 630/2013,MPV 632/2013,MPV 633/2013,MPV 633/2013,MPV 635/2013,MPV 639/2014,MPV 640/2014,MPV 650/2014,MPV 652/2014,MPV 656/2014,MPV 657/2014,PDC 1491/2014,PDC 1491/2014,PDC 1491/2014,PEC 103/2011,PEC 103/2011,PEC 111/2011,PEC 197/2012,PEC 197/2012,PEC 197/2012,PEC 247/2013,PEC 247/2013,PEC 290/2013,PEC 290/2013,PEC 293/2013,PEC 293/2013,PEC 358/2013,PEC 358/2013,PEC 358/2013,PEC 426/2014,PEC 426/2014,PEC 434/2014,PEC 434/2014,PEC 471/2005,PL 3232/1992,PL 4246/2012,PL 6025/2005,PL 6025/2005,PL 6738/2013,PL 6809/2013,PL 7735/2014,PL 8035/2010,PLN 31/2014,PLN 31/2014,PLN 36/2013,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 275/2001,PLP 276/2002,PLP 362/2006,PLP 362/2006,PLP 362/2006,PLP 397/2014,PLP 397/2014,PRC 132/2012,REP 17/2012,REP 22/2013,REP 25/2014,REQ 10361/2014,REQ 10929/2014,REQ 8130/2013,REQ 8339/2013,REQ 8880/2013,REQ 9459/2014,REQ 9534/2014,REQ 9534/2014,REQ 9534/2014,REQ 9556/2014,PEC 471/2005
Dilceu Sperafico,PP,PR,-1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,-1,1,1,0,0,1,1,0,-1,0,-1,-1,0,0,1,1,1,1,1,-1,1,0,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,0,1,1
Luis Carlos Heinze,PP,RS,-1,1,1,0,1,-1,-1,0,1,-1,0,0,0,1,-1,-1,1,-1,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1
Jovair Arantes,PTB,GO,0,1,0,0,1,-1,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,-1,-1,1,-1,1,0,0,0,1,1,0,0,0,-1,1,0,-1,1,1,0,-1,1,0,1,0,0,0,1,1,0,0,-1,0,0,0,1,1,0,0,1,-1,0,0,1,0,-1,1,0,-1
Edson Ezequiel,PMDB,RJ,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,-1,1,1,0,0,-1,1,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Costa Ferreira,PSC,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,1,0
Eduardo Cunha,PMDB,RJ,-1,1,1,1,1,-1,-1,0,-1,1,1,-1,1,1,-1,0,1,-1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Fernando Lopes,PMDB,RJ,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,1,0
Zequinha Marinho,PSC,PA,-1,0,1,0,1,0,0,-1,-1,1,1,-1,0,1,0,-1,0,0,0,-1,0,-1,-1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,-1,1,-1,0,0,0,1,0,-1,0,0,0,0,0,1,1,-1,-1,1,1,1,1,1,0,1,1,1,0,-1,0,0,0,0,0,1,1,0,0,1,1,1,-1,-1,1,1,1
Arnon Bezerra,PTB,CE,-1,1,0,1,1,0,0,-1,0,1,0,0,0,1,-1,0,1,-1,0,-1,0,-1,-1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,0,0,1,1,1,0,1,0,0,0,0,0,-1,0,1,0
Rose de Freitas,PMDB,ES,0,1,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,0,1,1,0,1,1,0,-1,0,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,-1,1,1,0,1,1,1,1,0,-1,0,1,0,0,0,1,0,1
Nazareno Fonteles,PT,PI,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Elcione Barbalho,PMDB,PA,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,-1,0,0,-1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,-1,0,0,0,0,-1,1,0,1
Paes Landim,PTB,PI,0,0,0,0,1,0,-1,0,0,1,1,-1,1,0,0,1,1,0,0,-1,0,-1,-1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,1,0,0,0,-1,0,1,-1
André Figueiredo,PDT,CE,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,1,1,0,1,1,0,0,1,1,0,1,1,1,-1,1,1,0,1,1,1,-1,1,1,1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,0,1,1,1,-1,1,0,1,-1,-1,1,1,0,0,1,1,1,1,0,1,1,1,-1,0,0,0,1
Alexandre Santos,PMDB,RJ,0,1,1,1,0,-1,0,-1,-1,0,0,0,0,0,0,1,0,-1,1,-1,-1,-1,-1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,0,-1,0,-1,1,0,0,1,0,0,0,1,-1,0,1,0,0,1,1,1,0,-1,0,1,0,0,1,1,1,0,0,1,0,0,-1,0,0,1,0
Marco Maia,PT,RS,-1,1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,-1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,-1,-1,1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,1,1,-1,1,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,-1
Valdir Colatto,PMDB,SC,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0
Jair Bolsonaro,PP,RJ,1,-1,1,1,1,1,0,0,1,-1,1,0,-1,1,0,-1,0,1,0,1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,0,1,-1,0,0,-1,1,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,0,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1
Sandra Rosado,PSB,RN,0,0,0,0,0,-1,1,-1,1,0,0,0,-1,1,0,-1,0,-1,1,0,-1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,0,0,0,1,1,-1,-1,1,0,0
Júlio Delgado,PSB,MG,0,1,0,-1,1,0,1,-1,1,-1,0,1,1,1,0,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,-1,1,0,0,0,0,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,0,1,1,1,1,1,-1,1,1,0,0,0,1,1,0
João Leão,PP,BA,0,1,-1,-1,-1,0,0,0,0,0,1,0,0,-1,0,1,0,-1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
Ivan Valente,PSOL,SP,1,-1,-1,-1,-1,0,-1,-1,1,0,0,1,-1,1,0,0,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,-1,0,1,1,1
Afonso Hamm,PP,RS,-1,1,1,1,0,-1,-1,0,-1,-1,1,0,0,1,0,-1,0,-1,0,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,-1,1,-1,0,0,0,0,1,1,0,1,0,0,-1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,0,0,1,1,1,0,-1,0,1,1
André Zacharow,PMDB,PR,-1,1,0,0,0,0,-1,-1,0,0,0,-1,1,1,-1,1,1,0,0,0,0,-1,-1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,0,0,0,0,1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,0,1,1,0,-1,0,1,1,1
Chico Alencar,PSOL,RJ,0,-1,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,0,1,-1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,0,1,-1,-1,1,1,1
Francisco Escórcio,PMDB,MA,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Evandro Milhomen,PCdoB,AP,-1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,1,-1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,-1,-1,1,-1,1,0,0,-1,-1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,1,1,1,-1,1,1,1,0,-1,1,1,0,1,1,1,-1,0,1,-1,1,0,1,0,0,1,0
José Otávio Germano,PP,RS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Colbert Martins,PMDB,BA,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,1,-1,-1,1,1,0
Gorete Pereira,PR,CE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,-1,-1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,-1,1,-1,1,0,0,0,1,0,0,-1,-1,0,1,0,1,1,1,0,0,0,0,1,1,-1,-1,1,0,-1
Lincoln Portela,PR,MG,-1,1,1,1,1,0,-1,-1,0,0,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,0,1,1,0,1,1,1,-1,-1,1,0,0
Aracely de Paula,PR,MG,0,1,0,1,1,0,-1,-1,-1,1,1,0,0,0,-1,1,-1,0,0,0,-1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,-1,1,0,1,-1,0,1,1,0
Wellington Roberto,PR,PB,-1,1,0,1,1,-1,-1,0,0,0,0,-1,0,1,-1,1,0,-1,0,0,0,-1,-1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,-1,1,0,-1,1,1,-1,0,1,-1,0,0,0,0,1,0,0,-1,-1,1,1,0,1,0,0,1,0,-1,0,1,0,-1,0,1,0,1
Inocêncio Oliveira,PR,PE,-1,0,1,1,1,-1,-1,-1,-1,1,1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,-1,0,1,1,1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,-1,-1,1,1,0
Giacobo,PR,PR,-1,1,0,1,1,-1,-1,-1,-1,1,0,-1,0,1,0,1,0,-1,0,-1,0,-1,-1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,1,1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
Luciano Castro,PR,RR,0,1,0,1,-1,0,0,0,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-1,1,-1,0,1,0,0,1,0,0,-1,0,-1,1,0,-1,0,1,0,0,1,-1,0,0,0,0,1,0,0,0,-1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
Flaviano Melo,PMDB,AC,0,1,0,1,1,0,-1,0,-1,1,1,0,0,1,-1,1,1,-1,0,-1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,-1,1,0,1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,0,1,1,0,0,1,0,0
Francisco Tenório,PMN,AL,0,0,0,0,0,0,-1,-1,-1,1,0,-1,1,-1,0,0,0,0,0,-1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,-1,0,0,1,0,-1,1,0,0
Sabino Castelo Branco,PTB,AM,0,0,0,0,0,0,-1,0,-1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1,0,-1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,1,0,0
Dalva Figueiredo,PT,AP,-1,1,-1,-1,-1,0,-1,-1,0,1,0,0,0,-1,-1,1,0,-1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,1,1,1,-1,1,1,1,0,-1,1,-1,0,1,1,0,-1,1,0,1,1,1,1,0,0,0,-1
João Carlos Bacelar,PR,BA,0,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,0,1,0,1,0,-1,-1,-1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,-1,1,-1,0,0,0,0,1,0,0,-1,-1,1,-1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
Roberto Britto,PP,BA,-1,1,0,0,1,-1,-1,-1,-1,1,1,0,0,-1,-1,1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1
Eudes Xavier,PT,CE,-1,1,-1,0,-1,-1,-1,-1,0,0,1,-1,1,-1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,-1,0,-1,0,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,0,1,1,0,-1,0,-1
Chico Lopes,PCdoB,CE,-1,1,0,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,0,1,-1,1,-1,1,1,1,-1,1,1,1,0,-1,1,0,-1,1,1,1,-1,1,0,-1,1,0,1,0,-1,0,1
José Airton Cirilo,PT,CE,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,0,0,-1,0,1,-1,-1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,-1,-1,1,-1,0,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,1,0,-1,-1,1,1,0,0,1,-1,0,0,0,0,1,1,0,0,0,1,-1
José Guimarães,PT,CE,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,0,1,-1,1,0,0,-1,1,1,0,-1,-1,1,-1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,-1
Camilo Cola,PMDB,ES,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,1,0,1,0,-1,0,0,-1,-1,-1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,-1,0,0,1,1,1,0,1,1,0,-1,0,0,1,0,0,1,1,-1,-1,1,-1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,-1,0,0,0,-1,0,1,0,1
Sueli Vidigal,PDT,ES,-1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,1,0,0,0,0,0,-1,-1,-1,-1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,-1,1,0,0,-1,1,0,-1,0,-1,1,0,0,0,1,-1,0,1,-1,1,1,1,-1,1,1,1,-1,-1,0,0,0,1,1,0,1,0,-1,1,1,1,-1,-1,0,0,1
Lelo Coimbra,PMDB,ES,-1,1,1,0,0,0,-1,-1,0,0,1,0,0,1,0,0,1,-1,0,0,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,-1,-1,1,-1,0,1,1,1,1,0,0,1,1,1,0,-1,1,1,-1
Íris de Araújo,PMDB,GO,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,-1,-1,-1,-1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,1,0,0
Carlos Brandão,PSDB,MA,0,1,1,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,-1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,-1,0,1,1,1
Pinto Itamaraty,PSDB,MA,0,1,1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,1,0,1,-1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,-1,1,0,1,0,1,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,0,1,1
Professor Setimo,PMDB,MA,-1,1,1,1,1,-1,-1,0,-1,1,1,-1,1,1,0,0,1,0,0,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,0,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,-1,-1,1,1,0,0,1,1,0,1,-1,1,1,1,-1,0,0,1,1
Waldir Maranhão,PP,MA,0,1,0,1,1,0,-1,-1,-1,1,1,-1,0,-1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,1,0,0,-1,-1,1,1,0,0,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Aelton Freitas,PR,MG,-1,1,0,1,1,0,0,-1,-1,0,1,-1,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,1,0
Antônio Roberto,PV,MG,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,1,1,0
Fábio Ramalho,PV,MG,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,-1,0,0,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,-1,0,0
Humberto Souto,PPS,MG,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,0,0
Jô Moraes,PCdoB,MG,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0,-1,-1,1,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,0,0,1,-1,1,1,1,-1,1,0,1,-1,-1,1,-1,-1,1,1,1,-1,1,0,-1,0,1,1,0,0,1,0
Miguel Corrêa,PT,MG,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bilac Pinto,PR,MG,0,0,0,0,0,-1,-1,0,-1,1,1,1,1,1,-1,1,0,-1,0,0,0,-1,-1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,0,1,1,1,-1,1,1,0,0,0,0,0,0
