nome,partido,uf,MPV 136/2003,MPV 139/2003,MPV 139/2003,MPV 139/2003,MPV 140/2003,MPV 140/2003,MPV 141/2003,MPV 143/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 147/2003,MPV 148/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 154/2003,MPV 154/2003,MPV 155/2003,MPV 155/2003,MPV 160/2003,MPV 160/2003,MPV 161/2004,MPV 165/2004,MPV 165/2004,MPV 165/2004,MPV 166/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 168/2004,MPV 168/2004,MPV 169/2004,MPV 177/2004,MPV 177/2004,MPV 179/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 191/2004,MPV 191/2004,MPV 191/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 194/2004,MPV 195/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 200/2004,MPV 200/2004,MPV 201/2004,MPV 206/2004,MPV 206/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 208/2004,MPV 219/2004,MPV 219/2004,MSC 205/2004,MSC 205/2004,MSC 210/2004,MSC 411/2003,MSC 62/2004,PDC 13/2003,PEC 101/2003,PEC 101/2003,PEC 227/2004,PEC 227/2004,PEC 228/2004,PEC 228/2004,PEC 254/2000,PEC 285/2004,PEC 438/2001,PEC 574/2002,PEC 574/2002,PEC 574/2002,PEC 575/1998,PL 2399/2003,PL 2399/2003,PL 2399/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2546/2003,PL 3476/2004,PLP 188/2004,PLP 22/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 76/2003,PLP 76/2003
Ivo José,PT,MG,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1,1,1,1,1,-1,0,1,1,0,1,0,0,1,0,-1,0,-1,0,0,-1,1,0,1,1,0,1,0,1,1,1
Odair Cunha,PT,MG,0,0,1,-1,-1,-1,0,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,-1,1,-1,1,1,1,0,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,0,1,1,1,0,1,0,1,1,1
João Magno,PT,MG,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,0,0,0,-1,1,0,-1,1,1,0,1,1,1,1,1,0,1
Virgílio Guimarães,PT,MG,0,0,1,0,0,-1,-1,-1,0,0,0,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,1,0,-1,-1,-1,1,1,1,0,1,0,1,1,1,-1,1,1,1,0,1,0,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Reginaldo Lopes,PT,MG,-1,0,1,-1,-1,-1,0,-1,-1,1,-1,1,0,0,-1,0,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,0,-1,-1,1,0,-1,-1,-1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,-1,0,0,0,-1,-1,1,0,0,0,1,1,0,1,1,0
Paulo Delgado,PT,MG,-1,0,1,-1,-1,-1,0,0,-1,1,-1,1,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,1,0,-1,-1,0,1,1,1,1,1,0,-1,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,1,0,0,1
Patrus Ananias,PT,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gilmar Machado,PT,MG,0,0,1,0,-1,-1,0,-1,-1,1,0,0,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,0,1,1,0,0,0,0,1,1
Leonardo Monteiro,PT,MG,-1,0,0,0,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,1,-1,1,0,0,1,0,0,1,-1,0,-1,1,-1,0,0,0,0,0,0,0,-1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
César Medeiros,PT,MG,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,0,1,1,0,0,0,-1,1,-1,1,-1,0,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,-1,1,0,1
Romeu Queiroz,PTB,MG,-1,0,1,-1,0,-1,-1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,1,-1,0,-1,-1,1,1,-1,1,0,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,0,0,-1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,0,1,1,0,1,1
José Militão,PTB,MG,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Marcello Siqueira,PMDB,MG,-1,0,0,0,-1,0,0,-1,-1,1,-1,1,0,1,0,0,0,0,-1,1,1,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,-1,0,1,0,1,-1,-1,-1,0,-1,-1,0,1,1,1,1,1,0,1,1,0,-1,1,1,0,0,1,1,1,1,1,-1,0,0,1,-1,1,0,1,1,1,1,1,1,1,0,1
Fernando Diniz,PMDB,MG,-1,-1,1,0,-1,-1,-1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,-1,1,0,0,1,-1,1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,-1,1,0,-1,0,0,0,1,1,1,1,0,1,-1,0,-1,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,0,1,1,1,1,-1,1,0,1,1
Silas Brasileiro,PMDB,MG,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,1,0,1,-1,0,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,1,1,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,-1,1,-1,-1,0,0,1,1,0,0,0,1,0,0,1,-1,1,1,1,0,0,1,1,0,1,-1,0,0,1,-1,-1,1,1,0,0,1,0,1,1,1,0
Saraiva Felipe,PMDB,MG,-1,0,1,-1,0,-1,0,-1,-1,1,-1,0,-1,1,0,1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,0,-1,0,0,-1,1,1,-1,1,-1,1,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,1,0,-1,1,-1,-1,1,0,1,1,0,1,0,0,1,0,1,-1,1,1,0,0,1,1,1,1,1,0,0,-1,1,0,-1,1,1,1,1,0,0,0,0,0,1
Lincoln Portela,PL,MG,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,0,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,-1,0,-1,0,-1,-1,1,1,1,0,1,1,1,1,1,1
João Paulo Gomes da Silva,PL,MG,-1,0,1,-1,0,-1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,0,1,1,0,1,0,0,1,-1,1,-1,1,0,1,0,1,0,0,1,0,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Ronaldo Vasconcellos,PTB,MG,-1,0,1,-1,-1,0,0,-1,-1,1,-1,1,0,1,-1,1,-1,0,0,1,1,0,0,1,-1,0,0,0,0,0,-1,-1,1,-1,0,1,0,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,1,0,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,-1,-1,1,0,1,1,0,0,0,0,0,1
Carlos Mota,PL,MG,-1,0,1,0,0,0,0,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,-1,1,0,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,-1,0,-1,0,-1,-1,1,1,1,0,1,1,-1,1,0,1
Mário Assad Júnior,PL,MG,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,1,-1,0,-1,0,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,-1,0,-1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,-1,0,-1,0,-1,-1,0,1,1,1,1,0,1,1,1,1
Júlio Delgado,PPS,MG,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,1,0,0,-1,1,0,1,-1,1,0,-1,-1,1,-1,0,0,1,-1,-1,-1,0,0,1,-1,0,-1,1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,0,1,1,1,1,0,0,1,1
Geraldo Thadeu,PPS,MG,0,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,0,0,1,1,-1,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0,0,-1,-1,-1,0,0,0,-1,1,-1,0,1,-1,-1,-1,0,1,0,0,1,1,1,1,1,0,-1,1,1,1,0,1,0,0,1,1,-1,0,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1
Lael Varella,PFL,MG,0,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,1,0,1,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,-1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,-1,1,1
Jaime Martins,PL,MG,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,1,-1,0,-1,0,1,0,-1,1,-1,1,-1,0,-1,-1,0,0,1,0,0,1,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,1,0,1,1,-1,0,0,0,0,1,0,0,0,0,1,1,1,-1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,-1,0,0,1,1,0,1,1,0,0,0
Isaias Silvestre,PSB,MG,-1,-1,1,0,-1,0,0,-1,-1,1,-1,1,0,1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,0,0,-1,0,1,1,0,1,1,1,1,0,0,0,-1,1,-1,-1,1,1,1,0,1,1,-1,1,0,1
Leonardo Mattos,PV,MG,0,-1,0,-1,0,0,-1,-1,0,1,0,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,1,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,-1,1,-1,1,0,-1,-1,-1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,-1,0,-1,0,0,1,1,1,1,1,1,1,1,1
Narcio Rodrigues,PSDB,MG,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,1,-1,0,-1,1,0,0,-1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,-1,1,0,0,1
Eduardo Barbosa,PSDB,MG,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,1,0,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,-1,1,-1,0,1
Vittorio Medioli,PSDB,MG,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Custódio Mattos,PSDB,MG,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,-1,1,0,0,1
Rafael Guerra,PSDB,MG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,-1,0,1
Sérgio Miranda,PCdoB,MG,-1,-1,1,0,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,1,0,1,-1,0,0,-1,-1,0,0,1,1,1,0,1,0,1,-1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,0,0,1,1,1,1,-1,1,1,1
João Grandão,PT,MS,-1,-1,1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,-1,0,0,-1,-1,0,1,1,-1,0,-1,1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,0,-1,0,0,0,1,-1,1,-1,-1,-1,-1,0,-1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,-1,1,1,0,0,1,1
Biffi,PT,MS,-1,0,0,-1,0,0,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,0,0,-1,1,0,-1,-1,-1,0,0,-1,0,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,0
Vander Loubet,PT,MS,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,1,0,1,1,0,-1,1,1,1,0,0,0,0,1,0,-1,0,-1,1,-1,-1,1,0,0,-1,0,0,0,0,1,0
Nelson Trad,PMDB,MS,-1,-1,1,-1,0,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,1,1,-1,-1,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,-1,1,0,1,1,1,0,0,1,1,0,1,-1,0,0,1,-1,-1,1,1,0,0,0,0,0,0,1,0
Waldemir Moka,PMDB,MS,-1,-1,0,0,0,0,-1,-1,0,0,0,1,0,-1,-1,1,0,0,0,1,0,1,0,0,0,1,-1,1,1,-1,0,0,0,0,0,0,1,0,0,-1,0,-1,0,1,1,1,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,1,1,1,1,0,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0,0,-1,1,0,0,1,1,1,1,1,-1,1,-1,0,1
Geraldo Resende,PPS,MS,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,0,0,1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,-1,1,-1,1,1,0,0,1,1,1,1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1
Murilo Zauith,PFL,MS,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,0,1
Carlos Abicalil,PT,MT,-1,-1,1,-1,-1,-1,0,-1,0,0,-1,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,-1,1,0,-1,-1,-1,1,1,0,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,0,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Wellington Fagundes,PL,MT,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,-1,1,-1,-1,0,0,-1,0,0,0,1,0,0,1,0,1,1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0
Celcita Pinheiro,PFL,MT,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1
Ricarte de Freitas,PTB,MT,-1,-1,1,-1,-1,0,0,-1,0,1,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,1,-1,1,-1,0,0,-1,-1,-1,0,1,0,0,0,1,0,-1,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,-1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,-1,0,1,1,1,0,-1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
