nome,partido,uf,MPV 136/2003,MPV 139/2003,MPV 139/2003,MPV 139/2003,MPV 140/2003,MPV 140/2003,MPV 141/2003,MPV 143/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 147/2003,MPV 148/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 154/2003,MPV 154/2003,MPV 155/2003,MPV 155/2003,MPV 160/2003,MPV 160/2003,MPV 161/2004,MPV 165/2004,MPV 165/2004,MPV 165/2004,MPV 166/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 168/2004,MPV 168/2004,MPV 169/2004,MPV 177/2004,MPV 177/2004,MPV 179/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 191/2004,MPV 191/2004,MPV 191/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 194/2004,MPV 195/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 200/2004,MPV 200/2004,MPV 201/2004,MPV 206/2004,MPV 206/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 208/2004,MPV 219/2004,MPV 219/2004,MSC 205/2004,MSC 205/2004,MSC 210/2004,MSC 411/2003,MSC 62/2004,PDC 13/2003,PEC 101/2003,PEC 101/2003,PEC 227/2004,PEC 227/2004,PEC 228/2004,PEC 228/2004,PEC 254/2000,PEC 285/2004,PEC 438/2001,PEC 574/2002,PEC 574/2002,PEC 574/2002,PEC 575/1998,PL 2399/2003,PL 2399/2003,PL 2399/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2546/2003,PL 3476/2004,PLP 188/2004,PLP 22/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 76/2003,PLP 76/2003
Eunício Oliveira,PMDB,CE,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almeida de Jesus,PL,CE,0,0,0,-1,0,0,0,-1,0,1,-1,1,0,1,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,1,-1,-1,1,0,1,1,1,1,1,1,0,1
Ariosto Holanda,PSDB,CE,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,-1,1,1,0,0,1,1,1,1,0,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Sigmaringa Seixas,PT,DF,-1,-1,1,0,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,0,0,1,-1,0,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,1
José Roberto Arruda,PFL,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,-1,0,1
Neucimar Fraga,PL,ES,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,1,-1,1,-1,1,-1,0,1,-1,0,0,-1,0,-1,1,0,0,0,0,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,0,-1,0,0,1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,-1,0,0,0,-1,-1,1,0,1,0,1,0,1,1,1,1
Rubens Otoni,PT,GO,-1,-1,1,-1,0,-1,0,0,-1,0,0,0,-1,0,0,1,-1,1,-1,1,1,0,0,1,-1,0,0,1,-1,0,-1,-1,1,1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,0,1,1,1,1,-1,1,1,0,0,1,1,1,0,1,-1,0,0,1,-1,-1,1,0,1,1,0,0,0,0,0,1
Luiz Bittencourt,PMDB,GO,-1,-1,1,-1,-1,-1,1,0,-1,0,-1,1,0,1,0,0,-1,1,0,0,0,0,-1,1,0,0,-1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,0,0,0,0,-1,1,0,1,0,1,0,1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,-1,1,0,1,1,1,0,0,-1,1,0,-1,1,0,1,1,1,1,1,1,0,1
Pedro Chaves,PMDB,GO,-1,0,1,-1,-1,0,-1,0,-1,1,-1,1,0,1,-1,1,0,1,-1,1,1,0,-1,0,0,0,-1,0,-1,0,-1,0,1,1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,-1,1,1,1,0,0,1,1,1,1,-1,0,-1,1,0,-1,1,0,1,1,1,-1,1,1,1,1
Mário Heringer,PDT,MG,0,-1,1,-1,-1,0,1,0,-1,1,-1,1,0,-1,0,1,0,1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,0,-1,1,1,1,-1,0,0,0,1,0,1,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,0,1,0,1,1,0,1,1,1,-1,0,1,1,0,1,1,1,1,1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,1,0,0
Dr. Francisco Gonçalves,PTB,MG,-1,-1,1,-1,0,-1,0,-1,0,1,-1,1,-1,1,-1,1,-1,0,-1,1,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,-1,0,0,1,-1,-1,1,0,0,0,1,1,1,1,1,0
Mauro Lopes,PMDB,MG,0,-1,1,0,-1,0,0,-1,0,0,-1,1,-1,0,-1,1,-1,1,0,1,1,0,0,1,-1,1,0,0,-1,-1,0,0,0,-1,0,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,1,-1,-1,1,0,-1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,0,0,0,0,1,0,0,1,1,0
Athos Avelino,PPS,MG,-1,0,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,1,-1,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,-1,1
José Santana de Vasconcellos,PL,MG,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,1,-1,0,-1,0,1,-1,-1,0,-1,0,-1,1,-1,0,0,-1,0,0,-1,0,0,1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,1,-1,-1,1,-1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,-1,-1,1,1,1,0,1,1,1,1,1,1
Roberto Brant,PFL,MG,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,1,1,0,0,-1,0,-1,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0
Cleuber Carneiro,PFL,MG,-1,-1,0,-1,0,0,0,0,-1,1,-1,0,-1,0,0,1,0,0,-1,0,0,-1,0,0,-1,0,0,1,-1,0,0,-1,1,1,-1,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,1,0,-1,-1,0,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,-1,0,-1,1,-1,-1,0,1,1,1,0,0,0,0,1,1
Bonifácio de Andrada,PSDB,MG,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Wladimir Costa,PMDB,PA,0,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,1,-1,0,-1,0,0,0,-1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,0,-1,-1,-1,0,-1,0,-1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,-1,0,0,0,1,1,1,0,0,1,-1,0,1,0,1,1,0,1,1,1,0,1,-1,0,0,1,-1,-1,0,1,1,0,0,-1,-1,0,1,0
Jader Barbalho,PMDB,PA,-1,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,1,0
Nicias Ribeiro,PSDB,PA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Santiago,PMDB,PB,-1,0,1,-1,0,-1,0,0,-1,1,0,1,-1,1,-1,1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,1,0,1,0,0,1,-1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,-1,-1,1,0,1,1,1,1,1,1,1,1
Philemon Rodrigues,PTB,PB,1,-1,1,-1,0,0,-1,0,-1,1,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,-1,1,0,1
Fernando Ferro,PT,PE,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,1,1,-1,1,-1,1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,0,0,1
Gonzaga Patriota,PSB,PE,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,-1,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,-1,1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iris Simões,PTB,PR,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,-1,1,1,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,1,1,0,0,0,0,1,1
Hermes Parcianello,PMDB,PR,0,0,1,-1,-1,0,0,-1,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,1,-1,-1,1,0,-1,0,0,1,1,1,0,0,0,1,1,1,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,1,0,0
Oliveira Filho,PL,PR,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,1,0,-1,1,0,1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-1,0,-1,-1,0,0,1,1,0,0,0,0,1,1
Cezar Silvestri,PPS,PR,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,0,-1,1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,0,1,1,0,0,0,1,1,1,1,-1,0,-1,1,-1,1,1,1,0,1,1,1,-1,0,1,0
Odílio Balbinotti,PMDB,PR,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,1,-1,1,-1,0,1,0,-1,-1,0,1,0,1,1,0,0,1,1,1,-1,1,1,1,0,0,1,1,1,1,-1,0,-1,0,0,0,1,0,0,1,1,1,0,1,1,1
Elaine Costa,PTB,RJ,0,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,0,1,-1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,1,0,-1,-1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,-1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
Roberto Jefferson,PTB,RJ,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Vieira Reis,PMDB,RJ,-1,-1,0,-1,-1,0,0,0,0,0,-1,1,-1,1,-1,0,0,1,0,0,0,0,0,0,-1,1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,-1,1,-1,-1,0,0,-1,0,1,0,1,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,-1,1,0,-1,-1,1,0,1,1,1,0,0,0,1,-1,1,1,0,1,1,0,1,1,1,0,1,-1,0,-1,1,0,-1,0,1,1,0,0,-1,0,0,1,1
Leonardo Picciani,PMDB,RJ,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,0,-1,1,1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,-1,0,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,-1,-1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,0,-1,0,0,0,0,1,1,1,1,-1,-1,1,1,1
Anselmo de Jesus,PT,RO,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,1,-1,1,1,0,0,1,-1,1,1,0,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,1,0,1,-1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,1,0
Agnaldo Muniz,PPS,RO,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,0,0,0,0,1,-1,1,1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,0,1,0,0,1,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,0,0
Pompeo de Mattos,PDT,RS,-1,-1,0,1,0,0,1,0,-1,1,0,1,-1,-1,0,1,0,0,-1,0,0,0,-1,1,-1,0,-1,1,0,-1,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,-1,1,1,0,1,1,0,0,0,0,0,0
Adão Pretto,PT,RS,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,1,1,0,1,-1,1,0,1
Kelly Moraes,PTB,RS,-1,0,1,-1,0,-1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,0,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Jorge Boeira,PT,SC,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,1,-1,0,1,-1,-1,0,0,1,0,1,1,0,0,1,1,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Mauro Passos,PT,SC,-1,-1,1,0,0,-1,-1,0,-1,1,-1,1,0,-1,-1,1,0,1,-1,0,1,-1,-1,1,-1,1,0,1,-1,0,-1,-1,1,0,-1,0,0,1,0,-1,0,0,0,0,0,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,0,0,-1,-1,-1,0,-1,0,0,0,-1,-1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,-1,0,-1,0,-1,0,-1,-1,1,0,1,1,0,0,0,0,1,1
João Matos,PMDB,SC,-1,-1,1,-1,0,-1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,0,-1,0,0,-1,1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,-1,0,-1,1,-1,-1,0,-1,1,1,0,0,0,0,1,1
Dr. Hélio,PDT,SP,-1,-1,1,-1,-1,-1,1,0,0,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,0,1,-1,0,0,1,1,1,0,1,0,0,0,1,-1,0,1,1,-1,-1,1,1,1,1,0,1,0,0,0,0
Telma de Souza,PT,SP,0,0,0,0,-1,0,0,0,0,0,-1,1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,1
Mariângela Duarte,PT,SP,-1,-1,1,0,0,-1,-1,-1,-1,1,-1,1,0,-1,0,0,-1,1,-1,1,1,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
