nome,partido,uf,MPV 225/2004,MPV 227/2004,MPV 228/2004,MPV 231/2004,MPV 232/2004,MPV 233/2004,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 242/2005,MPV 242/2005,MPV 242/2005,MPV 245/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 249/2005,MPV 249/2005,MPV 249/2005,MPV 250/2005,MPV 250/2005,MPV 250/2005,MPV 251/2005,MPV 252/2005,MPV 252/2005,MPV 252/2005,MPV 255/2005,MPV 256/2005,MPV 257/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 259/2005,MPV 259/2005,MPV 260/2005,MPV 264/2005,PDC 1274/2004,PDC 1274/2004,PDC 1353/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 7/2003,PEC 7/2003,PL 1144/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 3627/2004,PL 4559/2004,PL 4955/2005,PL 5524/2005,PL 5524/2005,PL 5524/2005,PLP 187/1997,PLP 244/2005,PRC 248/2005,PRC 248/2005,REQ 1452/2003
Eduardo Cunha,PMDB,RJ,1,0,1,0,-1,0,-1,-1,0,0,1,-1,0,-1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,-1,-1,1,0,1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,1,0,-1,0,0,0,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,0,0,1,0,1,-1,0,1,1,0,0,0
Almerinda de Carvalho,PMDB,RJ,1,-1,-1,1,-1,0,1,1,-1,1,0,-1,0,0,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,1,1,1,1,-1,0,-1,0,1,0,0,-1,-1,0,-1,0,-1,-1,-1,1,-1,1,1,0,1,1,1,0,1,0,1,1,1,-1,1,0,0,0,0,0,1,-1,1,1,-1,1,0,-1,-1,0
Fernando Lopes,PMDB,RJ,1,1,-1,0,-1,1,-1,1,0,0,0,-1,-1,-1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,-1,0,0,1,1,1,1,1,-1,1,1,-1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,-1,0,0
Nélio Dias,PP,RN,0,-1,0,-1,0,0,1,0,-1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,1,0,0,0,1,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
Gilberto Nascimento,PMDB,SP,1,1,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,0,0,-1,-1,1,-1,0,-1,0,0,1,0,1,1,0,0,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0
Raul Jungmann,PPS,PE,1,0,1,1,-1,0,-1,1,0,0,0,-1,-1,-1,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,1,1,-1,0,0,1,-1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,-1,0,0,1,0,-1,0,0
Nelson Bornier,PMDB,RJ,0,1,1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,-1,0,0,1,1,0,1,0,-1,0,0,-1,0,0
Jorge Pinheiro,PL,DF,1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,0,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,0
Zequinha Marinho,PSC,PA,0,0,0,-1,0,0,0,1,-1,-1,-1,1,0,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,1,0
Rogério Teófilo,PPS,AL,1,0,-1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,-1,-1,0,1,0,0,0
Pedro Irujo,PL,BA,1,-1,-1,0,-1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Arnon Bezerra,PTB,CE,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,-1,0,0,0,-1,1,-1,0,0,0,0,0,-1,1,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
Alberto Fraga,PTB,DF,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose de Freitas,PMDB,ES,0,0,-1,0,-1,0,1,0,-1,-1,-1,-1,0,1,0,0,1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,1,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,1,1,0,0,1,1,1,1,-1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,-1,0
Aracely de Paula,PL,MG,1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,1,1,1,0,0,0,0,1,0,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,1,-1,1,0,0,0,1,-1,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
Sandro Matos,PTB,RJ,1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,-1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
Maria Helena,PPS,RR,1,0,-1,-1,0,0,-1,1,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,-1,-1,1,1,0,0,-1,0,1,1,1,1,0,0,-1,0,0,0,0,0,-1,-1,0
Pastor Amarildo,PSC,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-1,0,0,-1,0,0,-1,-1,1,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,-1,0,-1,1,1,0,0,0
Barbosa Neto,PSB,GO,1,-1,-1,0,0,0,0,0,-1,0,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,1,0,0,0,0,0,-1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,-1,-1,1,1,0,0,0
Luciano Leitoa,PSB,MA,1,-1,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,1,-1,0,0,-1,0,0,0,-1,1,-1,-1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,-1,1,1,1,0,0
Félix Mendonça,PFL,BA,-1,1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,0,0,0
Josias Quintal,PMDB,RJ,1,-1,-1,0,0,0,1,1,0,0,-1,-1,0,1,0,-1,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,1,-1,1,0,0,0,0,-1,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,1,0
Betinho Rosado,PFL,RN,-1,0,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,0,0,1,-1,-1,1,0,0,0,0
Jefferson Campos,PMDB,SP,1,0,0,0,-1,0,1,1,0,0,0,-1,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
Nazareno Fonteles,PT,PI,1,-1,-1,-1,0,0,1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,0
Professor Irapuan Teixeira,PP,SP,0,1,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,1,0,0,1,0,1,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
Ildeu Araujo,PP,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,1,-1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,0
Amauri Gasques,PL,SP,0,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,-1,-1,1,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,0,0,-1,1,1,1,1,0,1,1,1,0,1,0,0,-1,0,1,-1,1,1,1,0,0
Babá,S.Part.,PA,1,-1,1,-1,0,0,-1,1,0,0,0,-1,0,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
Luciana Genro,S.Part.,RS,1,-1,-1,0,0,0,-1,1,0,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0
Vanderlei Assis,PP,SP,1,0,-1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,-1,1,0,1,1,0
Vadinho Baião,PT,MG,1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,0
Jorge Gomes,PSB,PE,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,0,0
Zarattini,PT,SP,1,-1,-1,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,1,0,0,0,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Márcio Fortes,PSDB,RJ,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Maria Lúcia Cardoso,PMDB,MG,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,1,0,0,1,0,-1,0,0,0,-1,0,0,-1,-1,1,0,0,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
Reginaldo Germano,PP,BA,1,-1,-1,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,1,0,1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,1,0
Sergio Caiado,PP,GO,-1,1,1,-1,0,0,1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,-1,1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,0,-1,-1,0,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
Paes Landim,PTB,PI,1,-1,0,0,0,0,1,1,-1,0,-1,0,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,0,-1,0,0,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
Darci Coelho,PP,TO,1,-1,-1,-1,0,0,1,1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,1,1,1,1,0,0,1,1,-1,1,1,0,1,-1,0,1,-1,0,1,1,1,0
Ciro Nogueira,PP,PI,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,1,1,0,-1,1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,0,0,1,0,1,0,0,0,1,0,0,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
Fernando Coruja,PPS,SC,1,-1,-1,-1,-1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,0
Carlos Souza,PP,AM,1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,1,-1,0,0,0,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,0,1,-1,-1,1,1,1,0,0,0,1,1,1,0,1,0,0,-1,0,1,-1,0,0,1,1,0
Gorete Pereira,PL,CE,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Carlos Nader,PL,RJ,1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,0,1,1,1,-1,-1,1,1,1,1,0,1,-1,-1,1,1,0,1,0,1,1,-1,1,1,1,1,0
João Herrmann Neto,PDT,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Lino Rossi,PP,MT,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Chicão Brígido,PMDB,AC,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Júnior Betão,PL,AC,1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,0,0,0,-1,1,0,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0
Jurandir Boia,PDT,AL,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Lupércio Ramos,S.Part.,AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gervásio Oliveira,S.Part.,AP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Figueiredo,PDT,CE,-1,-1,0,-1,-1,0,1,1,0,0,0,-1,-1,-1,0,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,-1,1,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,-1,0,0
Gorete Pereira,S.Part.,CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antenor Naspolini,PSDB,CE,-1,1,1,1,-1,0,-1,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,0,-1,1,0,1,0,0,0,0,0,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,0,1,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
Tatico,PL,DF,1,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jair de Oliveira,PMDB,ES,1,0,-1,0,-1,0,0,0,0,0,1,-1,-1,-1,0,-1,1,-1,-1,0,1,-1,-1,1,0,-1,0,0,1,-1,1,1,0,1,1,-1,0,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,0,0,0,1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,0,0,1,0,0,0,-1,-1,0,0,1,1,0
Enio Tatico,PL,GO,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,1,1,-1,0,-1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Antonio Joaquim,PTB,MA,1,-1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,-1,0,1,1,1,1,0,0,-1,0,0,0,0,0,1,1,0
Costa Ferreira,S.Part.,MA,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0
Ademir Camilo,PL,MG,1,1,-1,0,0,0,1,1,-1,0,0,1,0,1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Cleuber Carneiro,PTB,MG,1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,0,0,0,0,-1,1,0,0,0,1,-1,-1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,-1,0,1,1,0,0
Thaís Barbosa,PMDB,MT,1,-1,-1,0,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Zequinha Marinho,PMDB,PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
Lúcia Braga,S.Part.,PB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inocêncio Oliveira,PMDB,PE,0,-1,0,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Luiz Piauhylino,PDT,PE,1,-1,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,1,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,0,-1,-1,1,1,1,1,1,-1,1,0,1,1,0,0,1,-1,1,1,0,0,1,1,0,0
