nome,partido,uf,MPV 225/2004,MPV 227/2004,MPV 228/2004,MPV 231/2004,MPV 232/2004,MPV 233/2004,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 242/2005,MPV 242/2005,MPV 242/2005,MPV 245/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 249/2005,MPV 249/2005,MPV 249/2005,MPV 250/2005,MPV 250/2005,MPV 250/2005,MPV 251/2005,MPV 252/2005,MPV 252/2005,MPV 252/2005,MPV 255/2005,MPV 256/2005,MPV 257/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 259/2005,MPV 259/2005,MPV 260/2005,MPV 264/2005,PDC 1274/2004,PDC 1274/2004,PDC 1353/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 7/2003,PEC 7/2003,PL 1144/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 3627/2004,PL 4559/2004,PL 4955/2005,PL 5524/2005,PL 5524/2005,PL 5524/2005,PLP 187/1997,PLP 244/2005,PRC 248/2005,PRC 248/2005,REQ 1452/2003
Jandira Feghali,PCdoB,RJ,1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,0,1,-1,1,1,1,1,0
Fátima Bezerra,PT,RN,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,1,0,0,0,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,0,-1,1,-1,1,1,0,0,1,1,-1,1,0,1,1,1,0,0,1,1,-1,-1,1,1,-1,1,0,-1,1,1,1,1,0
Henrique Eduardo Alves,PMDB,RN,1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,-1,0,0,1,0,1,1,0,0,1,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Sandra Rosado,PMDB,RN,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Valverde,PT,RO,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,1,-1,-1,-1,0,0,0,0,0,1,1,1,-1,-1,1,1,-1,0,1,-1,1,1,1,1,0
Marinha Raupp,PMDB,RO,0,0,-1,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,-1,0,1,0,0,1,-1,-1,1,1,1,1,0,-1,1,1,1,1,0,1,1,-1,0,1,-1,0,1,0,0,0
Miguel de Souza,PL,RO,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,0,1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,-1,1,0,1,1,0
Pastor Frankembergen,PTB,RR,1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,1,1,1,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,1,0,0,1,1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,1,-1,0,1,0,1,1,1,1,0
Dr. Rodolfo Pereira,PDT,RR,1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1,0,0,-1,-1,1,-1,0,-1,-1,1,1,-1,-1,-1,0,1,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,0,1,-1,0,0,-1,1,1,-1,-1,0
Alceste Almeida,PMDB,RR,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,-1,1,1,1,0,0,-1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
Alceu Collares,PDT,RS,-1,-1,-1,0,0,0,1,1,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,1,0,1,0,1,1,1,-1,1,0,1,1,1,-1,0,1,1,1,1,1,0,1,1,0,-1,0,0,0,0,0
Tarcísio Zimmermann,PT,RS,1,0,0,0,0,0,1,1,-1,-1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,1,1,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,1,0
Paulo Pimenta,PT,RS,1,0,-1,0,1,0,1,0,-1,-1,-1,1,0,1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,-1,1,1,0,1,1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,0,1,0,1,1,1,1,0
Henrique Fontana,PT,RS,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,1,1,-1,0,0,1,1,0,0,1,1,1,-1,-1,1,1,-1,1,1,-1,0,1,1,1,0
Orlando Desconsi,PT,RS,1,-1,0,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,0,1,1,0,-1,1,1,-1,0,0,0,1,1,0,-1,1,1,-1,-1,0,1,-1,0,0,0,1,1,1,1,0
Maria do Rosário,PT,RS,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,-1,0,0,0,-1,0,0,-1,-1,1,-1,-1,-1,0,0,1,-1,0,0,0,-1,1,1,-1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,1,1,0
Pastor Reinaldo,PTB,RS,1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,0,1,1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,1,1,0,0,0
Milton Cardias,PTB,RS,0,-1,-1,0,0,0,1,0,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,0,1,1,-1,1,1,1,1,1,0,-1,1,-1,1,1,0,1,-1,0,1,-1,1,1,1,0,0
Darcísio Perondi,PMDB,RS,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,1,1,0,-1,-1,1,0,1,0,0,0,0,1,1,0,-1,0,0,0,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,0,1,0,1,-1,1,1,-1,0,0
Mendes Ribeiro Filho,PMDB,RS,1,1,1,0,-1,0,1,1,0,0,0,-1,0,-1,0,-1,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,1,0,-1,-1,0,0,0,0,0,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,0,1,-1,-1,1,1,0,0,0
Cezar Schirmer,PMDB,RS,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,1,-1,1,1,0,-1,-1,1,0,1,0,1,1,0,1,1,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,1,1,-1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,-1,-1,0
Eliseu Padilha,PMDB,RS,1,0,1,0,-1,0,-1,-1,0,0,0,-1,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0
Paulo José Gouvêa,PL,RS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,-1,-1,-1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,-1,1,0,0,0,0
Nelson Proença,PPS,RS,1,0,-1,0,-1,0,-1,1,0,0,0,-1,0,0,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,-1,1,1,-1,1,0,1,0,0,0,1,1,1,1,1,1,1,-1,1,0,0,0,1,0,0,0
Onyx Lorenzoni,PFL,RS,0,1,1,1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,-1,0,0,1,1,1,-1,1,1,1,1,1,0,-1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
Beto Albuquerque,PSB,RS,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,1,0,1,1,0,-1,-1,-1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,0
Yeda Crusius,PSDB,RS,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,-1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Carlito Merss,PT,SC,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,1,0,-1,0,-1,-1,-1,0,1,1,0,0,1,1,1,1,1,1,1,-1,0,1,-1,1,0,1,1,0
Luci Choinacki,PT,SC,1,-1,0,0,0,0,1,1,-1,-1,0,1,0,1,0,0,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,1,0,-1,-1,-1,-1,0,-1,1,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,0
Vignatti,PT,SC,1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,0,0,0,0,0,0,1,1,0,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,1,1,1,1,0
Adelor Vieira,PMDB,SC,1,0,-1,-1,0,0,1,0,-1,-1,-1,-1,0,1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,-1,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,1,1,1,1,0
Edison Andrino,PMDB,SC,1,0,0,0,-1,0,1,1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,0
Paulo Afonso,PMDB,SC,1,1,-1,1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,0,0,1,1,-1,1,1,1,1,1,-1,-1,1,0,-1,1,0,1,1,1,-1,1,-1,-1,1,1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0
Paulo Bauer,PFL,SC,-1,0,1,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gervásio Silva,PFL,SC,0,0,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,1,0,1,1,1,0,1,-1,1,1,1,1,1,0,0,0,1,0,-1,0,0,-1,0,0
Jorge Alberto,PMDB,SE,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,0,0,1,-1,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1,0
Heleno Silva,PL,SE,1,1,-1,0,0,0,1,1,-1,0,-1,1,-1,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,-1,0,-1,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,-1,1,1,1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,0,1,0,0,0,1,1,0
José Carlos Machado,PFL,SE,-1,1,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,1,0,-1,0,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,-1,1,0,-1,0,0
Bosco Costa,PSDB,SE,-1,1,0,1,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,-1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,-1,1,1,1,1,1,0,0,0
José Eduardo Cardozo,PT,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,-1,-1,-1,-1,0,0,-1,0,1,-1,-1,1,-1,0,1,-1,1,1,0,-1,1,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,0,1,0,0,0,0,1,1,1,1,0
Iara Bernardi,PT,SP,0,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,0,1,1,1,1,0,1,-1,1,-1,-1,0,1,-1,0,1,-1,1,0,1,1,0
Rubinelli,PT,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,-1,1,1,0,0,0,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,1,1,0
Roberto Gouveia,PT,SP,1,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,-1,1,1,0,0,0,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,0
Arlindo Chinaglia,PT,SP,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,0,-1,1,1,0,-1,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,0,1,0,0,-1,-1,1,1,1,0,0
João Paulo Cunha,PT,SP,0,0,-1,0,0,0,1,0,-1,-1,-1,1,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,1,0,0,1,1,-1,-1,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,0,-1,1,-1,0,-1,1,1,1,1,0,0,1,1,-1,-1,1,1,-1,1,1,-1,1,0,1,1,0
Ivan Valente,PT,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,1,0,1,0,0,0,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,0,1,1,0
José Mentor,PT,SP,1,-1,-1,-1,0,0,1,1,0,0,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,1,-1,-1,0,-1,-1,-1,0,0,-1,1,-1,0,0,-1,-1,1,-1,1,0,0,-1,0,0,0,-1,1,1,1,0,0,0,1,1,1,1,1,1,0,-1,1,-1,1,1,0,0,0
Orlando Fantazzini,PT,SP,1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,1,1,0
Luiz Eduardo Greenhalgh,PT,SP,0,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,0,-1,1,-1,-1,0,0,0,1,0,0,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,0
Professor Luizinho,PT,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0
Durval Orlato,PT,SP,1,0,-1,0,0,0,0,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,1,1,0,1,0,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,0,-1,1,-1,-1,1,1,1,1,1,0,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,0
Devanir Ribeiro,PT,SP,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,1,0,-1,0,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0
Vicentinho,PT,SP,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,0,0,1,1,0
Luiz Antonio Fleury,PTB,SP,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,-1,0,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0
Edna Macedo,PTB,SP,1,0,0,0,-1,0,0,0,1,1,-1,0,0,0,0,-1,1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1,-1,0,0,0,0,1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,0,1,0,-1,0,0,1,0,1,1,0
Arnaldo Faria de Sá,PTB,SP,-1,1,1,1,1,1,-1,-1,1,0,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1,1,-1,-1,0
Milton Monti,PL,SP,1,1,-1,0,0,0,1,0,0,-1,-1,1,0,1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,-1,-1,-1,1,-1,1,0,0,1,1,-1,-1,-1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,-1,1,0,1,1,0
Michel Temer,PMDB,SP,0,0,-1,0,-1,0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,-1,0,1,1,0,0,0,1,-1,0,0,1,0,0,0,0,0
Wanderval Santos,PL,SP,1,1,-1,0,0,0,1,1,-1,-1,-1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,1,1,-1,1,-1,0,0,0,0,-1,0,-1,-1,1,-1,-1,0,-1,1,0,0,-1,-1,0,1,1,-1,0,-1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
Medeiros,PL,SP,1,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,1,-1,0,0,0,0,-1,0,0,-1,1,0,0,-1,-1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,-1,-1,1,0,0,0,0
Valdemar Costa Neto,PL,SP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cláudio Magrão,PPS,SP,1,0,-1,-1,-1,0,1,1,0,0,0,-1,-1,-1,0,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,0,0
Corauci Sobrinho,PFL,SP,-1,1,1,1,-1,0,-1,-1,0,0,0,-1,-1,0,-1,1,1,-1,-1,1,1,1,-1,1,0,1,0,0,0,1,1,1,1,-1,-1,1,0,1,0,1,0,0,0,0,0,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0
Marcos Abramo,PFL,SP,0,1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Luiz Carlos Santos,PFL,SP,0,0,1,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,1,1,-1,1,0,1,-1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
