nome,partido,uf,MPV 7/2001,MPV 7/2001,MSC 527/2001,PDC 381/1999,PEC 203/1995,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 277/2000,PEC 277/2000,PEC 289/2000,PEC 308/1996,PEC 308/1996,PEC 308/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 610/1998,PEC 610/1998,PEC 610/1998,PEC 610/1998,PL 1733/1996,PL 2155/1999,PL 3115/1997,PL 3242/2000,PL 3267/2000,PL 3524/2000,PL 3639/2000,PL 3657/1989,PL 3755/2000,PL 3998/2001,PL 4143/2001,PL 4177/2001,PL 4177/2001,PL 4210/2001,PL 5470/2001,PL 5470/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 116/2000,PLP 116/2000,PLP 155/2000,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 183/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 23/1999,PLP 242/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PRC 106/1992,PRC 106/1992,PRC 106/1992,PRC 176/2001,REC 113/2000,REC 144/2001,REC 52/1999
José Borba,PMDB,PR,0,-1,0,1,1,0,-1,-1,-1,1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,0,1,1,1,0,1,1,1,0,1,-1,0,0,0,0,-1,1,-1,-1,1,-1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,-1,0,0,1,0,-1,0,-1,1,-1,0,1,0,0
Moacir Micheletto,PMDB,PR,0,-1,0,1,1,1,-1,-1,-1,1,1,1,0,0,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,0,-1,1,-1,1,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,0,1,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,-1,1,-1,0,0,1,1,-1,0,0,1,-1,1,1,0,0
Osmar Serraglio,PMDB,PR,0,-1,1,1,0,1,-1,-1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,0,1,-1,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,0,0,1,1,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,0,0,-1,1,-1,1,1,0,0
Gustavo Fruet,PMDB,PR,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,0,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,1,1,-1,1,-1,0,0,1,1,-1,0,1,-1,1,1,0,0,0
Abelardo Lupion,PFL,PR,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,1,0,0,-1,0,0,1,0,-1,1,1,1,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,1,0,0,0
Luiz Carlos Hauly,PSDB,PR,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,0,0,-1,1,1,-1,1,0,1,1,0,0,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,-1,1,-1,0,0,1,1,-1,0,0,-1,1,1,1,0,0
Affonso Camargo,PSDB,PR,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,-1,0,-1,1,-1,0,0,0,0
Simão Sessim,PPB,RJ,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,1,1,1,0,1,1,1,1,-1,1,0,1,0,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,0,-1,0,0
Carlos Santana,PT,RJ,0,1,1,-1,1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,0,0,0
Luiz Sérgio,PT,RJ,0,1,0,-1,1,1,-1,-1,-1,1,1,1,0,0,1,1,-1,1,-1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,0,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,1,-1,0,0
Fernando Gabeira,PT,RJ,0,1,0,-1,1,1,-1,-1,-1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0
Jorge Bittar,PT,RJ,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,-1,1,1,-1,1,1,0,0,-1,1,1,1,0,1,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,1,-1,1,-1,0,-1,-1,0,1,-1,-1,-1,1,0,-1,0,1,-1,1,0,-1,0,0
Fernando Gonçalves,PTB,RJ,0,-1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,0,0,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Bispo Rodrigues,PL,RJ,0,1,1,-1,1,1,0,-1,0,-1,1,-1,1,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,0,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,1,0,0
Carlos Nader,PFL,RJ,0,-1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Maia,PFL,RJ,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,1,-1,0,0,0,0
Miriam Reid,PSB,RJ,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,1,1,1,1,1,1,0,-1,-1,1,-1,-1,-1,1,-1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,-1,1,0,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,0,-1,1,0,1,1,-1,0,0
Alexandre Cardoso,PSB,RJ,0,0,0,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,0,0,1,-1,-1,1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,0,1,0,1,1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,0,0,-1,1,0,1,0,-1,0,0
Paulo Baltazar,PSB,RJ,0,1,1,-1,1,1,0,-1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,1,1,0,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,0,0,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,1,1,1,0,0
Paulo Feijó,PSDB,RJ,0,-1,1,1,1,1,0,-1,0,1,1,1,1,0,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,0,0,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,0,1,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Dr. Heleno,PSDB,RJ,0,-1,1,1,1,1,-1,0,-1,1,1,1,0,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1,0,1,-1,-1,-1,0,-1,1,-1,1,0,1,0,-1,1,1,1,1,1,0,1,1,1,0,-1,-1,0,0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,0,1,-1,0,0,1,1,0,0,-1,1,-1,1,-1,0,0
Itamar Serpa,PSDB,RJ,0,-1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,-1,0,0,1,1,-1,1,0,0,1,0,1,1,1,0,0,-1,1,-1,1,-1,0,1,1,0,-1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,-1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1,1,0,0,-1,0,0
Jandira Feghali,PCdoB,RJ,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Múcio Sá,PTB,RN,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0
Henrique Eduardo Alves,PMDB,RN,0,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confúcio Moura,PMDB,RO,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,0,1,0,1,1,-1,0,1,-1,0,-1,1,-1,1,-1,1,0,1,-1,-1,-1,-1,1,1,0,-1,0,0,1,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,0,0,-1,1,0,1,0,0,0
Marinha Raupp,PMDB,RO,0,-1,0,0,0,1,-1,-1,-1,1,0,-1,0,1,1,1,0,1,0,-1,1,0,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,0,0,0,0,0,1,0,-1,1,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0
Alceste Almeida,PMDB,RR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,1,-1,1,1,0,0,0,0,0,1,1,1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,-1,1,0,0,1,0,0
Luciano Castro,PFL,RR,0,-1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,1,0,-1,1,1,1,1,0,1,1,0,0,1,1,1,1,-1,-1,0,1,0,1,-1,0,0,0,0,-1,1,1,1,1,1,-1,1,0,1,0,0,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,0,0,1,0,0,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,0,-1,0,-1,1,-1,0,1,0,0
Luis Carlos Heinze,PPB,RS,0,0,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,0,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,1,0,0,-1,0,0,0,1,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,0,1,0,-1,0,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,1,-1,1,0,0,0,0,0,-1,0,-1,1,1,0,0
Augusto Nardes,PPB,RS,0,-1,0,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,-1,0,0,1,1,0,1,1,1,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,-1,-1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,-1,0,-1,0,0,1,0,-1,0,0,1,0,1,1,0,0
Alceu Collares,PDT,RS,0,1,1,0,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,0,0,1,-1,-1,-1,1,0,0,-1,1,0,1,0,-1,0,0
Henrique Fontana,PT,RS,1,1,1,0,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,0,1,-1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,0,0,0,0,-1,-1,-1,1,-1,0,-1,1,0,0,-1,1,-1,0,0,-1,0,0
Orlando Desconsi,PT,RS,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,0,0,0,1,-1,0,0
Darcísio Perondi,PMDB,RS,0,0,0,1,1,1,-1,-1,-1,0,0,1,1,1,1,1,-1,1,1,0,1,0,1,1,-1,0,1,1,0,0,-1,0,1,-1,0,-1,1,-1,1,-1,0,0,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,0,-1,-1,0,-1,-1,-1,1,-1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,1,0,-1,0,-1,1,-1,1,1,0,0
Mendes Ribeiro Filho,PMDB,RS,0,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,0,0,0,0,1,1,0,0,0
Cezar Schirmer,PMDB,RS,0,-1,0,0,1,1,-1,-1,1,1,1,1,1,0,1,0,0,0,1,-1,1,0,1,1,0,0,1,0,1,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,-1,-1,-1,-1,0,0,0,0,1,1,1,0,1,1,0,0,0,-1,-1,0,0,0,0,-1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0
Paulo José Gouvêa,PL,RS,0,1,1,-1,1,-1,0,-1,0,-1,0,0,1,0,1,1,-1,1,0,-1,1,1,0,0,0,0,1,-1,1,1,-1,1,-1,0,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,0,0,0,1,1,0,1,0,-1,1,1,0,-1,-1,-1,1,-1,-1,0,1,0,-1,0,-1,-1,-1,1,0,0,0
Nelson Proença,PPS,RS,0,0,0,-1,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
Yeda Crusius,PSDB,RS,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,1,1,1,0,0,0,1,0,1,1,1,1,1,-1,0,0,0,0,0,0,1,0,1,0,-1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,0,1,0,0
João Pizzolatti,PPB,SC,0,0,1,1,0,1,-1,-1,-1,1,0,1,0,1,1,0,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,0,-1,0,1,-1,0,0,1,0,1,0,-1,1,1,1,1,1,0,1,0,0,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,1,0,-1,0,1,1,1,1,1,1,-1,1,1,0,0,0,1,-1,1,-1,0,0,1,1,-1,-1,0,0,-1,1,1,0,0
Carlito Merss,PT,SC,0,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,0,-1,1,0,-1,1,-1,1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,1,0,0,0
Luci Choinacki,PT,SC,0,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,0,1,-1,1,0,-1,1,1,1,1,-1,1,1,-1,0,1,-1,1,0,0,1,1,0,1,1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0
Edison Andrino,PMDB,SC,0,1,0,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,-1,1,-1,0,0,0,1,1,-1,1,0,0,1,0,0,0,1,-1,-1,-1,1,1,1,-1,0,1,-1,-1,1,-1,-1,0,0,0,-1,1,1,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,-1,1,1,-1,0,0
Gervásio Silva,PFL,SC,0,0,0,1,0,1,-1,-1,-1,1,1,1,0,0,1,1,-1,1,1,-1,1,0,1,1,-1,1,1,0,0,0,1,0,1,-1,-1,-1,0,0,0,-1,1,1,1,0,-1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,1,1,1,0,-1,0,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,0,0,-1,0,1,0,0
Cleonâncio Fonseca,PPB,SE,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,-1,0,0,0,0,0,1,1,-1,0,0,1,1,0,0,0,1,-1,-1,-1,0,-1,1,-1,0,0,1,0,-1,1,1,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,0,-1,1,0,0,-1,1,1,1,0,0,1,-1,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0
Jorge Alberto,PMDB,SE,0,-1,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,0,1,1,1,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,1,1,-1,1,1,0,0
Celso Russomanno,PPB,SP,0,-1,1,1,1,-1,0,0,0,0,-1,-1,1,1,1,0,-1,0,1,-1,1,1,1,1,-1,1,1,0,1,1,1,0,1,1,0,-1,0,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,0,0,1,1,1,1,-1,1,0,1,0,1,1,0,1,0,1,0,1,1,-1,0,-1,1,-1,1,1,0,0
Vadão Gomes,PPB,SP,0,0,0,0,0,1,0,0,-1,1,1,0,0,1,0,1,-1,1,0,-1,1,1,0,1,-1,1,0,1,1,1,1,0,1,-1,0,-1,0,-1,0,-1,1,1,1,0,-1,1,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,-1,-1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-1,1,-1,0,1,0,0
Iara Bernardi,PT,SP,0,1,1,-1,1,1,0,0,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,0,-1,0,1,-1,0,0,1,1,0,1,0,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,0,-1,0,0
João Paulo Cunha,PT,SP,0,0,0,-1,0,1,0,-1,-1,1,0,1,1,0,1,1,-1,1,-1,0,1,0,1,1,-1,1,0,-1,1,0,-1,1,-1,1,1,1,0,1,0,1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Ivan Valente,PT,SP,1,1,1,-1,1,1,-1,-1,-1,1,0,0,1,1,1,1,-1,1,-1,-1,1,1,1,0,0,0,0,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Orlando Fantazzini,PT,SP,1,1,1,-1,0,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,0,0,1,0,1,-1,1,0,-1,1,0,0,1,-1,1,1,0,1,0,1,1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,-1,1,-1,0,-1,0,0,1,0,1,-1,0,0,-1,-1,1,-1,1,1,-1,0,0
Luiz Eduardo Greenhalgh,PT,SP,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,-1,-1,1,1,0,1,-1,0,0,-1,1,0,-1,1,0,1,1,0,1,0,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,0,1,-1,1,-1,0,-1,1,0,0,0,-1,0,0,0,-1,0,1,-1,1,0,0,0,0
Professor Luizinho,PT,SP,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,0,-1,1,0,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,1,0
