nome,partido,uf,MPV 7/2001,MPV 7/2001,MSC 527/2001,PDC 381/1999,PEC 203/1995,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 277/2000,PEC 277/2000,PEC 289/2000,PEC 308/1996,PEC 308/1996,PEC 308/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 610/1998,PEC 610/1998,PEC 610/1998,PEC 610/1998,PL 1733/1996,PL 2155/1999,PL 3115/1997,PL 3242/2000,PL 3267/2000,PL 3524/2000,PL 3639/2000,PL 3657/1989,PL 3755/2000,PL 3998/2001,PL 4143/2001,PL 4177/2001,PL 4177/2001,PL 4210/2001,PL 5470/2001,PL 5470/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 116/2000,PLP 116/2000,PLP 155/2000,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 183/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 23/1999,PLP 242/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PRC 106/1992,PRC 106/1992,PRC 106/1992,PRC 176/2001,REC 113/2000,REC 144/2001,REC 52/1999
Odelmo Leão,PPB,MG,0,-1,1,1,1,1,-1,-1,-1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
Philemon Rodrigues,PL,MG,0,-1,1,1,1,1,-1,-1,-1,1,0,0,1,1,1,1,-1,1,1,-1,1,1,1,0,-1,0,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,1,0,1,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,1,0,0
Tilden Santiago,PT,MG,0,1,1,-1,1,0,0,0,0,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,0,0,0,0,0,0,1,0,-1,0,-1,1,1,1,1,1,1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
João Coser,PT,ES,1,1,0,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,0,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,1,0,-1,0,0
Rita Camata,PMDB,ES,0,-1,1,1,1,0,0,-1,-1,-1,0,0,1,0,0,1,0,1,-1,-1,1,1,0,1,-1,1,1,0,1,1,-1,1,-1,0,0,1,1,1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,-1,0,-1,1,-1,0,-1,-1,0,1,1,-1,0,1,-1,0,0,0,0,0
Aldir Cabral,PFL,RJ,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,0,0,1,1,1,1,1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,0,0,0
Arolde de Oliveira,PFL,RJ,0,-1,0,1,1,1,-1,-1,-1,0,1,0,1,0,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,0,0,0,-1,0,1,1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,1,0,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,1,0,0,0
Eurico Miranda,PPB,RJ,0,1,0,1,1,1,-1,-1,-1,1,0,0,1,0,1,0,-1,1,1,0,1,1,-1,1,-1,1,1,1,1,0,1,1,1,-1,0,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,0,0,1,0,-1,1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,1,1,-1,1,0,0,0,1,1,-1,0,-1,1,-1,0,-1,0,0
Jair Bolsonaro,PPB,RJ,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0,-1,0,1,0,1,1,1,1,1,1,1,0,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,-1,1,0,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,0
João Mendes,PFL,RJ,0,-1,0,1,1,-1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0
Milton Temer,PT,RJ,0,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Miro Teixeira,PDT,RJ,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,0,1,0,0,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,0,1,-1,1,0,1,1,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Rubem Medina,PFL,RJ,0,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,0,-1,0,1,-1,1,1,1,1,-1,1,1,1,1,0,0,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,0,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,1,1,1,0,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,0,0,0
Antonio Kandir,PSDB,SP,0,-1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,-1,0,1,0,0,0,1,1,-1,1,0,1,1,0,0,1,1,0,0,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,1,0,1,1,0,1,-1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0
Ary Kara,PTB,SP,0,-1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cunha Bueno,PPB,SP,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,-1,-1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,0,1,1,0,0,-1,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0
De Velasco,PSL,SP,0,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,0,1,-1,1,0,0,-1,-1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,0,1
Duilio Pisaneschi,PTB,SP,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,0,0,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,0,-1,0,0,1,1,-1,0,-1,1,-1,0,1,0,0
Fernando Zuppo,PSDC,SP,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,-1,-1,-1,0,-1,0,-1,-1,-1,1,1,0,0,0
Jair Meneguelli,PT,SP,0,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,0,1,1,1,-1,1,0,-1,0,0,0,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,0,0
Jorge Tadeu Mudalen,PMDB,SP,0,-1,1,1,1,1,0,-1,-1,1,0,0,1,0,1,1,0,1,0,-1,1,1,1,1,-1,0,1,1,1,1,0,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,0,1,1,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,-1,1,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,0,1,-1,0,-1,1,-1,1,0,0,0
José Aníbal,PSDB,SP,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
José Genoíno,PT,SP,0,1,1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,0,0,-1,1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,0,0,0
Marcelo Barbieri,PMDB,SP,0,1,1,1,-1,1,0,0,-1,1,0,0,1,1,1,0,0,0,-1,-1,1,1,0,0,0,0,1,-1,1,0,-1,0,-1,0,0,0,0,1,1,0,0,0,-1,-1,1,-1,-1,0,0,0,1,0,0,0,0,1,-1,-1,1,1,0,1,1,-1,0,1,-1,1,0,0,1,-1,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,-1,-1,0,1,-1,1,1,-1,0,0
Teté Bezerra,PMDB,MT,0,-1,1,0,1,1,-1,-1,-1,1,1,0,1,1,0,1,-1,1,-1,-1,1,1,1,1,-1,1,0,0,1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,1,0,1,-1,0,0,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,0,0,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,0,0,1
Agnelo Queiroz,PCdoB,DF,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,0,1,-1,-1,0,0,1,1,1,1,0,1,1,0,-1,-1,1,-1,-1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,1,1,-1,1,1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,1,-1,-1,-1,0,0,1,1,-1,0,0
Lidia Quinan,PSDB,GO,0,-1,1,1,1,1,-1,-1,-1,1,1,1,0,1,0,1,-1,1,0,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,0,0,0,0,0,1,-1,0,-1,1,0,1,0,0,0
Zé Gomes da Rocha,PMDB,GO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,1,1,0,-1,1,1,1,1,1,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0
Marisa Serrano,PSDB,MS,0,-1,0,0,1,0,-1,-1,-1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,-1,1,1,1,0,1,-1,0,-1,0,-1,1,-1,0,1,1,0,-1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,0,0,1,0,-1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,0,1,-1,0,0,1,1,-1,0,-1,1,-1,0,-1,0,0
Basílio Villani,PSDB,PR,0,-1,0,1,1,1,0,0,-1,1,1,1,1,0,1,0,-1,0,0,-1,0,1,1,1,-1,1,1,1,0,1,1,1,1,-1,0,-1,0,0,1,-1,0,1,1,0,-1,1,1,1,1,1,-1,0,1,0,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,0,0,0,1,0,1,1,1,1,-1,1,0,1,0,1,1,-1,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0
Flávio Arns,PT,PR,1,1,0,-1,1,1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0
Luciano Pizzatto,PFL,PR,0,-1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,-1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,0,1,-1,-1,-1,1,0,1,-1,0,1,1,0,-1,1,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,-1,1,0,0,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,-1,0,0,0,0,1,1,-1,0,0,0,-1,1,0,0,0
Odílio Balbinotti,PSDB,PR,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,0,0,1,-1,1,1,-1,1,0,1,1,-1,1,1,0,1,0,1,0,1,-1,-1,-1,1,-1,1,0,1,0,1,0,-1,1,1,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,0,-1,0,-1,1,-1,0,0
Werner Wanderer,PFL,PR,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,1,-1,0,1,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,1,1,0,0
Edinho Bez,PMDB,SC,0,-1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,-1,1,0,1,1,1,-1,1,1,-1,-1,0,1,0,1,0,1,1,1,-1,-1,-1,-1,1,1,-1,0,0,0,1,0,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,1,0,0,1,1,0,-1,1,0,1,0,1,1,0,1,-1,0,0,1,0,-1,0,-1,1,0,0,0,0,0
Hugo Biehl,PPB,SC,0,-1,0,1,1,1,-1,-1,-1,1,0,0,1,1,0,1,-1,1,1,-1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,-1,-1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,1,0,-1,-1,0,0,0,0,0,1,1,-1,1,0,0,0,0,1,-1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
Paulo Gouvêa,PFL,SC,0,-1,1,1,1,1,-1,0,-1,1,1,1,1,0,1,1,-1,1,0,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,-1,0,0,1,1,-1,0,0,0,0,1,1,0,0
Serafim Venzon,PDT,SC,0,1,1,-1,-1,1,0,-1,0,1,1,-1,0,0,1,1,-1,1,-1,-1,1,1,1,0,-1,0,0,-1,0,1,-1,1,0,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,1,0,0,0
Airton Dipp,PDT,RS,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,0,-1,0,0,1,-1,-1,-1,1,0,0,-1,1,-1,1,1,-1,0,0
Fetter Junior,PPB,RS,0,0,1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,0,1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,0,0,-1,1,1,1,1,0,0
Germano Rigotto,PMDB,RS,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,-1,-1,1,1,0,0,1,0,-1,-1,1,-1,-1,1,1,-1,-1,1,0,1,0,1,1,0,0,0,0,-1,1,1,1,-1,-1,1,0,-1,0,-1,-1,1,1,-1,1,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,1,1,0,0
Paulo Paim,PT,RS,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,0,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,-1,1,1,0,0,0,0,0,0,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,0,0
Fioravante,PT,RS,0,1,0,-1,1,1,-1,-1,0,1,1,1,0,0,1,1,-1,1,-1,0,1,0,1,1,-1,1,1,0,1,1,-1,0,-1,1,1,1,0,1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,0,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0
Luiz Dantas,PTB,AL,0,-1,0,1,1,1,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0
Albérico Filho,PMDB,MA,0,-1,1,1,1,0,-1,-1,-1,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,0,0,0,1,1,1,1,-1,0,1,-1,-1,-1,1,-1,1,0,1,0,1,-1,-1,0,0,1,1,1,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,1
Ana Catarina,PMDB,RN,0,-1,0,1,1,0,0,-1,-1,1,0,0,0,1,1,1,-1,1,1,-1,1,1,1,0,0,0,0,0,0,1,-1,1,0,0,-1,0,0,0,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,0,-1,-1,0,0,-1,-1,1,0,0,1,-1,-1,0,1,0,1,1,1,0,-1,0,1,1,0,1,1,-1,0,-1,0,0,0,0,-1,0,0,1,0,0,1,0,0
Arnaldo Madeira,PSDB,SP,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,1,-1,1,0,1,0,-1,1,1,1,1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,0,1,-1,0,-1
Chico da Princesa,PSDB,PR,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,1,0,0,1,1,1,-1,1,0,0,1,0,0,0,1,-1,-1,-1,0,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,0,0,0,0,-1,0,-1,0,0
Jaime Fernandes,PFL,BA,0,-1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,0,1,0,0,0,0,1,1,1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,0,0,0,0,-1,1,0,1,0,0,0
João Magalhães,PMDB,MG,0,-1,0,0,1,1,-1,-1,-1,0,1,1,1,0,0,0,0,0,1,-1,1,1,0,1,-1,1,0,1,1,1,-1,0,-1,0,-1,1,0,0,1,0,1,0,-1,0,-1,1,1,-1,1,1,-1,1,1,1,-1,1,1,0,0,1,-1,1,0,1,1,1,-1,1,0,1,1,-1,1,1,1,-1,1,0,-1,0,-1,1,0,0,0,0,0,1,1,-1,0,0,0,-1,1,1,0,0
José Lourenço,PMDB,BA,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,-1,1,0,0,1,-1,1,1,1,1,1,0,0,1,0,-1,-1,0,-1,0,-1,0,0,1,0,-1,1,1,1,1,0,-1,1,1,0,0,1,0,0,0,0,-1,-1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,0,1,0,0,0,0,0,0,1,-1,0,1
Júlio Redecker,PPB,RS,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,-1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,-1,-1,-1,0,0,0,-1,1,-1,-1,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marçal Filho,PMDB,MS,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,0,0,0,1,1,1,-1,1,1,0,1,0,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Murilo Domingos,PTB,MT,0,-1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,0,0,1,1,1,0,1,-1,-1,-1,1,-1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,0,1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,0,1,0,-1,1,1,1,0,1,1,-1,1,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0
Oscar Andrade,PL,RO,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
